word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount,stem,uni_lemma,nb_realisations_lemma,words_lemma,sum_wordcount_lemma,mean_character_count_lemma,frequency,MLU,solo_frequency,final_frequency,initial_frequency
anka,56,56,5.25,1,33,NA,4,Swedish,387670,ank,duck,4,"anka, ank, anker, ankas",61,4.25,61,5.8125,1,35,0
alls,46,46,7.717391304347826,NA,20,NA,4,Swedish,387670,all,all,3,"all, alla, alls",179,3.6666666666666665,179,7.909619731418695,0,29,13
frukost,20,20,7.35,1,10,NA,7,Swedish,387670,frukost,breakfast,1,frukost,20,7,20,7.35,1,10,0
ägg,45,45,5.333333333333333,1,22,5,3,Swedish,387670,ägg,egg,1,ägg,45,3,45,5.333333333333333,1,22,5
katt,131,131,5.801526717557252,1,79,3,4,Swedish,387670,katt,cat,5,"katten, katt, kattens, katta, katterna",190,6,190,7.200122972690782,2,102,5
trött,42,42,7.190476190476191,NA,21,NA,5,Swedish,387670,trött,tired,1,trött,42,5,42,7.190476190476191,0,21,0
rita,310,310,6.483870967741935,3,48,10,4,Swedish,387670,rit,draw,5,"rita, ritar, rit, ritat, rite",354,4.2,354,7.029480075901328,3,51,12
papper,40,40,7.375,1,17,NA,6,Swedish,387670,papp,daddy,4,"pappa, papper, pappas, papp",971,5.25,971,6.569229386385427,10,221,124
papper,40,40,7.375,1,17,NA,6,Swedish,387670,papp,paper,4,"pappa, papper, pappas, papp",971,5.25,971,6.569229386385427,10,221,124
lära,13,13,11.153846153846153,NA,NA,NA,4,Swedish,387670,lär,teacher,2,"lära, lär",16,3.5,16,10.910256410256409,0,0,0
hus,105,105,8.342857142857143,1,66,2,3,Swedish,387670,hus,house,1,hus,105,3,105,8.342857142857143,1,66,2
flygplan,2,2,5,NA,1,NA,8,Swedish,387670,flygplan,airplane,1,flygplan,2,8,2,5,0,1,0
bilar,8,8,8.75,NA,2,NA,5,Swedish,387670,bil,car,4,"bil, bilen, bilar, bilarna",480,5,480,7.8202719344960725,9,279,4
lunch,4,4,10.5,NA,1,NA,5,Swedish,387670,lunch,lunch,1,lunch,4,5,4,10.5,0,1,0
glas,13,13,6.230769230769231,NA,9,NA,4,Swedish,387670,glas,glass,1,glas,13,4,13,6.230769230769231,0,9,0
snö,18,18,8.666666666666666,NA,4,NA,3,Swedish,387670,snö,snow,1,snö,18,3,18,8.666666666666666,0,4,0
blommor,4,4,4.5,NA,2,NA,7,Swedish,387670,blomm,flower,5,"blomma, blommor, blommer, blommerna, blommorna",70,7.6,70,5.8191256830601095,4,36,0
pojkens,1,1,6,NA,NA,NA,7,Swedish,387670,pojk,boy,6,"pojkar, pojkens, pojken, pojke, pojk, pojkarna",134,6,134,5.809523809523809,3,49,2
öga,34,34,4.735294117647059,2,20,NA,3,Swedish,387670,öga,eye,1,öga,34,3,34,4.735294117647059,2,20,0
sjunga,77,77,6.35064935064935,NA,18,5,6,Swedish,387670,sjung,sing,3,"sjunger, sjung, sjunga",87,6,87,5.583549783549784,0,19,8
hoppa,66,66,6.606060606060606,3,8,6,5,Swedish,387670,hopp,jump,8,"hoppas, hoppa, hopp, hoppe, hoppar, hoppade, hoppat, hopps",190,5.5,190,6.209027777777778,31,65,17
henne,223,223,7.349775784753363,NA,96,2,5,Swedish,387670,henn,her,2,"henne, hennes",229,5.5,229,7.008221225710015,0,97,2
hård,4,4,3.5,NA,4,NA,4,Swedish,387670,hård,hard,5,"hård, svår, hårda, svårare, svåraste",17,5.6,17,8.66,0,8,1
min,157,157,7.43312101910828,NA,18,7,3,Swedish,387670,min,mine,2,"min, mina",172,3.5,172,6.883227176220807,0,18,9
hand,68,68,6.602941176470588,4,30,NA,4,Swedish,387670,hand,hand,3,"hand, hands, handen",110,5,110,6.611754802931273,4,51,8
tunga,7,7,5.857142857142857,NA,4,NA,5,Swedish,387670,tung,tongue,2,"tunga, tung",11,4.5,11,5.678571428571429,0,7,0
fall,79,79,11.151898734177216,NA,49,1,4,Swedish,387670,fall,fall,2,"fall, faller",80,5,80,18.575949367088608,0,49,1
äpple,35,35,6.171428571428572,4,15,4,5,Swedish,387670,äppl,apple,2,"äpple, äpplen",43,5.5,43,5.523214285714285,5,19,4
pojken,20,20,7.3,NA,6,NA,6,Swedish,387670,pojk,boy,6,"pojkar, pojkens, pojken, pojke, pojk, pojkarna",134,6,134,5.809523809523809,3,49,2
apelsin,8,8,3.875,1,3,2,7,Swedish,387670,apelsin,orange (food),2,"apelsin, apelsiner",9,8,9,2.9375,1,4,2
glassen,2,2,7,NA,1,NA,7,Swedish,387670,glass,ice cream,2,"glassen, glass",164,6,164,6.913580246913581,4,82,2
pengarna,1,1,7,NA,NA,NA,8,Swedish,387670,peng,money,3,"pengarna, peng, pengar",10,6,10,5.944444444444445,0,7,0
biten,11,11,7.181818181818182,NA,2,NA,5,Swedish,387670,bit,bite,6,"bit, bitar, biten, bita, bitarna, biter",193,4.833333333333333,193,7.4237670825906115,1,40,4
pappas,35,35,7.542857142857143,NA,1,1,6,Swedish,387670,papp,daddy,4,"pappa, papper, pappas, papp",971,5.25,971,6.569229386385427,10,221,124
pappas,35,35,7.542857142857143,NA,1,1,6,Swedish,387670,papp,paper,4,"pappa, papper, pappas, papp",971,5.25,971,6.569229386385427,10,221,124
vems,6,6,5.833333333333333,NA,NA,4,4,Swedish,387670,vem,who,2,"vem, vems",1119,3.5,1119,5.681716082659479,11,3,776
hans,10,10,8.5,NA,1,NA,4,Swedish,387670,han,his,2,"han, hans",5312,3.5,5312,7.5140513013957,9,542,1142
glass,162,162,6.827160493827161,4,81,2,5,Swedish,387670,glass,ice cream,2,"glassen, glass",164,6,164,6.913580246913581,4,82,2
skålen,1,1,7,NA,NA,NA,6,Swedish,387670,skål,bowl,3,"skål, skålen, skåla",22,5,22,5.7592592592592595,4,8,0
morfar,3,3,10.333333333333334,NA,NA,NA,6,Swedish,387670,morf,grandpa,3,"farfar, morfar, morf",15,5.333333333333333,15,8.511111111111111,0,3,2
musen,12,12,5.083333333333333,1,8,NA,5,Swedish,387670,mus,mouse,2,"mus, musen",39,4,39,5.023148148148148,2,25,0
kattens,2,2,11.5,NA,NA,NA,7,Swedish,387670,katt,cat,5,"katten, katt, kattens, katta, katterna",190,6,190,7.200122972690782,2,102,5
säger,97,97,5.247422680412371,NA,9,9,5,Swedish,387670,säg,say,3,"säger, säga, säg",125,4,125,5.86218437173166,1,13,12
glad,89,89,7.258426966292135,1,43,NA,4,Swedish,387670,glad,happy,2,"glad, glada",90,4.5,90,5.129213483146067,1,43,0
ritar,25,25,6.84,NA,NA,2,5,Swedish,387670,rit,draw,5,"rita, ritar, rit, ritat, rite",354,4.2,354,7.029480075901328,3,51,12
dra,84,84,8.166666666666666,NA,8,12,3,Swedish,387670,dra,pull,1,dra,84,3,84,8.166666666666666,0,8,12
hopp,99,99,5.282828282828283,25,57,10,4,Swedish,387670,hopp,jump,8,"hoppas, hoppa, hopp, hoppe, hoppar, hoppade, hoppat, hopps",190,5.5,190,6.209027777777778,31,65,17
natt,17,17,6.352941176470588,NA,9,NA,4,Swedish,387670,natt,night,2,"natt, natten",21,5,21,7.6764705882352935,0,11,0
ank,1,1,4,NA,1,NA,3,Swedish,387670,ank,duck,4,"anka, ank, anker, ankas",61,4.25,61,5.8125,1,35,0
simma,41,41,7.609756097560975,NA,17,2,5,Swedish,387670,simm,swim,4,"simma, simmar, simmat, simmade",45,6,45,9.652439024390244,0,19,3
kasta,28,28,7.142857142857143,NA,3,3,5,Swedish,387670,kast,throw,4,"kasta, kastar, kastade, kastat",37,6,37,6.928571428571429,0,3,5
boll,81,81,6.185185185185185,1,41,1,4,Swedish,387670,boll,ball,4,"boll, bollen, bollar, bollarna",112,6,112,6.074074074074074,2,56,2
arm,13,13,7.615384615384615,NA,7,NA,3,Swedish,387670,arm,arm,4,"armen, arm, armarna, armar",37,5,37,8.419471153846153,1,18,0
smör,14,14,7.071428571428571,NA,4,NA,4,Swedish,387670,smör,butter,1,smör,14,4,14,7.071428571428571,0,4,0
ost,50,50,6.42,4,25,1,3,Swedish,387670,ost,cheese,2,"ost, osten",55,4,55,6.8100000000000005,4,28,1
telefon,18,18,5.222222222222222,2,10,NA,7,Swedish,387670,telefon,telephone,3,"telefon, telefonen, telefoner",35,8.333333333333334,35,5.886574074074074,2,20,1
lamm,49,49,7.448979591836735,NA,26,2,4,Swedish,387670,lamm,lamb,2,"lamm, lammen",52,5,52,5.891156462585034,0,27,4
bada,131,131,7.374045801526718,NA,49,5,4,Swedish,387670,bad,bath,5,"bada, bad, badar, badat, badade",164,4.6,164,10.291475826972011,0,57,9
banan,27,27,5.407407407407407,3,11,3,5,Swedish,387670,banan,banana,2,"banan, bananen",29,6,29,4.703703703703704,3,11,3
gammal,85,85,5.847058823529411,1,10,4,6,Swedish,387670,gammal,old,1,gammal,85,6,85,5.847058823529411,1,10,4
mössa,56,56,5.785714285714286,1,38,NA,5,Swedish,387670,möss,hat,2,"mössa, möss",58,4.5,58,4.642857142857142,1,40,0
bä,21,21,3.619047619047619,5,7,5,2,Swedish,387670,bä,baa baa,1,bä,21,2,21,3.619047619047619,5,7,5
ben,87,87,6.689655172413793,NA,39,3,3,Swedish,387670,ben,leg,2,"ben, benen",95,4,95,6.907327586206897,0,42,3
penna,34,34,5.911764705882353,NA,19,NA,5,Swedish,387670,penn,pen/pencil,4,"penna, pennor, pennorna, pennerna",47,6.75,47,7.552941176470588,1,23,0
blå,86,86,5.453488372093023,6,22,8,3,Swedish,387670,blå,blue,1,blå,86,3,86,5.453488372093023,6,22,8
fin,247,247,6.1214574898785425,1,79,9,3,Swedish,387670,fin,fine,2,"fina, fin",262,3.5,262,6.4273954116059375,1,80,9
sjuk,36,36,6.666666666666667,NA,24,NA,4,Swedish,387670,sjuk,sick,1,sjuk,36,4,36,6.666666666666667,0,24,0
nere,113,113,8.221238938053098,NA,40,3,4,Swedish,387670,ner,down,2,"ner, nere",640,3.5,640,8.278551157831103,3,195,5
bi,14,14,5,1,6,1,2,Swedish,387670,bi,bee,1,bi,14,2,14,5,1,6,1
huvud,10,10,4.5,NA,10,NA,5,Swedish,387670,huvud,head,1,huvud,10,5,10,4.5,0,10,0
slå,64,64,9.046875,NA,2,2,3,Swedish,387670,slå,hit,1,slå,64,3,64,9.046875,0,2,2
röd,84,84,5.2976190476190474,5,27,8,3,Swedish,387670,röd,red,2,"röd, röda",108,3.5,108,5.794642857142858,5,30,9
neja,2,2,4,1,NA,NA,4,Swedish,387670,nej,no,2,"neja, nej",306,3.5,306,4.886513157894736,67,18,188
bassäng,7,7,4.285714285714286,NA,4,1,7,Swedish,387670,bassäng,pool,1,bassäng,7,7,7,4.285714285714286,0,4,1
bad,1,1,9,NA,NA,NA,3,Swedish,387670,bad,bath,5,"bada, bad, badar, badat, badade",164,4.6,164,10.291475826972011,0,57,9
pojke,105,105,6.723809523809524,3,39,1,5,Swedish,387670,pojk,boy,6,"pojkar, pojkens, pojken, pojke, pojk, pojkarna",134,6,134,5.809523809523809,3,49,2
tv,31,31,7.548387096774194,NA,22,NA,2,Swedish,387670,tv,tv,1,tv,31,2,31,7.548387096774194,0,22,0
skräp,9,9,5.777777777777778,NA,6,NA,5,Swedish,387670,skräp,trash,1,skräp,9,5,9,5.777777777777778,0,6,0
lek,4,4,11.75,NA,1,NA,3,Swedish,387670,lek,play,4,"leka, leker, lek, leks",191,4,191,8.035240963855422,1,24,4
stjärna,24,24,4.5,1,13,NA,7,Swedish,387670,stjärn,star,2,"stjärna, stjärnor",25,7.5,25,5.25,1,13,0
tom,30,30,4.733333333333333,1,13,6,3,Swedish,387670,tom,empty,2,"tom, tomat",35,4,35,3.7666666666666666,3,14,7
nej,304,304,5.7730263157894735,66,18,188,3,Swedish,387670,nej,no,2,"neja, nej",306,3.5,306,4.886513157894736,67,18,188
stänga,56,56,6.446428571428571,3,10,2,6,Swedish,387670,stäng,close,7,"stängdes, stänga, stäng, stängde, stängd, stänger, stängt",90,6.428571428571429,90,5.329081632653061,4,17,9
stäng,7,7,3.857142857142857,1,NA,5,5,Swedish,387670,stäng,close,7,"stängdes, stänga, stäng, stängde, stängd, stänger, stängt",90,6.428571428571429,90,5.329081632653061,4,17,9
tvål,20,20,6.3,NA,7,2,4,Swedish,387670,tvål,soap,4,"tvål, tvåla, tvålen, tvålat",31,5.25,31,8.775,0,9,4
papp,2,2,4.5,NA,1,NA,4,Swedish,387670,papp,daddy,4,"pappa, papper, pappas, papp",971,5.25,971,6.569229386385427,10,221,124
papp,2,2,4.5,NA,1,NA,4,Swedish,387670,papp,paper,4,"pappa, papper, pappas, papp",971,5.25,971,6.569229386385427,10,221,124
knapp,8,8,8,1,3,NA,5,Swedish,387670,knapp,button,3,"knapp, knappar, knappen",14,6.333333333333333,14,6.777777777777778,1,5,0
hands,9,9,7.111111111111111,NA,NA,8,5,Swedish,387670,hand,hand,3,"hand, hands, handen",110,5,110,6.611754802931273,4,51,8
baby,8,8,9,NA,2,NA,4,Swedish,387670,baby,baby,1,baby,8,4,8,9,0,2,0
radio,6,6,2.5,3,1,NA,5,Swedish,387670,radio,radio,1,radio,6,5,6,2.5,3,1,0
gunga,34,34,7.470588235294118,NA,9,1,5,Swedish,387670,gung,swing (action),2,"gunga, gung",36,4.5,36,5.985294117647059,1,9,1
gunga,34,34,7.470588235294118,NA,9,1,5,Swedish,387670,gung,swing (object),2,"gunga, gung",36,4.5,36,5.985294117647059,1,9,1
regn,5,5,7.6,2,2,NA,4,Swedish,387670,regn,rain,3,"regnar, regn, regna",17,5,17,7.761904761904762,2,6,0
hämt,1,1,2,NA,1,NA,4,Swedish,387670,hämt,get,4,"hämta, hämt, hämtar, hämtat",214,5.25,214,6.476613488034808,0,16,13
bakom,73,73,7.410958904109589,NA,21,8,5,Swedish,387670,bakom,back (location),1,bakom,73,5,73,7.410958904109589,0,21,8
sol,8,8,7.625,NA,2,1,3,Swedish,387670,sol,sun,3,"sol, sola, solen",20,4,20,7.708333333333333,0,5,1
kex,13,13,6,NA,7,1,3,Swedish,387670,kex,cracker,3,"kex, kexen, skorpa",19,4.666666666666667,19,8.866666666666667,0,7,2
morf,2,2,7.5,NA,1,NA,4,Swedish,387670,morf,grandpa,3,"farfar, morfar, morf",15,5.333333333333333,15,8.511111111111111,0,3,2
vis,4,4,9,NA,NA,1,3,Swedish,387670,vis,show,4,"visa, vis, visade, visar",144,4.5,144,7.318518518518518,0,8,20
sten,30,30,6.233333333333333,NA,17,NA,4,Swedish,387670,sten,rock (object),5,"sten, stena, stenar, stenen, stenarna",39,5.8,39,5.596666666666667,0,20,1
socka,1,1,11,NA,NA,NA,5,Swedish,387670,sock,sock,3,"sockar, socker, socka",51,5.666666666666667,51,6.673913043478261,6,19,3
peng,6,6,4.833333333333333,NA,5,NA,4,Swedish,387670,peng,money,3,"pengarna, peng, pengar",10,6,10,5.944444444444445,0,7,0
dag,13,13,9.461538461538462,NA,7,NA,3,Swedish,387670,dag,day,4,"dag, dagen, dagar, dags",18,4.25,18,7.365384615384615,0,9,0
spagetti,8,8,5.25,1,4,NA,8,Swedish,387670,spagetti,pasta,1,spagetti,8,8,8,5.25,1,4,0
skynda,15,15,8.333333333333334,NA,NA,6,6,Swedish,387670,skynd,hurry,1,skynda,15,6,15,8.333333333333334,0,0,6
nära,10,10,6.6,NA,1,1,4,Swedish,387670,när,when (question),3,"när, nära, närheten",1428,5,1428,8.767631145612796,2,5,253
puss,51,51,4.03921568627451,2,38,2,4,Swedish,387670,puss,kiss,4,"puss, pussa, pussar, pussas",72,5.25,72,4.595518207282913,3,39,4
sparka,16,16,7.8125,NA,NA,2,6,Swedish,387670,spark,kick,2,"sparka, sparkar",21,6.5,21,6.90625,0,0,4
buss,35,35,7.571428571428571,NA,20,NA,4,Swedish,387670,buss,bus,2,"buss, bussen",51,5,51,6.879464285714286,1,25,1
mata,29,29,6.655172413793103,NA,1,NA,4,Swedish,387670,mat,feed,4,"mat, mata, maten, mats",342,4,342,6.443595227000399,6,139,9
mata,29,29,6.655172413793103,NA,1,NA,4,Swedish,387670,mat,food,4,"mat, mata, maten, mats",342,4,342,6.443595227000399,6,139,9
klocka,13,13,4.461538461538462,1,8,1,6,Swedish,387670,klock,clock,1,klocka,13,6,13,4.461538461538462,1,8,1
fönster,22,22,6.5,1,10,1,7,Swedish,387670,fönst,window,1,fönster,22,7,22,6.5,1,10,1
svår,10,10,8.8,NA,4,NA,4,Swedish,387670,svår,hard,5,"hård, svår, hårda, svårare, svåraste",17,5.6,17,8.66,0,8,1
ljus,28,28,7.25,1,11,1,4,Swedish,387670,ljus,candle,2,"ljus, ljusen",34,5,34,6.958333333333334,1,13,1
drick,14,14,5.357142857142857,NA,3,7,5,Swedish,387670,drick,drink (action),3,"dricka, dricker, drick",172,6,172,5.741269841269841,2,42,13
ballong,31,31,6.967741935483871,2,13,1,7,Swedish,387670,ballong,balloon,3,"ballong, ballongen, ballonger",48,8.333333333333334,48,7.176747311827957,2,21,1
tant,12,12,7.5,NA,5,NA,4,Swedish,387670,tant,aunt,4,"fast, tant, tanten, faster",280,5,280,10.342105263157894,1,28,112
plaska,4,4,9,NA,NA,NA,6,Swedish,387670,plask,splash,2,"plaska, plask",7,5.5,7,9,0,1,0
tittut,68,68,2.014705882352941,47,12,5,6,Swedish,387670,tittut,peekaboo,1,tittut,68,6,68,2.014705882352941,47,12,5
träd,45,45,7.466666666666667,2,19,NA,4,Swedish,387670,träd,tree,2,"träd, träden",47,5,47,4.983333333333333,2,21,0
smuts,6,6,6.166666666666667,NA,4,NA,5,Swedish,387670,smut,dirty,3,"smuts, smutsig, smutsa",10,6,10,6.222222222222222,0,6,0
morot,10,10,6.8,NA,6,NA,5,Swedish,387670,morot,carrots,2,"morot, moroten",11,6,11,3.9,1,6,0
vante,8,8,6.625,NA,5,NA,5,Swedish,387670,vant,mittens,3,"vante, vantar, vanten",12,5.666666666666667,12,4.763888888888889,0,9,0
fisk,70,70,6.7,1,37,1,4,Swedish,387670,fisk,fish (animal),6,"fisk, fiska, fisken, fiskar, fiskare, fiskarna",92,6,92,8.57037037037037,1,46,1
fisk,70,70,6.7,1,37,1,4,Swedish,387670,fisk,fish (food),6,"fisk, fiska, fisken, fiskar, fiskare, fiskarna",92,6,92,8.57037037037037,1,46,1
apa,47,47,5.74468085106383,4,30,2,3,Swedish,387670,apa,monkey,1,apa,47,3,47,5.74468085106383,4,30,2
ko,34,34,6.676470588235294,3,9,3,2,Swedish,387670,ko,cow,1,ko,34,2,34,6.676470588235294,3,9,3
tå,11,11,4.7272727272727275,2,3,1,2,Swedish,387670,tå,toe,1,tå,11,2,11,4.7272727272727275,2,3,1
jacka,20,20,6.2,1,10,NA,5,Swedish,387670,jack,jacket,1,jacka,20,5,20,6.2,1,10,0
ris,9,9,7.666666666666667,1,5,NA,3,Swedish,387670,ris,rice,1,ris,9,3,9,7.666666666666667,1,5,0
inten,1,1,2,NA,NA,1,5,Swedish,387670,int,not (routine),3,"inte, inten, int",4393,4,4393,4.91579267365861,62,653,324
inten,1,1,2,NA,NA,1,5,Swedish,387670,int,not,3,"inte, inten, int",4393,4,4393,4.91579267365861,62,653,324
skriva,23,23,6,NA,5,NA,6,Swedish,387670,skriv,write,2,"skriva, skriver",25,6.5,25,7.25,0,5,0
näs,2,2,12,NA,NA,NA,3,Swedish,387670,näs,nose,2,"näsa, näs",59,3.5,59,8.824561403508772,2,36,3
titte,1,1,9,NA,NA,NA,5,Swedish,387670,titt,look,6,"titta, tittar, titte, titt, tittat, tittade",1787,5.5,1787,7.600301821726229,155,166,671
skjorta,13,13,9.23076923076923,NA,8,1,7,Swedish,387670,skjort,shirt,2,"skjorta, skjort",14,6.5,14,11.115384615384615,0,8,1
nam,14,14,4.785714285714286,NA,5,8,3,Swedish,387670,nam,yum yum,1,nam,14,3,14,4.785714285714286,0,5,8
spade,7,7,5.714285714285714,2,2,NA,5,Swedish,387670,spad,shovel,3,"spade, spaden, spadar",11,5.666666666666667,11,6.7936507936507935,2,3,0
tomat,5,5,2.8,2,1,1,5,Swedish,387670,tom,empty,2,"tom, tomat",35,4,35,3.7666666666666666,3,14,7
kalas,59,59,6.8474576271186445,NA,41,1,5,Swedish,387670,kal,party,1,kalas,59,5,59,6.8474576271186445,0,41,1
finger,8,8,7.625,NA,5,NA,6,Swedish,387670,fing,finger,3,"finger, finge, fing",10,5,10,7.208333333333333,0,5,0
sluta,14,14,9.642857142857142,NA,1,5,5,Swedish,387670,slut,stop,5,"slut, slutat, stanna, sluta, stannar",251,5.6,251,7.1495670995671,5,140,12
knä,42,42,9.452380952380953,NA,21,NA,3,Swedish,387670,knä,knee,1,knä,42,3,42,9.452380952380953,0,21,0
ansikte,12,12,4.916666666666667,NA,7,1,7,Swedish,387670,ansik,face,1,ansikte,12,7,12,4.916666666666667,0,7,1
sola,4,4,7.25,NA,NA,NA,4,Swedish,387670,sol,sun,3,"sol, sola, solen",20,4,20,7.708333333333333,0,5,1
kissa,9,9,5.777777777777778,NA,4,1,5,Swedish,387670,kiss,kitty,5,"kissa, kissen, kisse, kissat, kiss",39,5.2,39,6.233333333333333,1,19,4
bryta,3,3,9.666666666666666,NA,NA,NA,5,Swedish,387670,bryt,break,3,"bryta, bryt, bryter",6,5,6,6.055555555555555,0,0,1
docka,55,55,5.890909090909091,2,27,1,5,Swedish,387670,dock,doll,5,"docka, docker, dockorna, dock, dockor",61,5.8,61,9.378181818181819,2,27,2
dansa,21,21,5.9523809523809526,NA,8,1,5,Swedish,387670,dans,dance,4,"dans, dansa, dan, dansar",45,4.5,45,5.417261904761904,0,29,1
russin,8,8,9.5,NA,3,NA,6,Swedish,387670,russin,raisin,2,"russin, russinen",9,7,9,9.75,0,3,0
kniv,20,20,8.05,2,12,1,4,Swedish,387670,kniv,knife,4,"kniv, knivar, kniven, knivarna",27,6,27,6.575,2,13,1
gaffel,11,11,7,NA,5,NA,6,Swedish,387670,gaffel,fork,1,gaffel,11,6,11,7,0,5,0
rör,13,13,7.076923076923077,NA,NA,1,3,Swedish,387670,rör,touch,4,"rör, röra, rören, rörelse",51,4.75,51,7.412087912087912,0,3,1
inge,13,13,8.615384615384615,NA,2,2,4,Swedish,387670,ing,none,5,"ingen, inga, inge, inger, ing",81,4.2,81,6.020315818635146,1,7,6
affär,10,10,9.1,1,4,NA,5,Swedish,387670,affär,store,2,"affär, affären",13,6,13,11.216666666666667,1,5,0
våt,17,17,7.294117647058823,NA,7,1,3,Swedish,387670,våt,wet (description),2,"våt, våta",19,3.5,19,7.647058823529411,0,7,1
springa,33,33,8.333333333333334,NA,6,1,7,Swedish,387670,spring,run,3,"springa, springer, spring",43,7,43,8.851851851851851,0,6,4
sko,20,20,5.05,NA,11,NA,3,Swedish,387670,sko,shoe,1,sko,20,3,20,5.05,0,11,0
mu,23,23,5.217391304347826,5,8,3,2,Swedish,387670,mu,moo,1,mu,23,2,23,5.217391304347826,5,8,3
måne,3,3,2.6666666666666665,NA,2,NA,4,Swedish,387670,mån,moon,5,"måne, månen, månade, månad, måns",10,4.8,10,7.283333333333333,0,5,1
sov,24,24,6.166666666666667,NA,5,7,3,Swedish,387670,sov,asleep,3,"sova, sov, sover",139,4,139,6.444184839044652,0,49,8
sov,24,24,6.166666666666667,NA,5,7,3,Swedish,387670,sov,sleep,3,"sova, sov, sover",139,4,139,6.444184839044652,0,49,8
kök,2,2,9,NA,1,NA,3,Swedish,387670,kök,kitchen,1,kök,2,3,2,9,0,1,0
kött,10,10,6.6,NA,4,1,4,Swedish,387670,kött,meat,1,kött,10,4,10,6.6,0,4,1
dörr,17,17,6.470588235294118,NA,11,NA,4,Swedish,387670,dörr,door,3,"dörrarna, dörr, dörren",32,6,32,4.799719887955182,0,17,1
regna,7,7,9.285714285714286,NA,2,NA,5,Swedish,387670,regn,rain,3,"regnar, regn, regna",17,5,17,7.761904761904762,2,6,0
syster,8,8,8.875,NA,2,1,6,Swedish,387670,syst,sister,1,syster,8,6,8,8.875,0,2,1
overall,3,3,4.666666666666667,NA,3,NA,7,Swedish,387670,overall,overalls,2,"overall, overallen",4,8,4,5.333333333333334,0,3,0
pingvin,3,3,6.333333333333333,NA,3,NA,7,Swedish,387670,pingvin,penguin,1,pingvin,3,7,3,6.333333333333333,0,3,0
telefonen,16,16,5.4375,NA,10,NA,9,Swedish,387670,telefon,telephone,3,"telefon, telefonen, telefoner",35,8.333333333333334,35,5.886574074074074,2,20,1
kram,14,14,4.5,NA,9,2,4,Swedish,387670,kram,hug,4,"kram, krama, kramas, kramar",27,5.25,27,4.625,1,11,3
gung,2,2,4.5,1,NA,NA,4,Swedish,387670,gung,swing (action),2,"gunga, gung",36,4.5,36,5.985294117647059,1,9,1
gung,2,2,4.5,1,NA,NA,4,Swedish,387670,gung,swing (object),2,"gunga, gung",36,4.5,36,5.985294117647059,1,9,1
pojk,1,1,3,NA,1,NA,4,Swedish,387670,pojk,boy,6,"pojkar, pojkens, pojken, pojke, pojk, pojkarna",134,6,134,5.809523809523809,3,49,2
vov,22,22,6.636363636363637,1,17,2,3,Swedish,387670,vov,woof woof,1,vov,22,3,22,6.636363636363637,1,17,2
int,6,6,5.666666666666667,NA,3,1,3,Swedish,387670,int,not (routine),3,"inte, inten, int",4393,4,4393,4.91579267365861,62,653,324
int,6,6,5.666666666666667,NA,3,1,3,Swedish,387670,int,not,3,"inte, inten, int",4393,4,4393,4.91579267365861,62,653,324
ponny,17,17,9.411764705882353,NA,7,NA,5,Swedish,387670,ponny,pony,1,ponny,17,5,17,9.411764705882353,0,7,0
tuff,53,53,7.113207547169812,1,49,2,4,Swedish,387670,tuff,choo choo,1,tuff,53,4,53,7.113207547169812,1,49,2
bita,18,18,5.666666666666667,NA,6,1,4,Swedish,387670,bit,bite,6,"bit, bitar, biten, bita, bitarna, biter",193,4.833333333333333,193,7.4237670825906115,1,40,4
sax,10,10,5.6,1,3,NA,3,Swedish,387670,sax,scissors,2,"sax, saxen",13,4,13,5.3,1,5,0
dagis,48,48,8.333333333333334,NA,21,NA,5,Swedish,387670,dagis,kindergarten,1,dagis,48,5,48,8.333333333333334,0,21,0
hjälp,26,26,3.8461538461538463,6,2,12,5,Swedish,387670,hjälp,help,5,"hjälpa, hjälpas, hjälp, hjälper, hjälps",206,6.2,206,7.866891587944219,6,10,14
kopp,7,7,7.428571428571429,NA,3,NA,4,Swedish,387670,kopp,cup,3,"kopp, koppen, koppar",10,5.333333333333333,10,7.976190476190476,0,4,0
katta,7,7,5.571428571428571,NA,1,NA,5,Swedish,387670,katt,cat,5,"katten, katt, kattens, katta, katterna",190,6,190,7.200122972690782,2,102,5
trappa,7,7,5.714285714285714,1,2,NA,6,Swedish,387670,trapp,stairs,1,trappa,7,6,7,5.714285714285714,1,2,0
fiska,3,3,8.666666666666666,NA,1,NA,5,Swedish,387670,fisk,fish (animal),6,"fisk, fiska, fisken, fiskar, fiskare, fiskarna",92,6,92,8.57037037037037,1,46,1
fiska,3,3,8.666666666666666,NA,1,NA,5,Swedish,387670,fisk,fish (food),6,"fisk, fiska, fisken, fiskar, fiskare, fiskarna",92,6,92,8.57037037037037,1,46,1
bild,32,32,7.9375,NA,10,NA,4,Swedish,387670,bild,picture,4,"bild, bilden, bilder, bildad",49,5.5,49,10.459375,0,18,1
gås,7,7,7.285714285714286,NA,5,NA,3,Swedish,387670,gås,goose,1,gås,7,3,7,7.285714285714286,0,5,0
stena,2,2,3,NA,1,1,5,Swedish,387670,sten,rock (object),5,"sten, stena, stenar, stenen, stenarna",39,5.8,39,5.596666666666667,0,20,1
mörk,1,1,4,NA,1,NA,4,Swedish,387670,mörk,dark,3,"mörk, mörkt, mörkare",7,5.333333333333333,7,6.333333333333333,0,3,0
