word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount,stem,uni_lemma,nb_realisations_lemma,words_lemma,sum_wordcount_lemma,mean_character_count_lemma,frequency,MLU,solo_frequency,final_frequency,initial_frequency
jutro,26,26,5.8076923076923075,NA,10,NA,5,Croatian,226081,jutr,morning,2,"jutro, jutra",29,5,29,10.403846153846153,0,10,0
oko,82,82,7.134146341463414,6,23,9,3,Croatian,226081,ok,eye,5,"oka, oko, okom, ok, oku",95,3,95,6.146829268292683,10,28,10
spavaj,19,19,3.6315789473684212,1,13,NA,6,Croatian,226081,spava,asleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,7.918697715651647,11,80,18
spavaj,19,19,3.6315789473684212,1,13,NA,6,Croatian,226081,spava,sleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,7.918697715651647,11,80,18
sati,16,16,11.1875,NA,8,NA,4,Croatian,226081,sat,clock,3,"sat, sati, sata",57,3.6666666666666665,57,8.12962962962963,4,22,6
krevet,33,33,5.333333333333333,6,11,2,6,Croatian,226081,krevet,bed,4,"krevetu, krevet, kreveta, krevetima",76,7.25,76,5.796676441837732,6,37,2
cvijećem,1,1,3,NA,1,NA,8,Croatian,226081,cvijeć,flower,4,"cvijećem, cvijeće, cvijeća, cvijeću",18,7.25,18,6,3,8,1
tanjur,8,8,5.875,NA,7,NA,6,Croatian,226081,tanjur,plate,5,"tanjur, tanjuru, tanjurom, tanjuri, tanjure",22,7,22,6.355,1,12,1
ormaru,5,5,5.6,NA,3,NA,6,Croatian,226081,ormar,wardrobe,5,"ormaru, ormari, ormar, ormarom, ormara",20,6,20,7.726666666666667,2,10,1
nosu,3,3,6,NA,1,NA,4,Croatian,226081,nos,nose,6,"nos, nosa, nosu, nosi, nose, nosom",108,4,108,6.487962962962963,4,56,6
ružno,18,18,6.944444444444445,1,9,NA,5,Croatian,226081,ružn,ugly,4,"ružno, ružne, ružnu, ružna",26,5,26,6.086111111111111,1,9,2
pjevam,4,4,3.5,NA,4,NA,6,Croatian,226081,pjeva,sing,13,"pjevala, pjeva, pjevati, pjevamo, pjevaj, pjevam, pjevali, pjevat, pjevaju, pjevao, pjevajući, pjevale, pjevate",205,6.6923076923076925,205,5.072750192950862,7,107,9
dijete,42,42,11.523809523809524,1,11,5,6,Croatian,226081,dijet,child,1,dijete,42,6,42,11.523809523809524,1,11,5
nosi,36,36,6.027777777777778,2,8,5,4,Croatian,226081,nos,nose,6,"nos, nosa, nosu, nosi, nose, nosom",108,4,108,6.487962962962963,4,56,6
gledaju,10,10,4.2,NA,4,1,7,Croatian,226081,gleda,look,13,"gledao, gledaš, gleda, gledaj, gledati, gledala, gledaju, gledali, gledam, gledate, gledat, gledo, gledamo",579,6.3076923076923075,579,6.908322522261501,62,149,89
nemaš,72,72,4.319444444444445,9,7,21,5,Croatian,226081,nema,all gone,7,"nema, nemoj, nemamo, nemam, nemaš, nemate, nemaju",1174,5.285714285714286,1174,5.548312170667836,60,145,542
licu,7,7,5.571428571428571,NA,5,NA,4,Croatian,226081,lic,face,4,"licu, lice, lici, lica",24,4,24,6.25,0,18,0
dane,2,2,5,NA,1,NA,4,Croatian,226081,dan,day,6,"dan, dane, dana, danu, danije, dani",133,4.166666666666667,133,6.486720715683534,2,58,1
puhati,4,4,7.5,NA,2,NA,6,Croatian,226081,puha,blow,7,"puhao, puhati, puhali, puhale, puhala, puh, puhat",18,5.285714285714286,18,5.416666666666667,0,6,4
mjesecu,2,2,6.5,NA,1,NA,7,Croatian,226081,mjesec,moon,4,"mjesec, mjesecu, mjeseca, mjeseci",44,6.75,44,7.59375,2,15,8
puhali,3,3,4.666666666666667,NA,NA,2,6,Croatian,226081,puha,blow,7,"puhao, puhati, puhali, puhale, puhala, puh, puhat",18,5.285714285714286,18,5.416666666666667,0,6,4
plesali,8,8,6.75,NA,5,NA,7,Croatian,226081,plesa,dance,8,"plesala, plesali, plesati, plesat, ples, plesa, plesale, plesao",53,6.125,53,8.445112179487179,1,24,1
kum,12,12,6.75,NA,NA,4,3,Croatian,226081,kum,godfather,4,"kuma, kum, kume, kumu",43,3.75,43,10.2875,2,4,6
mišo,17,17,5.9411764705882355,NA,10,NA,4,Croatian,226081,miš,mouse,6,"miša, mišo, miše, miš, miši, mišu",116,3.8333333333333335,116,5.9692210217420305,14,49,17
one,91,91,8.098901098901099,NA,4,18,3,Croatian,226081,on,that,14,"oni, on, ono, onu, ona, one, onoj, onom, onog, onoga, onim, onih, onima, onome",1522,3.7142857142857144,1522,10.38978992365303,4,108,316
kuhinji,14,14,5.714285714285714,1,6,NA,7,Croatian,226081,kuhinj,kitchen,3,"kuhinji, kuhinju, kuhinje",24,7,24,5.904761904761905,1,9,0
lopaticu,23,23,7.130434782608695,NA,8,3,8,Croatian,226081,lopatic,shovel,6,"lopaticu, lopaticom, lopatom, lopatica, lopata, lopatu",38,7.333333333333333,38,7.9106280193236715,0,16,3
lopaticom,6,6,8.833333333333334,NA,2,NA,9,Croatian,226081,lopatic,shovel,6,"lopaticu, lopaticom, lopatom, lopatica, lopata, lopatu",38,7.333333333333333,38,7.9106280193236715,0,16,3
igračke,49,49,8.346938775510203,NA,15,4,7,Croatian,226081,igračk,toy (object),5,"igračku, igračke, igračkama, igračka, igračaka",84,7.6,84,6.631292517006803,0,35,4
kup,2,2,8,NA,1,NA,3,Croatian,226081,kup,buy,12,"kupiti, kupi, kupa, kupila, kupio, kupit, kup, kupili, kupu, kupite, kupimo, kupim",373,5,373,6.761734968426239,1,147,22
njezinu,6,6,11.333333333333334,NA,2,NA,7,Croatian,226081,njezin,her,8,"njezina, njezine, njezinu, njezin, njezinoj, njezino, njezinog, njezinim",33,7.25,33,10.779166666666667,0,2,1
njezin,5,5,9.4,NA,NA,NA,6,Croatian,226081,njezin,her,8,"njezina, njezine, njezinu, njezin, njezinoj, njezino, njezinog, njezinim",33,7.25,33,10.779166666666667,0,2,1
maloj,13,13,4.769230769230769,1,6,1,5,Croatian,226081,mal,little (amount),8,"mali, male, malo, mala, malu, maloj, malom, malima",1999,4.5,1999,6.70236611253354,18,544,208
telefon,30,30,4.366666666666666,5,17,3,7,Croatian,226081,telefon,telephone,4,"telefon, telefonom, telefona, telefonu",41,8,41,6.566666666666666,5,25,3
vidjeti,38,38,7.184210526315789,1,12,NA,7,Croatian,226081,vidjet,see,2,"vidjeti, vidjet",84,6.5,84,6.602974828375286,1,24,2
dana,49,49,9.63265306122449,NA,14,NA,4,Croatian,226081,dan,day,6,"dan, dane, dana, danu, danije, dani",133,4.166666666666667,133,6.486720715683534,2,58,1
broj,16,16,4.6875,NA,4,3,4,Croatian,226081,br,brother,7,"broj, brat, brata, bra, bro, bratu, bratom",40,4.285714285714286,40,9.77984693877551,2,12,3
plivala,4,4,7.75,NA,1,NA,7,Croatian,226081,pliva,swim,8,"pliva, plivat, plivati, plivala, plivao, plivaju, plivali, plivate",71,6.5,71,5.807283834586466,4,33,9
vode,33,33,9.151515151515152,3,13,2,4,Croatian,226081,vod,water (beverage),6,"vodi, vodu, vode, voda, vodo, vodom",160,4.166666666666667,160,6.885052387226301,7,75,7
vode,33,33,9.151515151515152,3,13,2,4,Croatian,226081,vod,water (not beverage),6,"vodi, vodu, vode, voda, vodo, vodom",160,4.166666666666667,160,6.885052387226301,7,75,7
plivao,4,4,5,NA,1,1,6,Croatian,226081,pliva,swim,8,"pliva, plivat, plivati, plivala, plivao, plivaju, plivali, plivate",71,6.5,71,5.807283834586466,4,33,9
kupili,16,16,6.75,NA,6,NA,6,Croatian,226081,kupi,buy,12,"kupiti, kupi, kupa, kupila, kupio, kupit, kup, kupili, kupu, kupite, kupimo, kupim",373,5,373,6.761734968426239,1,147,22
jezik,17,17,4.9411764705882355,NA,11,1,5,Croatian,226081,jezik,tongue,2,"jezik, jeziku",18,5.5,18,6.470588235294118,0,11,1
hladna,7,7,4.857142857142857,1,3,NA,6,Croatian,226081,hladn,cold,6,"hladna, hladnom, hladnoj, hladno, hladne, hladnije",53,6.666666666666667,53,7.7178571428571425,2,21,4
tvoju,17,17,7.0588235294117645,NA,5,1,5,Croatian,226081,tvoj,your,7,"tvoja, tvoj, tvoje, tvoju, tvojoj, tvoji, tvojom",456,5.142857142857143,456,7.1445636896605125,13,70,30
crveno,47,47,6.319148936170213,1,25,5,6,Croatian,226081,crven,red,9,"crvenom, crvena, crvenu, crveno, crvene, crvenima, crveni, crvenog, crvenim",170,6.555555555555555,170,5.786041097357875,12,74,11
tutu,58,58,6.086206896551724,3,35,1,4,Croatian,226081,tut,potty,3,"tutu, tuti, tuta",73,4,73,5.128735632183908,5,46,1
praznom,1,1,8,NA,1,NA,7,Croatian,226081,prazn,empty,6,"praznom, prazne, prazna, prazniji, praznu, praznog",15,6.666666666666667,15,7.658730158730159,1,2,5
slikam,2,2,2.5,NA,NA,1,6,Croatian,226081,slika,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
slikaj,1,1,4,NA,1,NA,6,Croatian,226081,slika,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
stolice,23,23,6.913043478260869,NA,12,NA,7,Croatian,226081,stolic,chair,4,"stolicu, stolica, stolice, stolici",103,7,103,7.060045933317494,1,57,4
boc,8,8,3.75,NA,4,2,3,Croatian,226081,boc,bottle,5,"boca, boc, bocu, boce, boco",24,3.8,24,3.9033333333333333,2,8,8
bjež,5,5,4.4,NA,4,1,4,Croatian,226081,bjež,flee,8,"bježao, bjež, bježe, bježi, bježali, bježat, bježati, bježala",21,5.875,21,6.33125,5,6,1
kući,56,56,8.517857142857142,2,29,1,4,Croatian,226081,kuć,house,5,"kuću, kući, kuća, kuće, kućom",164,4.2,164,7.643239603533721,7,89,3
boli,76,76,6.052631578947368,1,33,3,4,Croatian,226081,bol,hurt (description),7,"boli, bole, bolit, bolilo, bol, bola, bolila",93,4.571428571428571,93,10.215311004784688,1,43,4
majicu,26,26,7.6923076923076925,1,12,2,6,Croatian,226081,majic,t-shirt,4,"majicu, majice, majica, majici",42,6,42,9.248076923076923,1,16,3
puhale,1,1,4,NA,NA,NA,6,Croatian,226081,puha,blow,7,"puhao, puhati, puhali, puhale, puhala, puh, puhat",18,5.285714285714286,18,5.416666666666667,0,6,4
gledali,20,20,8.55,NA,4,NA,7,Croatian,226081,gleda,look,13,"gledao, gledaš, gleda, gledaj, gledati, gledala, gledaju, gledali, gledam, gledate, gledat, gledo, gledamo",579,6.3076923076923075,579,6.908322522261501,62,149,89
kume,5,5,13,NA,NA,NA,4,Croatian,226081,kum,godfather,4,"kuma, kum, kume, kumu",43,3.75,43,10.2875,2,4,6
miše,5,5,10.6,NA,3,NA,4,Croatian,226081,miš,mouse,6,"miša, mišo, miše, miš, miši, mišu",116,3.8333333333333335,116,5.9692210217420305,14,49,17
kosa,13,13,6.923076923076923,NA,7,NA,4,Croatian,226081,kos,hair,6,"kosa, kosu, kose, kos, kosom, kosi",63,4,63,8.253846153846155,1,29,4
kosu,40,40,6.6,1,20,1,4,Croatian,226081,kos,hair,6,"kosa, kosu, kose, kos, kosom, kosi",63,4,63,8.253846153846155,1,29,4
kak,35,35,8.17142857142857,NA,NA,10,3,Croatian,226081,kak,cacao,12,"kako, kak, kakati, kakaj, kakala, kaka, kakat, kakalo, kakao, kakaa, kakali, kakaju",2308,5.083333333333333,2308,5.270383969305386,90,79,380
kak,35,35,8.17142857142857,NA,NA,10,3,Croatian,226081,kak,how,3,"kako, kak, kaka",2217,3.6666666666666665,2217,6.472763498704921,86,45,375
boga,7,7,5.571428571428571,NA,2,NA,4,Croatian,226081,bog,hi,3,"boga, bogu, bog",10,3.6666666666666665,10,5.690476190476191,0,3,0
glavi,34,34,6.617647058823529,2,21,NA,5,Croatian,226081,glav,head,6,"glavu, glavi, glava, glavom, glave, glavama",151,5.5,151,7.00465834818776,3,88,1
gurati,1,1,8,NA,1,NA,6,Croatian,226081,gur,push,7,"gurala, guram, guraš, gurat, gurati, gurali, gura",28,5.285714285714286,28,7.046825396825397,1,10,3
stola,13,13,5.6923076923076925,NA,6,NA,5,Croatian,226081,stol,table,4,"stol, stolu, stola, stolom",95,5,95,6.909910366131564,0,55,3
stala,5,5,13.2,NA,3,NA,5,Croatian,226081,sta,stop,6,"sta, stati, stala, stat, stao, stali",57,4.333333333333333,57,7.7400155400155395,1,27,5
donijeti,27,27,6.925925925925926,NA,15,NA,8,Croatian,226081,donijet,bring,2,"donijeti, donijet",50,7.5,50,7.919484702093397,0,15,3
glava,22,22,7.409090909090909,NA,11,NA,5,Croatian,226081,glav,head,6,"glavu, glavi, glava, glavom, glave, glavama",151,5.5,151,7.00465834818776,3,88,1
djeca,80,80,7.7625,3,27,11,5,Croatian,226081,djec,children,6,"djeca, djece, djeco, djecu, djeci, djecom",162,5.166666666666667,162,8.897982804232804,4,62,12
stavim,42,42,5.5,NA,17,3,6,Croatian,226081,stav,put,9,"stavi, stavila, staviti, stavili, stavit, stavio, stavim, stavimo, stavite",525,6.444444444444445,525,6.634597916534333,1,151,42
dobili,6,6,9.833333333333334,NA,1,NA,6,Croatian,226081,dobi,get,7,"dobiti, dobila, dobili, dobit, dobio, doba, dobilo",178,5.428571428571429,178,8.430394946523979,0,41,20
kada,41,41,12.682926829268293,7,1,15,4,Croatian,226081,kad,bathtub,4,"kad, kada, kadu, kadi",817,3.75,817,9.097471634057,11,16,214
konju,5,5,6.6,NA,1,NA,5,Croatian,226081,konj,horse,4,"konju, konj, konji, konja",55,4.75,55,4.427083333333333,7,22,5
jaha,1,1,3,NA,1,NA,4,Croatian,226081,jah,ride,2,"jaha, jahati",5,5,5,4,0,3,0
spavati,53,53,6.566037735849057,2,33,4,7,Croatian,226081,spava,asleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,7.918697715651647,11,80,18
spavati,53,53,6.566037735849057,2,33,4,7,Croatian,226081,spava,sleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,7.918697715651647,11,80,18
hodati,13,13,5.538461538461538,2,5,NA,6,Croatian,226081,hoda,walk,11,"hodati, hodaj, hoda, hodala, hodat, hodaš, hodaju, hodale, hodajući, hodao, hodam",38,5.545454545454546,38,5.846930846930847,4,14,1
plaka,4,4,4.25,NA,3,NA,5,Croatian,226081,plak,cry,6,"plakati, plakao, plakala, plaka, plakat, plakal",99,6.166666666666667,99,6.98400054466231,0,56,5
posao,29,29,6.689655172413793,2,12,1,5,Croatian,226081,posa,work (place),1,posao,29,5,29,6.689655172413793,2,12,1
igračkama,3,3,6.666666666666667,NA,3,NA,9,Croatian,226081,igračk,toy (object),5,"igračku, igračke, igračkama, igračka, igračaka",84,7.6,84,6.631292517006803,0,35,4
otvori,21,21,4.904761904761905,2,6,2,6,Croatian,226081,otvor,open (action),8,"otvorim, otvori, otvoriti, otvorit, otvorila, otvorimo, otvorio, otvore",88,7.125,88,6.8456807081807085,4,44,4
čaj,36,36,4.611111111111111,1,27,NA,3,Croatian,226081,čaj,tea,2,"čaja, čaj",62,3.5,62,4.997863247863248,3,41,2
novčanik,9,9,5.555555555555555,1,1,1,8,Croatian,226081,novčanik,purse,1,novčanik,9,8,9,5.555555555555555,1,1,1
kruh,19,19,4.421052631578948,NA,8,2,4,Croatian,226081,kruh,bread,3,"kruha, kruh, kruhu",34,4.666666666666667,34,4.307017543859649,0,12,5
vozit,47,47,6.680851063829787,NA,11,3,5,Croatian,226081,vozit,drive,2,"voziti, vozit",93,5.5,93,7.253469010175763,0,29,5
biciklu,25,25,7.88,NA,12,3,7,Croatian,226081,bicikl,bicycle,4,"bicikl, biciklu, biciklom, bicikle",92,7,92,6.23953125,7,48,8
auto,307,307,5.511400651465798,7,181,19,4,Croatian,226081,aut,car,7,"auta, auto, autu, autom, auti, aute, autima",392,4.428571428571429,392,7.673831461697911,8,231,20
nose,5,5,5.4,NA,1,NA,4,Croatian,226081,nos,nose,6,"nos, nosa, nosu, nosi, nose, nosom",108,4,108,6.487962962962963,4,56,6
reć,29,29,8.310344827586206,NA,2,NA,3,Croatian,226081,reć,say,2,"reći, reć",126,3.5,126,7.737646640597227,0,44,3
krumpira,15,15,5,3,7,1,8,Croatian,226081,krumpir,potato,3,"krumpira, krumpir, krumpire",31,7.666666666666667,31,5.9743589743589745,6,13,3
jabuka,6,6,4.5,1,4,NA,6,Croatian,226081,jabuk,apple,3,"jabuka, jabuku, jabuke",19,6,19,3.8333333333333335,2,11,3
donijet,23,23,8.91304347826087,NA,NA,3,7,Croatian,226081,donijet,bring,2,"donijeti, donijet",50,7.5,50,7.919484702093397,0,15,3
majice,5,5,7.2,NA,1,NA,6,Croatian,226081,majic,t-shirt,4,"majicu, majice, majica, majici",42,6,42,9.248076923076923,1,16,3
zagrlio,1,1,7,NA,1,NA,7,Croatian,226081,zagrli,hug,8,"zagrlio, zagrlila, zagrli, zagrlile, zagrlili, zagrliti, zagrlimo, zagrlit",24,7.5,24,8.1875,2,4,1
zagrlila,6,6,16.166666666666668,NA,NA,NA,8,Croatian,226081,zagrli,hug,8,"zagrlio, zagrlila, zagrli, zagrlile, zagrlili, zagrliti, zagrlimo, zagrlit",24,7.5,24,8.1875,2,4,1
zoološki,4,4,6.75,NA,2,NA,8,Croatian,226081,zoološk,zoo,2,"zoološki, zoološkom",10,8.5,10,8.875,0,3,0
vrt,6,6,7.166666666666667,NA,5,NA,3,Croatian,226081,vrt,garden,5,"vrti, vrt, vrte, vrtu, vrtim",51,4,51,6.467878787878788,0,26,7
dirat,63,63,7,NA,29,NA,5,Croatian,226081,dir,touch,7,"dirati, dirat, dirali, dirala, dira, diraš, dirao",181,5.285714285714286,181,7.114327901703317,1,102,2
tigar,10,10,6,NA,5,4,5,Croatian,226081,tigar,tiger,1,tigar,10,5,10,6,0,5,4
stolici,10,10,6.4,NA,6,NA,7,Croatian,226081,stolic,chair,4,"stolicu, stolica, stolice, stolici",103,7,103,7.060045933317494,1,57,4
plivaju,7,7,5.571428571428571,2,2,NA,7,Croatian,226081,pliva,swim,8,"pliva, plivat, plivati, plivala, plivao, plivaju, plivali, plivate",71,6.5,71,5.807283834586466,4,33,9
drugoj,18,18,8.722222222222221,NA,4,NA,6,Croatian,226081,drug,another,10,"drugu, druga, druge, drugi, drugoga, drugo, drugoj, drugim, drugom, drugog",464,5.6,464,8.823358669297475,8,98,35
uzet,32,32,7.875,NA,5,2,4,Croatian,226081,uzet,take,2,"uzeti, uzet",64,4.5,64,7.984375,1,16,2
mame,34,34,7.294117647058823,1,8,3,4,Croatian,226081,mam,mommy,6,"mama, mami, mamu, mamom, mame, mam",1295,4,1295,8.645706573846784,23,249,191
dobit,37,37,7.297297297297297,NA,3,6,5,Croatian,226081,dobi,get,7,"dobiti, dobila, dobili, dobit, dobio, doba, dobilo",178,5.428571428571429,178,8.430394946523979,0,41,20
hodaj,1,1,4,NA,1,NA,5,Croatian,226081,hoda,walk,11,"hodati, hodaj, hoda, hodala, hodat, hodaš, hodaju, hodale, hodajući, hodao, hodam",38,5.545454545454546,38,5.846930846930847,4,14,1
stričeki,17,17,5.823529411764706,NA,3,2,8,Croatian,226081,striček,man,5,"striček, stričeki, stričeka, stričeku, stričeke",183,7.8,183,5.853495564892624,7,52,13
krumpir,13,13,5.923076923076923,3,5,2,7,Croatian,226081,krumpir,potato,3,"krumpira, krumpir, krumpire",31,7.666666666666667,31,5.9743589743589745,6,13,3
dvorištu,5,5,6.4,NA,1,NA,8,Croatian,226081,dvorišt,backyard,2,"dvorištu, dvorište",11,8,11,4.95,2,2,1
školi,41,41,5.439024390243903,1,29,NA,5,Croatian,226081,škol,school,4,"školu, školi, škola, škole",89,5,89,9.526422764227643,1,61,0
skoči,15,15,3.3333333333333335,5,5,1,5,Croatian,226081,skoč,jump,8,"skočio, skočiti, skoči, skočit, skočila, skoče, skočili, skočivši",68,6.375,68,6.080741626794259,9,20,12
bježe,1,1,7,NA,NA,NA,5,Croatian,226081,bjež,flee,8,"bježao, bjež, bježe, bježi, bježali, bježat, bježati, bježala",21,5.875,21,6.33125,5,6,1
skočit,2,2,7,NA,1,NA,6,Croatian,226081,skoči,jump,8,"skočio, skočiti, skoči, skočit, skočila, skoče, skočili, skočivši",68,6.375,68,6.080741626794259,9,20,12
kakati,25,25,5.64,NA,12,2,6,Croatian,226081,kaka,cacao,12,"kako, kak, kakati, kakaj, kakala, kaka, kakat, kakalo, kakao, kakaa, kakali, kakaju",2308,5.083333333333333,2308,5.270383969305386,90,79,380
kakaj,1,1,4,NA,NA,NA,5,Croatian,226081,kaka,cacao,12,"kako, kak, kakati, kakaj, kakala, kaka, kakat, kakalo, kakao, kakaa, kakali, kakaju",2308,5.083333333333333,2308,5.270383969305386,90,79,380
gaćice,6,6,5.166666666666667,NA,5,NA,6,Croatian,226081,gaćic,underpants,2,"gaćice, gaćicu",7,6,7,6.083333333333334,0,6,0
brisati,7,7,4.285714285714286,NA,3,1,7,Croatian,226081,brisa,wipe,2,"brisati, brisat",9,6.5,9,4.642857142857142,0,3,1
bako,2,2,8,NA,NA,NA,4,Croatian,226081,bak,grandma,7,"baku, baka, bakom, bake, baki, bako, bak",365,4,365,6.314199137532622,7,78,54
dirali,1,1,10,NA,1,NA,6,Croatian,226081,dir,touch,7,"dirati, dirat, dirali, dirala, dira, diraš, dirao",181,5.285714285714286,181,7.114327901703317,1,102,2
stepenicama,7,7,7.714285714285714,NA,2,NA,11,Croatian,226081,stepenic,stairs,4,"stepenicama, stepenici, stepenicu, stepenice",22,9.5,22,5.724025974025974,1,11,1
prala,3,3,8.333333333333334,NA,1,NA,5,Croatian,226081,pra,wash,13,"prali, prati, prala, pri, prao, pr, pre, prale, pro, prat, pratila, pratio, prima",50,4.384615384615385,50,11.024908424908425,2,9,2
hladnom,1,1,8,NA,NA,NA,7,Croatian,226081,hladn,cold,6,"hladna, hladnom, hladnoj, hladno, hladne, hladnije",53,6.666666666666667,53,7.7178571428571425,2,21,4
toplom,1,1,12,NA,NA,NA,6,Croatian,226081,topl,warm,7,"toplo, toplom, toploj, topli, tople, toplu, topla",16,5.285714285714286,16,7.414285714285715,0,7,1
toploj,1,1,12,NA,NA,NA,6,Croatian,226081,topl,warm,7,"toplo, toplom, toploj, topli, tople, toplu, topla",16,5.285714285714286,16,7.414285714285715,0,7,1
hladnoj,1,1,11,NA,NA,NA,7,Croatian,226081,hladn,cold,6,"hladna, hladnom, hladnoj, hladno, hladne, hladnije",53,6.666666666666667,53,7.7178571428571425,2,21,4
paziti,8,8,12.625,NA,2,NA,6,Croatian,226081,pazit,watch (action),3,"paziti, pazite, pazit",15,5.666666666666667,15,8.48611111111111,0,3,0
plave,8,8,5.5,NA,3,1,5,Croatian,226081,plav,blue,8,"plavom, plavo, plavu, plava, plave, plavi, plavim, plavog",111,5.375,111,6.0436090225563905,13,37,10
ruku,46,46,6.695652173913044,NA,27,1,4,Croatian,226081,ruk,arm,5,"ruke, ruku, ruka, rukama, rukom",178,4.6,178,6.5338983743781345,1,99,5
teška,8,8,7.5,NA,1,1,5,Croatian,226081,tešk,heavy,4,"teško, teška, tešku, teške",43,5,43,7.046875,0,8,8
kamen,10,10,4.1,NA,4,2,5,Croatian,226081,kamen,rock (object),2,"kamen, kameni",11,5.5,11,2.55,1,4,2
autu,26,26,5.846153846153846,NA,20,NA,4,Croatian,226081,aut,car,7,"auta, auto, autu, autom, auti, aute, autima",392,4.428571428571429,392,7.673831461697911,8,231,20
punu,4,4,7.25,1,NA,NA,4,Croatian,226081,pun,many,8,"puno, punu, pune, puna, pun, puni, punog, punom",238,4.125,238,9.189583333333333,6,34,54
zdjelicu,9,9,7.888888888888889,NA,5,NA,8,Croatian,226081,zdjelic,bowl,4,"zdjelicu, zdjelici, zdjelica, zdjelice",14,8,14,8.222222222222221,0,9,1
dobre,13,13,6.153846153846154,1,2,1,5,Croatian,226081,dobr,good,8,"dobro, dobra, dobre, dobri, dobrog, dobru, dobroj, dobrom",1151,5.375,1151,6.926472935060721,422,213,289
onoj,15,15,11.666666666666666,NA,NA,NA,4,Croatian,226081,on,that,14,"oni, on, ono, onu, ona, one, onoj, onom, onog, onoga, onim, onih, onima, onome",1522,3.7142857142857144,1522,10.38978992365303,4,108,316
stolom,2,2,6,NA,1,NA,6,Croatian,226081,stol,table,4,"stol, stolu, stola, stolom",95,5,95,6.909910366131564,0,55,3
otvoriti,36,36,6.722222222222222,1,25,1,8,Croatian,226081,otvori,open (action),8,"otvorim, otvori, otvoriti, otvorit, otvorila, otvorimo, otvorio, otvore",88,7.125,88,6.8456807081807085,4,44,4
čaša,5,5,4.6,NA,1,1,4,Croatian,226081,čaš,glass,6,"čaša, čašu, čaše, čašom, čašama, čaši",27,4.5,27,7.433333333333334,2,9,2
pjevali,4,4,6.25,NA,3,NA,7,Croatian,226081,pjeva,sing,13,"pjevala, pjeva, pjevati, pjevamo, pjevaj, pjevam, pjevali, pjevat, pjevaju, pjevao, pjevajući, pjevale, pjevate",205,6.6923076923076925,205,5.072750192950862,7,107,9
hladno,40,40,6.45,1,17,3,6,Croatian,226081,hladn,cold,6,"hladna, hladnom, hladnoj, hladno, hladne, hladnije",53,6.666666666666667,53,7.7178571428571425,2,21,4
igračka,14,14,5.142857142857143,NA,10,NA,7,Croatian,226081,igračk,toy (object),5,"igračku, igračke, igračkama, igračka, igračaka",84,7.6,84,6.631292517006803,0,35,4
kamion,105,105,5.533333333333333,6,55,9,6,Croatian,226081,kamion,truck,6,"kamion, kamiona, kamionu, kamione, kamionom, kamioni",133,7,133,5.991269841269841,8,70,9
pomoći,33,33,7.545454545454546,NA,17,NA,6,Croatian,226081,pomoć,help,3,"pomoći, pomoć, pomoću",73,5.666666666666667,73,7.085326953748006,0,36,1
vrati,43,43,7.186046511627907,NA,7,8,5,Croatian,226081,vra,door,6,"vratima, vrati, vrata, vrat, vratim, vrativši",162,5.833333333333333,162,7.425668646598879,3,68,16
noga,29,29,5.241379310344827,NA,22,2,4,Croatian,226081,nog,leg,6,"noge, noga, nogom, nogu, nogama, nogi",129,4.5,129,5.0964340975116835,0,74,7
nogom,26,26,5.653846153846154,NA,9,1,5,Croatian,226081,nog,leg,6,"noge, noga, nogom, nogu, nogama, nogi",129,4.5,129,5.0964340975116835,0,74,7
moju,10,10,7,NA,NA,1,4,Croatian,226081,moj,my,6,"moja, moje, moj, moju, mojoj, moji",267,4,267,6.808597826086957,3,47,23
dobio,74,74,7,NA,18,7,5,Croatian,226081,dobi,get,7,"dobiti, dobila, dobili, dobit, dobio, doba, dobilo",178,5.428571428571429,178,8.430394946523979,0,41,20
noć,33,33,9.212121212121213,1,16,3,3,Croatian,226081,noć,night,3,"noći, noć, noću",47,3.6666666666666665,47,9.373737373737374,1,22,4
bombonija,1,1,2,NA,1,NA,9,Croatian,226081,bombon,candy,5,"bombone, bombonija, bombona, bomboni, bombon",34,7.2,34,4.410714285714286,2,24,2
spavaju,3,3,2.6666666666666665,1,1,NA,7,Croatian,226081,spava,asleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,7.918697715651647,11,80,18
