word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount,stem,uni_lemma,nb_realisations_lemma,words_lemma,sum_wordcount_lemma,mean_character_count_lemma,frequency,MLU,solo_frequency,final_frequency,initial_frequency
gledaš,44,44,6.431818181818182,1,17,4,6,Croatian,226081,gleda,look,13,"gledao, gledaš, gleda, gledaj, gledati, gledala, gledaju, gledali, gledam, gledate, gledat, gledo, gledamo",579,6.3076923076923075,579,6.908322522261501,62,149,89
sliku,12,12,5.5,1,7,NA,5,Croatian,226081,slik,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
slikama,3,3,6.333333333333333,NA,3,NA,7,Croatian,226081,slik,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
gleda,106,106,5.89622641509434,4,27,17,5,Croatian,226081,gled,look,13,"gledao, gledaš, gleda, gledaj, gledati, gledala, gledaju, gledali, gledam, gledate, gledat, gledo, gledamo",579,6.3076923076923075,579,6.908322522261501,62,149,89
žabu,4,4,2.75,1,3,NA,4,Croatian,226081,žab,frog,3,"žaba, žabe, žabu",15,4,15,3.988095238095238,1,13,0
ono,257,257,7.66147859922179,2,34,22,3,Croatian,226081,on,that,14,"oni, on, ono, onu, ona, one, onoj, onom, onog, onoga, onim, onih, onima, onome",1522,3.7142857142857144,1522,10.38978992365303,4,108,316
ovoj,34,34,9.970588235294118,NA,1,NA,4,Croatian,226081,ov,this,13,"ovo, ovoj, ovu, ovog, ove, ova, ovoga, ovim, ovi, ovom, ovih, ovima, ov",2453,3.6153846153846154,2453,6.58456807175497,51,569,489
polako,95,95,4.273684210526316,16,43,10,6,Croatian,226081,polak,slow,1,polako,95,6,95,4.273684210526316,16,43,10
prozora,5,5,10.4,NA,2,NA,7,Croatian,226081,prozor,window,7,"prozor, prozora, prozoru, prozorima, prozore, prozorom, prozori",61,7.285714285714286,61,5.417391304347826,2,26,5
radi,504,504,5.033730158730159,7,198,9,4,Croatian,226081,rad,radio,16,"rade, radi, radili, radio, radila, raditi, radim, radimo, radit, rada, radu, radom, radite, radove, radile, rado",1100,5.125,1100,7.2911792492725604,11,491,16
gledaj,235,235,4.868085106382979,49,43,62,6,Croatian,226081,gleda,look,13,"gledao, gledaš, gleda, gledaj, gledati, gledala, gledaju, gledali, gledam, gledate, gledat, gledo, gledamo",579,6.3076923076923075,579,6.908322522261501,62,149,89
zašto,345,345,4.084057971014492,63,59,98,5,Croatian,226081,zašt,why,1,zašto,345,5,345,4.084057971014492,63,59,98
koza,66,66,11.818181818181818,1,8,3,4,Croatian,226081,koz,goat,6,"koza, koze, kozu, kozom, koz, kozi",84,4,84,9.733585858585858,1,14,3
gotovo,109,109,5.018348623853211,14,59,13,6,Croatian,226081,gotov,finished,4,"gotovo, gotova, gotov, gotovi",173,5.75,173,6.6706103219864685,14,82,21
sve,520,520,8.332692307692307,1,52,84,3,Croatian,226081,sve,all,1,sve,520,3,520,8.332692307692307,1,52,84
radili,45,45,7.088888888888889,NA,27,NA,6,Croatian,226081,radi,radio,16,"rade, radi, radili, radio, radila, raditi, radim, radimo, radit, rada, radu, radom, radite, radove, radile, rado",1100,5.125,1100,7.2911792492725604,11,491,16
nemoj,635,635,5.576377952755905,17,67,318,5,Croatian,226081,nem,all gone,7,"nema, nemoj, nemamo, nemam, nemaš, nemate, nemaju",1174,5.285714285714286,1174,5.548312170667836,60,145,542
nemoj,635,635,5.576377952755905,17,67,318,5,Croatian,226081,nem,don't,2,"nema, nemoj",990,4.5,990,5.300865032715981,41,130,477
ništa,318,318,5.880503144654088,28,61,56,5,Croatian,226081,ništ,none,1,ništa,318,5,318,5.880503144654088,28,61,56
kad,756,756,9.476190476190476,3,6,199,3,Croatian,226081,kad,bathtub,4,"kad, kada, kadu, kadi",817,3.75,817,9.097471634057,11,16,214
slike,15,15,6.933333333333334,NA,7,2,5,Croatian,226081,slik,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
drugu,84,84,6.273809523809524,NA,21,7,5,Croatian,226081,drug,another,10,"drugu, druga, druge, drugi, drugoga, drugo, drugoj, drugim, drugom, drugog",464,5.6,464,8.823358669297475,8,98,35
tamo,510,510,6.947058823529412,9,147,73,4,Croatian,226081,tam,there,3,"tamo, tam, tami",517,3.6666666666666665,517,5.982352941176471,9,148,79
mama,971,971,7.116374871266736,20,155,177,4,Croatian,226081,mam,mommy,6,"mama, mami, mamu, mamom, mame, mam",1295,4,1295,8.645706573846784,23,249,191
ići,323,323,7.2631578947368425,2,73,15,3,Croatian,226081,ić,go,2,"ići, ić",427,2.5,427,6.708502024291498,2,80,21
hoće,196,196,4.918367346938775,12,23,29,4,Croatian,226081,hoć,wanna,3,"hoće, hoću, hoćem",258,4.333333333333333,258,4.2757130922544455,22,27,35
mami,167,167,5.88622754491018,1,50,3,4,Croatian,226081,mam,mommy,6,"mama, mami, mamu, mamom, mame, mam",1295,4,1295,8.645706573846784,23,249,191
dirati,86,86,6.22093023255814,1,59,1,6,Croatian,226081,dir,touch,7,"dirati, dirat, dirali, dirala, dira, diraš, dirao",181,5.285714285714286,181,7.114327901703317,1,102,2
zatvorili,2,2,6.5,NA,1,NA,9,Croatian,226081,zatvori,close,9,"zatvoriti, zatvorili, zatvorila, zatvori, zatvorio, zatvorim, zatvorit, zatvorimo, zatvoru",67,8.222222222222221,67,7.0954050306991485,2,23,8
čaja,26,26,5.384615384615385,2,14,2,4,Croatian,226081,čaj,tea,2,"čaja, čaj",62,3.5,62,4.997863247863248,3,41,2
dati,90,90,7.833333333333333,NA,27,1,4,Croatian,226081,dat,give,2,"dati, dat",157,3.5,157,7.491293532338308,0,33,7
pjevala,15,15,4.733333333333333,1,12,NA,7,Croatian,226081,pjeva,sing,13,"pjevala, pjeva, pjevati, pjevamo, pjevaj, pjevam, pjevali, pjevat, pjevaju, pjevao, pjevajući, pjevale, pjevate",205,6.6923076923076925,205,5.072750192950862,7,107,9
baku,34,34,5.823529411764706,NA,7,6,4,Croatian,226081,bak,grandma,7,"baku, baka, bakom, bake, baki, bako, bak",365,4,365,6.314199137532622,7,78,54
baka,239,239,6.184100418410042,6,48,48,4,Croatian,226081,bak,grandma,7,"baku, baka, bakom, bake, baki, bako, bak",365,4,365,6.314199137532622,7,78,54
van,177,177,6.508474576271187,6,112,6,3,Croatian,226081,van,out,2,"van, vani",320,3.5,320,6.491999525897832,9,194,12
tata,393,393,5.730279898218829,13,99,75,4,Croatian,226081,tat,daddy,5,"tata, tati, tatu, tatom, tate",487,4.2,487,7.011647377493229,14,124,80
mamu,86,86,7.244186046511628,NA,25,8,4,Croatian,226081,mam,mommy,6,"mama, mami, mamu, mamom, mame, mam",1295,4,1295,8.645706573846784,23,249,191
tati,36,36,6.166666666666667,NA,11,1,4,Croatian,226081,tat,daddy,5,"tata, tati, tatu, tatom, tate",487,4.2,487,7.011647377493229,14,124,80
bakom,38,38,9.631578947368421,NA,4,NA,5,Croatian,226081,bak,grandma,7,"baku, baka, bakom, bake, baki, bako, bak",365,4,365,6.314199137532622,7,78,54
teško,32,32,6.1875,NA,6,7,5,Croatian,226081,tešk,heavy,4,"teško, teška, tešku, teške",43,5,43,7.046875,0,8,8
uzeti,32,32,8.09375,1,11,NA,5,Croatian,226081,uzet,take,2,"uzeti, uzet",64,4.5,64,7.984375,1,16,2
stavi,173,173,6.3468208092485545,1,37,32,5,Croatian,226081,stav,put,9,"stavi, stavila, staviti, stavili, stavit, stavio, stavim, stavimo, stavite",525,6.444444444444445,525,6.634597916534333,1,151,42
stol,49,49,6.979591836734694,NA,33,3,4,Croatian,226081,stol,table,4,"stol, stolu, stola, stolom",95,5,95,6.909910366131564,0,55,3
vratima,10,10,6,NA,7,1,7,Croatian,226081,vrat,door,6,"vratima, vrati, vrata, vrat, vratim, vrativši",162,5.833333333333333,162,7.425668646598879,3,68,16
stavila,65,65,6.753846153846154,NA,22,3,7,Croatian,226081,stavi,put,9,"stavi, stavila, staviti, stavili, stavit, stavio, stavim, stavimo, stavite",525,6.444444444444445,525,6.634597916534333,1,151,42
hvala,168,168,2.6964285714285716,80,40,32,5,Croatian,226081,hva,thank you,2,"hvala, hva",173,4,173,2.148214285714286,84,41,32
školu,45,45,7.666666666666667,NA,32,NA,5,Croatian,226081,škol,school,4,"školu, školi, škola, škole",89,5,89,9.526422764227643,1,61,0
pa-pa,8,8,9.5,2,3,1,5,Croatian,226081,pa-p,bye,1,pa-pa,8,5,8,9.5,2,3,1
mala,263,263,6.338403041825095,4,81,32,4,Croatian,226081,mal,little (amount),8,"mali, male, malo, mala, malu, maloj, malom, malima",1999,4.5,1999,6.70236611253354,18,544,208
tvoja,194,194,6.561855670103093,2,32,13,5,Croatian,226081,tvoj,your,7,"tvoja, tvoj, tvoje, tvoju, tvojoj, tvoji, tvojom",456,5.142857142857143,456,7.1445636896605125,13,70,30
moja,125,125,5.888,1,21,7,4,Croatian,226081,moj,my,6,"moja, moje, moj, moju, mojoj, moji",267,4,267,6.808597826086957,3,47,23
staviti,70,70,7.185714285714286,NA,29,NA,7,Croatian,226081,stavi,put,9,"stavi, stavila, staviti, stavili, stavit, stavio, stavim, stavimo, stavite",525,6.444444444444445,525,6.634597916534333,1,151,42
unutra,214,214,6.126168224299065,4,120,10,6,Croatian,226081,unutr,inside,1,unutra,214,6,214,6.126168224299065,4,120,10
druga,66,66,6.424242424242424,2,7,4,5,Croatian,226081,drug,another,10,"drugu, druga, druge, drugi, drugoga, drugo, drugoj, drugim, drugom, drugog",464,5.6,464,8.823358669297475,8,98,35
ja,1334,1334,6.893553223388306,12,94,319,2,Croatian,226081,ja,i,4,"ja, jau, jao, jaoj",1426,3,1426,4.533781564274043,27,102,377
ja,1334,1334,6.893553223388306,12,94,319,2,Croatian,226081,ja,ouch,5,"ja, jau, jao, jaoj, jaooj",1427,3.4,1427,5.827025251419234,27,102,377
mrak,8,8,9.125,NA,3,NA,4,Croatian,226081,mrak,dark,2,"mrak, mraku",9,4.5,9,6.5625,0,4,0
moje,46,46,6.326086956521739,NA,10,5,4,Croatian,226081,moj,my,6,"moja, moje, moj, moju, mojoj, moji",267,4,267,6.808597826086957,3,47,23
jaje,44,44,5.659090909090909,6,20,5,4,Croatian,226081,jaj,egg,4,"jaje, jaja, jajima, jaj",72,4.25,72,6.1647727272727275,7,30,5
banana,7,7,3.4285714285714284,1,4,NA,6,Croatian,226081,banan,banana,3,"banana, bananu, banane",21,6,21,3.615079365079365,4,11,1
bananu,2,2,4,NA,1,NA,6,Croatian,226081,banan,banana,3,"banana, bananu, banane",21,6,21,3.615079365079365,4,11,1
jaja,25,25,7,NA,10,NA,4,Croatian,226081,jaj,egg,4,"jaje, jaja, jajima, jaj",72,4.25,72,6.1647727272727275,7,30,5
kolač,6,6,4.5,NA,4,NA,5,Croatian,226081,kolač,cake,5,"kolač, kolači, kolače, kolača, kolačima",39,6.2,39,5.917293233082707,2,17,5
tebe,163,163,6.736196319018405,NA,60,5,4,Croatian,226081,teb,you,3,"ti, tebe, tebi",5385,3.3333333333333335,5385,6.734850538036306,12,350,476
tatu,31,31,6.161290322580645,1,11,4,4,Croatian,226081,tat,daddy,5,"tata, tati, tatu, tatom, tate",487,4.2,487,7.011647377493229,14,124,80
smeća,5,5,6.4,NA,1,2,5,Croatian,226081,smeć,trash,2,"smeća, smeće",91,5,91,5.967441860465117,1,53,4
smeće,86,86,5.534883720930233,1,52,2,5,Croatian,226081,smeć,trash,2,"smeća, smeće",91,5,91,5.967441860465117,1,53,4
baciti,36,36,5.027777777777778,1,20,NA,6,Croatian,226081,baci,throw,10,"bacio, baciti, bacila, baci, bacim, bacimo, bacili, baca, bacit, bac",316,5,316,6.111121954769977,9,125,46
kupiti,82,82,6.853658536585366,NA,33,2,6,Croatian,226081,kupi,buy,12,"kupiti, kupi, kupa, kupila, kupio, kupit, kup, kupili, kupu, kupite, kupimo, kupim",373,5,373,6.761734968426239,1,147,22
mlijeka,40,40,5.925,1,19,4,7,Croatian,226081,mlijek,milk,2,"mlijeka, mlijeko",75,7,75,5.719642857142857,3,36,9
kupi,19,19,7.578947368421052,NA,2,NA,4,Croatian,226081,kup,buy,12,"kupiti, kupi, kupa, kupila, kupio, kupit, kup, kupili, kupu, kupite, kupimo, kupim",373,5,373,6.761734968426239,1,147,22
piti,51,51,7.7254901960784315,NA,18,NA,4,Croatian,226081,pit,drink (action),3,"piti, pita, pit",82,3.6666666666666665,82,6.59510641863583,1,22,6
striček,126,126,6.484126984126984,7,38,11,7,Croatian,226081,striček,man,5,"striček, stričeki, stričeka, stričeku, stričeke",183,7.8,183,5.853495564892624,7,52,13
ovu,215,215,6.497674418604651,9,27,31,3,Croatian,226081,ov,this,13,"ovo, ovoj, ovu, ovog, ove, ova, ovoga, ovim, ovi, ovom, ovih, ovima, ov",2453,3.6153846153846154,2453,6.58456807175497,51,569,489
trgala,2,2,4,NA,NA,NA,6,Croatian,226081,trga,tear,6,"trgala, trgati, trgat, trga, trg, trgaju",32,5,32,6.866161616161616,1,10,0
trgati,11,11,4.363636363636363,1,5,NA,6,Croatian,226081,trga,tear,6,"trgala, trgati, trgat, trga, trg, trgaju",32,5,32,6.866161616161616,1,10,0
mu,492,492,7.900406504065041,3,17,NA,2,Croatian,226081,mu,moo,2,"mu, muuu",498,3,498,4.866869918699187,7,17,2
naočale,31,31,6.419354838709677,2,13,4,7,Croatian,226081,naoča,glasses,1,naočale,31,7,31,6.419354838709677,2,13,4
mamom,36,36,8.333333333333334,1,11,NA,5,Croatian,226081,mam,mommy,6,"mama, mami, mamu, mamom, mame, mam",1295,4,1295,8.645706573846784,23,249,191
voziti,46,46,7.826086956521739,NA,18,2,6,Croatian,226081,vozit,drive,2,"voziti, vozit",93,5.5,93,7.253469010175763,0,29,5
beba,203,203,5.197044334975369,10,71,43,4,Croatian,226081,beb,baby,7,"beba, bebom, bebu, bebe, bebi, bebama, bebo",302,4.428571428571429,302,5.340039164091424,14,107,53
bebom,2,2,7,NA,NA,NA,5,Croatian,226081,beb,baby,7,"beba, bebom, bebu, bebe, bebi, bebama, bebo",302,4.428571428571429,302,5.340039164091424,14,107,53
vani,143,143,6.475524475524476,3,82,6,4,Croatian,226081,van,out,2,"van, vani",320,3.5,320,6.491999525897832,9,194,12
sta,3,3,5,NA,2,1,3,Croatian,226081,sta,stop,6,"sta, stati, stala, stat, stao, stali",57,4.333333333333333,57,7.7400155400155395,1,27,5
bebu,46,46,5.826086956521739,1,15,8,4,Croatian,226081,beb,baby,7,"beba, bebom, bebu, bebe, bebi, bebama, bebo",302,4.428571428571429,302,5.340039164091424,14,107,53
stati,22,22,6.454545454545454,NA,12,NA,5,Croatian,226081,sta,stop,6,"sta, stati, stala, stat, stao, stali",57,4.333333333333333,57,7.7400155400155395,1,27,5
tvoj,152,152,6.098684210526316,8,20,13,4,Croatian,226081,tvoj,your,7,"tvoja, tvoj, tvoje, tvoju, tvojoj, tvoji, tvojom",456,5.142857142857143,456,7.1445636896605125,13,70,30
pjeva,26,26,4.769230769230769,4,13,1,5,Croatian,226081,pjev,sing,13,"pjevala, pjeva, pjevati, pjevamo, pjevaj, pjevam, pjevali, pjevat, pjevaju, pjevao, pjevajući, pjevale, pjevate",205,6.6923076923076925,205,5.072750192950862,7,107,9
radio,106,106,5.886792452830188,2,41,1,5,Croatian,226081,radi,radio,16,"rade, radi, radili, radio, radila, raditi, radim, radimo, radit, rada, radu, radom, radite, radove, radile, rado",1100,5.125,1100,7.2911792492725604,11,491,16
plakati,36,36,7.694444444444445,NA,21,NA,7,Croatian,226081,plaka,cry,6,"plakati, plakao, plakala, plaka, plakat, plakal",99,6.166666666666667,99,6.98400054466231,0,56,5
bacila,42,42,5.666666666666667,1,17,4,6,Croatian,226081,baci,throw,10,"bacio, baciti, bacila, baci, bacim, bacimo, bacili, baca, bacit, bac",316,5,316,6.111121954769977,9,125,46
baci,89,89,4.662921348314606,6,31,23,4,Croatian,226081,bac,throw,10,"bacio, baciti, bacila, baci, bacim, bacimo, bacili, baca, bacit, bac",316,5,316,6.111121954769977,9,125,46
loptati,20,20,7.35,1,13,NA,7,Croatian,226081,lopta,ball,12,"loptati, loptu, loptom, lopta, lopte, loptamo, loptajte, lopti, loptali, loptao, loptat, loptate",255,6.166666666666667,255,6.526592146510477,5,142,15
iza,97,97,8.185567010309278,4,5,17,3,Croatian,226081,iz,back (location),2,"iza, iz",306,2.5,306,8.360726088886697,5,6,48
jesti,47,47,6.382978723404255,NA,24,NA,5,Croatian,226081,jest,eat,2,"jesti, jest",74,4.5,74,7.54334121355398,0,29,2
više,311,311,7.247588424437299,1,94,14,4,Croatian,226081,viš,more,3,"još, više, viš",1600,3.3333333333333335,1600,6.194786284150954,63,360,221
onu,112,112,7.491071428571429,1,4,19,3,Croatian,226081,on,that,14,"oni, on, ono, onu, ona, one, onoj, onom, onog, onoga, onim, onih, onima, onome",1522,3.7142857142857144,1522,10.38978992365303,4,108,316
slika,21,21,4.476190476190476,4,9,4,5,Croatian,226081,slik,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
gore,182,182,6.521978021978022,3,78,17,4,Croatian,226081,gor,up,3,"gore, gor, gori",188,3.6666666666666665,188,6.84065934065934,4,81,17
ona,365,365,7.841095890410959,NA,14,77,3,Croatian,226081,on,that,14,"oni, on, ono, onu, ona, one, onoj, onom, onog, onoga, onim, onih, onima, onome",1522,3.7142857142857144,1522,10.38978992365303,4,108,316
tući,17,17,6.705882352941177,1,8,1,4,Croatian,226081,tuć,fight,2,"tući, tuć",19,3.5,19,9.602941176470589,1,9,1
dobra,74,74,6.378378378378378,2,25,5,5,Croatian,226081,dobr,good,8,"dobro, dobra, dobre, dobri, dobrog, dobru, dobroj, dobrom",1151,5.375,1151,6.926472935060721,422,213,289
tebi,165,165,6.509090909090909,3,23,16,4,Croatian,226081,teb,you,3,"ti, tebe, tebi",5385,3.3333333333333335,5385,6.734850538036306,12,350,476
nemamo,29,29,6.344827586206897,NA,1,11,6,Croatian,226081,nema,all gone,7,"nema, nemoj, nemamo, nemam, nemaš, nemate, nemaju",1174,5.285714285714286,1174,5.548312170667836,60,145,542
pila,17,17,5.9411764705882355,NA,7,1,4,Croatian,226081,pi,chicken (animal),6,"pila, pile, pio, pi, piu, pili",74,3.3333333333333335,74,5.333946078431373,5,39,3
mlijeko,35,35,5.514285714285714,2,17,5,7,Croatian,226081,mlijek,milk,2,"mlijeka, mlijeko",75,7,75,5.719642857142857,3,36,9
bake,24,24,7.041666666666667,NA,11,NA,4,Croatian,226081,bak,grandma,7,"baku, baka, bakom, bake, baki, bako, bak",365,4,365,6.314199137532622,7,78,54
kocki,3,3,3.3333333333333335,NA,1,NA,5,Croatian,226081,kock,block,6,"kocki, kocke, kocka, kocku, kockama, kockati",35,5.666666666666667,35,5.468409586056644,3,17,1
danas,136,136,6.948529411764706,1,35,19,5,Croatian,226081,danas,today,1,danas,136,5,136,6.948529411764706,1,35,19
kocke,17,17,6.588235294117647,1,8,NA,5,Croatian,226081,kock,block,6,"kocki, kocke, kocka, kocku, kockama, kockati",35,5.666666666666667,35,5.468409586056644,3,17,1
loptu,87,87,5.885057471264368,1,52,8,5,Croatian,226081,lopt,ball,12,"loptati, loptu, loptom, lopta, lopte, loptamo, loptajte, lopti, loptali, loptao, loptat, loptate",255,6.166666666666667,255,6.526592146510477,5,142,15
razbiti,9,9,5.777777777777778,NA,6,NA,7,Croatian,226081,razbi,break,8,"razbiti, razbili, razbit, razbio, razbilo, razbijemo, razbila, razbil",40,6.875,40,7.0836805555555555,0,16,2
buba,60,60,5.716666666666667,4,21,19,4,Croatian,226081,bub,bug,8,"buba, bube, bubalo, bubu, bubati, bubi, bubala, bubom",81,4.875,81,8.464583333333334,4,29,19
dolje,170,170,6.135294117647059,4,97,11,5,Croatian,226081,dolj,down,1,dolje,170,5,170,6.135294117647059,4,97,11
