"","word","wordcount","freq","mlu","solo","last","first","charactercount","language","totalcount"
"1035","chiudi",9,0.000104860884559817,4.88888888888889,2,2,3,6,"Italian",85828
"1036","lasci",8,9.3209675164282e-05,5.875,NA,2,2,5,"Italian",85828
"1037","pila",13,0.000151465722141958,7.61538461538461,NA,5,NA,4,"Italian",85828
"1038","tito",5,5.82560469776763e-05,4.2,1,1,NA,4,"Italian",85828
"1039","chiuso",13,0.000151465722141958,8.46153846153846,NA,6,NA,6,"Italian",85828
"1040","pesciolini",1,1.16512093955353e-05,6,NA,NA,NA,10,"Italian",85828
"1041","bellini",1,1.16512093955353e-05,2,NA,1,NA,7,"Italian",85828
"1042","ja",1,1.16512093955353e-05,3,NA,NA,1,2,"Italian",85828
"1043","mettiamola",1,1.16512093955353e-05,3,NA,NA,NA,10,"Italian",85828
"1044","giornale",8,9.3209675164282e-05,6.25,NA,5,NA,8,"Italian",85828
"1045","rompere",6,6.99072563732115e-05,8.5,NA,2,1,7,"Italian",85828
"1046","romperlo",1,1.16512093955353e-05,8,NA,NA,NA,8,"Italian",85828
"1047","guardarlo",1,1.16512093955353e-05,3,NA,NA,NA,9,"Italian",85828
"1048","mare",44,0.000512653213403551,5.86363636363636,NA,24,NA,4,"Italian",85828
"1049","quanto",15,0.000174768140933029,7.46666666666667,NA,1,3,6,"Italian",85828
"1050","torniamo",6,6.99072563732115e-05,5.5,NA,NA,4,8,"Italian",85828
"1051","volpe",12,0.000139814512746423,7.83333333333333,NA,8,1,5,"Italian",85828
"1052","gesù",2,2.33024187910705e-05,1.5,1,1,NA,4,"Italian",85828
"1053","alleluia",5,5.82560469776763e-05,2.6,2,1,2,8,"Italian",85828
"1054","vecchia",2,2.33024187910705e-05,6,NA,1,NA,7,"Italian",85828
"1055","bau",7,8.15584657687468e-05,3.42857142857143,NA,6,NA,3,"Italian",85828
"1056","dì",7,8.15584657687468e-05,4.28571428571429,NA,NA,4,2,"Italian",85828
"1057","cielo",6,6.99072563732115e-05,4.16666666666667,NA,3,NA,5,"Italian",85828
"1058","apre",7,8.15584657687468e-05,9.71428571428571,NA,3,NA,4,"Italian",85828
"1059","pesci",9,0.000104860884559817,5.33333333333333,NA,5,NA,5,"Italian",85828
"1060","glielo",2,2.33024187910705e-05,6,NA,NA,2,6,"Italian",85828
"1061","detto",91,0.00106026005499371,9.04395604395604,NA,21,NA,5,"Italian",85828
"1062","grego",4,4.6604837582141e-05,6,NA,NA,2,5,"Italian",85828
"1063","nuovo",77,0.000897143123456215,6.79220779220779,NA,42,NA,5,"Italian",85828
"1064","nicola",4,4.6604837582141e-05,7,NA,2,NA,6,"Italian",85828
"1065","pedro",1,1.16512093955353e-05,6,NA,NA,NA,5,"Italian",85828
"1066","madonnina",1,1.16512093955353e-05,6,NA,NA,NA,9,"Italian",85828
"1067","montagna",16,0.000186419350328564,9.375,NA,8,NA,8,"Italian",85828
"1068","cavallini",9,0.000104860884559817,5.88888888888889,NA,5,NA,9,"Italian",85828
"1069","camomilla",2,2.33024187910705e-05,5.5,NA,NA,NA,9,"Italian",85828
"1070","melissa",7,8.15584657687468e-05,5.57142857142857,NA,4,NA,7,"Italian",85828
"1071","arrivato",11,0.000128163303350888,6.54545454545455,NA,4,NA,8,"Italian",85828
"1072","fame",3,3.49536281866058e-05,2.66666666666667,NA,2,NA,4,"Italian",85828
"1073","prepara",2,2.33024187910705e-05,9,NA,NA,NA,7,"Italian",85828
"1074","piccina",2,2.33024187910705e-05,3.5,1,NA,NA,7,"Italian",85828
"1075","regalato",34,0.000396141119448199,8.67647058823529,NA,10,NA,8,"Italian",85828
"1076","alessandra",2,2.33024187910705e-05,8,NA,1,NA,10,"Italian",85828
"1077","fiore",5,5.82560469776763e-05,3.4,NA,3,NA,5,"Italian",85828
"1078","carica",11,0.000128163303350888,8.63636363636364,NA,2,NA,6,"Italian",85828
"1079","sera",11,0.000128163303350888,11.0909090909091,NA,5,NA,4,"Italian",85828
"1080","secchiello",10,0.000116512093955353,6.1,1,3,NA,10,"Italian",85828
"1081","coltello",6,6.99072563732115e-05,5.83333333333333,1,2,1,8,"Italian",85828
"1082","forchetta",3,3.49536281866058e-05,5.33333333333333,NA,2,NA,9,"Italian",85828
"1083","cucchiaio",2,2.33024187910705e-05,4,1,1,NA,9,"Italian",85828
"1084","tamburo",10,0.000116512093955353,6.1,1,2,1,7,"Italian",85828
"1085","tumtum",1,1.16512093955353e-05,6,NA,NA,NA,6,"Italian",85828
"1086","so",126,0.00146805238383744,7.63492063492064,NA,39,1,2,"Italian",85828
"1087","scarpine",3,3.49536281866058e-05,5,1,NA,NA,8,"Italian",85828
"1088","scivolo",33,0.000384489910052663,6.81818181818182,1,24,NA,7,"Italian",85828
"1089","lascialo",3,3.49536281866058e-05,7.33333333333333,NA,NA,1,8,"Italian",85828
"1090","lotta",9,0.000104860884559817,5.22222222222222,1,6,NA,5,"Italian",85828
"1091","madre",1,1.16512093955353e-05,6,NA,NA,NA,5,"Italian",85828
"1092","sciarpina",2,2.33024187910705e-05,4,NA,2,NA,9,"Italian",85828
"1093","ni",1,1.16512093955353e-05,1,1,NA,NA,2,"Italian",85828
"1094","cuccia",2,2.33024187910705e-05,4.5,NA,1,1,6,"Italian",85828
"1095","forbici",5,5.82560469776763e-05,4,NA,4,NA,7,"Italian",85828
"1096","mucche",11,0.000128163303350888,5.45454545454545,1,5,NA,6,"Italian",85828
"1097","www",2,2.33024187910705e-05,1,2,NA,NA,3,"Italian",85828
"1098","colla",5,5.82560469776763e-05,9.4,NA,NA,NA,5,"Italian",85828
"1099","orso",8,9.3209675164282e-05,5.875,NA,5,NA,4,"Italian",85828
"1100","lascia",4,4.6604837582141e-05,4.75,NA,NA,1,6,"Italian",85828
"1101","camo",1,1.16512093955353e-05,1,1,NA,NA,4,"Italian",85828
"1102","nome",18,0.000209721769119635,9,NA,8,NA,4,"Italian",85828
"1103","costruiamo",9,0.000104860884559817,8.88888888888889,NA,1,1,10,"Italian",85828
"1104","manca",28,0.000326233863074987,7.5,NA,6,4,5,"Italian",85828
"1105","pezzo",63,0.000734026191918721,8.04761904761905,NA,8,NA,5,"Italian",85828
"1106","prova",67,0.000780631029500862,5.47761194029851,3,2,34,5,"Italian",85828
"1107","girato",4,4.6604837582141e-05,11.75,NA,1,NA,6,"Italian",85828
"1108","giralo",1,1.16512093955353e-05,3,NA,NA,1,6,"Italian",85828
"1109","schiaccia",2,2.33024187910705e-05,8.5,NA,1,NA,9,"Italian",85828
"1110","topolina",4,4.6604837582141e-05,5.75,NA,2,1,8,"Italian",85828
"1111","faccia",29,0.000337885072470522,7.86206896551724,NA,5,NA,6,"Italian",85828
"1112","camino",14,0.000163116931537494,12.1428571428571,NA,6,NA,6,"Italian",85828
"1113","babbo",24,0.000279629025492846,7.29166666666667,1,2,3,5,"Italian",85828
"1114","natale",37,0.000431094747634805,7.43243243243243,NA,26,1,6,"Italian",85828
"1115","compleanno",7,8.15584657687468e-05,8.71428571428571,NA,5,NA,10,"Italian",85828
"1116","anni",5,5.82560469776763e-05,7.8,NA,4,NA,4,"Italian",85828
"1117","compiuti",1,1.16512093955353e-05,5,NA,NA,NA,8,"Italian",85828
"1118","regalo",5,5.82560469776763e-05,6,NA,3,NA,6,"Italian",85828
"1119","uh",164,0.00191079834086778,5.51219512195122,12,1,144,2,"Italian",85828
"1120","robe",3,3.49536281866058e-05,6,NA,1,NA,4,"Italian",85828
"1121","devono",11,0.000128163303350888,9.72727272727273,NA,NA,2,6,"Italian",85828
"1122","tirare",27,0.000314582653679452,9.18518518518519,NA,2,NA,6,"Italian",85828
"1123","lasciali",1,1.16512093955353e-05,12,NA,NA,NA,8,"Italian",85828
"1124","soldatini",1,1.16512093955353e-05,5,NA,NA,NA,9,"Italian",85828
"1125","regali",2,2.33024187910705e-05,10.5,NA,1,NA,6,"Italian",85828
"1126","bandierina",12,0.000139814512746423,5.08333333333333,1,6,NA,10,"Italian",85828
"1127","salame",2,2.33024187910705e-05,5.5,NA,1,NA,6,"Italian",85828
"1128","marco",772,0.00899473365335322,6.74611398963731,33,356,95,5,"Italian",85828
"1129","rispondi",6,6.99072563732115e-05,3.5,NA,5,NA,8,"Italian",85828
"1130","cerchi",20,0.000233024187910705,4.95,1,8,3,6,"Italian",85828
"1131","qualcosa",34,0.000396141119448199,8.61764705882353,NA,9,NA,8,"Italian",85828
"1132","rosso",106,0.00123502819592674,6.75471698113208,6,54,3,5,"Italian",85828
"1133","quadrato",7,8.15584657687468e-05,9.28571428571429,NA,1,NA,8,"Italian",85828
"1134","triangolo",22,0.000256326606701776,6.45454545454545,NA,12,NA,9,"Italian",85828
"1135","troppo",37,0.000431094747634805,9.67567567567568,NA,1,3,6,"Italian",85828
"1136","alta",13,0.000151465722141958,7.15384615384615,NA,7,NA,4,"Italian",85828
"1137","riesci",42,0.000489350794612481,5.14285714285714,1,12,7,6,"Italian",85828
"1138","dischetti",9,0.000104860884559817,9.55555555555556,NA,3,NA,9,"Italian",85828
"1139","calci",12,0.000139814512746423,8.33333333333333,NA,6,NA,5,"Italian",85828
"1140","giochini",10,0.000116512093955353,11.7,NA,6,NA,8,"Italian",85828
"1141","caduta",28,0.000326233863074987,5.75,NA,10,3,6,"Italian",85828
"1142","blu",85,0.000990352798620497,6.90588235294118,3,51,3,3,"Italian",85828
"1143","triangoli",5,5.82560469776763e-05,10.2,NA,1,NA,9,"Italian",85828
"1144","parte",77,0.000897143123456215,10.1298701298701,NA,30,1,5,"Italian",85828
"1145","quadrati",2,2.33024187910705e-05,12.5,NA,1,NA,8,"Italian",85828
"1146","aiuti",17,0.000198070559724099,5.52941176470588,NA,8,NA,5,"Italian",85828
"1147","pezzi",47,0.000547606841590157,8.21276595744681,NA,15,2,5,"Italian",85828
"1148","tondi",4,4.6604837582141e-05,6.75,NA,3,NA,5,"Italian",85828
"1149","saranno",15,0.000174768140933029,6.86666666666667,NA,2,4,7,"Italian",85828
"1150","giusto",26,0.000302931444283917,6.76923076923077,2,14,1,6,"Italian",85828
"1151","provi",7,8.15584657687468e-05,6,NA,1,4,5,"Italian",85828
"1152","cominciamo",8,9.3209675164282e-05,7.375,NA,1,3,10,"Italian",85828
"1153","tondo",22,0.000256326606701776,7.36363636363636,NA,9,NA,5,"Italian",85828
"1154","vado",41,0.000477699585216946,7.92682926829268,NA,1,11,4,"Italian",85828
"1155","ahah",3,3.49536281866058e-05,2.33333333333333,1,NA,1,4,"Italian",85828
"1156","passi",4,4.6604837582141e-05,9.75,NA,NA,NA,5,"Italian",85828
"1157","metto",36,0.000419443538239269,8.63888888888889,NA,4,5,5,"Italian",85828
"1158","cadere",18,0.000209721769119635,6.77777777777778,NA,9,NA,6,"Italian",85828
"1159","subito",32,0.000372838700657128,7.65625,NA,17,NA,6,"Italian",85828
"1160","ordinato",5,5.82560469776763e-05,7.6,NA,3,NA,8,"Italian",85828
"1161","posto",54,0.000629165307358904,8.92592592592593,NA,25,NA,5,"Italian",85828
"1162","stavo",6,6.99072563732115e-05,6.5,NA,NA,4,5,"Italian",85828
"1163","vedendo",1,1.16512093955353e-05,5,NA,NA,NA,7,"Italian",85828
"1164","tuoi",9,0.000104860884559817,12.6666666666667,NA,NA,NA,4,"Italian",85828
"1165","libretti",24,0.000279629025492846,7.25,NA,7,NA,8,"Italian",85828
"1166","caso",7,8.15584657687468e-05,9.28571428571429,NA,3,NA,4,"Italian",85828
"1167","cigno",25,0.000291280234888381,6.28,1,13,NA,5,"Italian",85828
"1168","piacciono",8,9.3209675164282e-05,5.875,NA,2,NA,9,"Italian",85828
"1169","cigni",5,5.82560469776763e-05,9.4,NA,3,NA,5,"Italian",85828
"1170","nell'",23,0.000267977816097311,6.95652173913043,NA,NA,3,5,"Italian",85828
"1171","salta",11,0.000128163303350888,6.27272727272727,NA,2,1,5,"Italian",85828
"1172","hop",6,6.99072563732115e-05,3.5,NA,3,3,3,"Italian",85828
"1173","visti",7,8.15584657687468e-05,7,NA,3,NA,5,"Italian",85828
"1174","aah",21,0.00024467539730624,5.38095238095238,3,NA,18,3,"Italian",85828
"1175","lunapark",6,6.99072563732115e-05,9.16666666666667,NA,1,NA,8,"Italian",85828
"1176","ruota",22,0.000256326606701776,7.22727272727273,1,9,NA,5,"Italian",85828
"1177","tornava",1,1.16512093955353e-05,24,NA,NA,NA,7,"Italian",85828
"1178","rane",3,3.49536281866058e-05,2.33333333333333,1,2,NA,4,"Italian",85828
"1179","troviamo",8,9.3209675164282e-05,10.125,NA,NA,NA,8,"Italian",85828
"1180","qualche",71,0.000827235867083003,9.23943661971831,NA,NA,3,7,"Italian",85828
"1181","zoo",14,0.000163116931537494,7.57142857142857,NA,11,NA,3,"Italian",85828
"1182","stava",16,0.000186419350328564,10.25,NA,NA,1,5,"Italian",85828
"1183","muoveva",1,1.16512093955353e-05,8,NA,NA,NA,7,"Italian",85828
"1184","orecchie",26,0.000302931444283917,7.76923076923077,NA,7,NA,8,"Italian",85828
"1185","pinguino",8,9.3209675164282e-05,7.25,NA,2,1,8,"Italian",85828
"1186","giacchetta",1,1.16512093955353e-05,6,NA,NA,NA,10,"Italian",85828
"1187","nera",17,0.000198070559724099,8.94117647058824,NA,7,NA,4,"Italian",85828
"1188","capisco",8,9.3209675164282e-05,5.875,NA,3,NA,7,"Italian",85828
"1189","settimane",4,4.6604837582141e-05,6.5,NA,3,NA,9,"Italian",85828
"1190","tanta",20,0.000233024187910705,6.45,NA,1,4,5,"Italian",85828
"1191","tante",53,0.000617514097963369,6.15094339622642,6,9,13,5,"Italian",85828
"1192","onde",12,0.000139814512746423,4.75,2,5,NA,4,"Italian",85828
"1193","siamo",48,0.000559258050985692,7.10416666666667,NA,2,12,5,"Italian",85828
"1194","tornati",5,5.82560469776763e-05,6.8,NA,NA,NA,7,"Italian",85828
"1195","tonda",13,0.000151465722141958,5.61538461538461,2,7,NA,5,"Italian",85828
"1196","zero",11,0.000128163303350888,5,NA,6,NA,4,"Italian",85828
"1197","centoeuno",7,8.15584657687468e-05,7,1,6,NA,9,"Italian",85828
"1198","libretto",138,0.00160786689658387,7.81159420289855,1,54,2,8,"Italian",85828
"1199","coniglio",16,0.000186419350328564,6.875,1,8,1,8,"Italian",85828
"1200","gatto",69,0.000803933448291933,7.18840579710145,1,26,1,5,"Italian",85828
"1201","un'",68,0.000792282238896397,8.38235294117647,NA,NA,15,3,"Italian",85828
"1202","oca",37,0.000431094747634805,6.35135135135135,1,18,NA,3,"Italian",85828
"1203","schede",15,0.000174768140933029,5.86666666666667,NA,6,NA,6,"Italian",85828
"1204","ordine",10,0.000116512093955353,7.2,NA,9,NA,6,"Italian",85828
"1205","qual",20,0.000233024187910705,8.85,NA,NA,10,4,"Italian",85828
"1206","mostri",7,8.15584657687468e-05,6.71428571428571,NA,4,NA,6,"Italian",85828
"1207","ohlà",2,2.33024187910705e-05,1.5,1,NA,1,4,"Italian",85828
"1208","girare",29,0.000337885072470522,6.62068965517241,1,9,1,6,"Italian",85828
"1209","tirato",20,0.000233024187910705,8.9,NA,2,NA,6,"Italian",85828
"1210","interessanti",6,6.99072563732115e-05,7.66666666666667,NA,4,NA,12,"Italian",85828
"1211","picchi",15,0.000174768140933029,7.4,1,6,NA,6,"Italian",85828
"1212","colle",4,4.6604837582141e-05,8.75,NA,NA,NA,5,"Italian",85828
"1213","semini",3,3.49536281866058e-05,6,NA,3,NA,6,"Italian",85828
"1214","gallo",9,0.000104860884559817,4.88888888888889,1,3,NA,5,"Italian",85828
"1215","colorato",3,3.49536281866058e-05,8.66666666666667,NA,1,NA,8,"Italian",85828
"1216","azzurro",28,0.000326233863074987,6.85714285714286,NA,20,NA,7,"Italian",85828
"1217","arancione",70,0.000815584657687468,6.95714285714286,4,31,1,9,"Italian",85828
"1218","conosci",29,0.000337885072470522,7.03448275862069,1,14,2,7,"Italian",85828
"1219","mela",17,0.000198070559724099,8,2,6,NA,4,"Italian",85828
"1220","palline",69,0.000803933448291933,8.40579710144928,NA,29,NA,7,"Italian",85828
"1221","andrea",3,3.49536281866058e-05,11,NA,2,1,6,"Italian",85828
"1222","lara",1,1.16512093955353e-05,20,NA,NA,NA,4,"Italian",85828
"1223","davano",2,2.33024187910705e-05,14,NA,NA,NA,6,"Italian",85828
"1224","macchine",8,9.3209675164282e-05,9.125,NA,3,NA,8,"Italian",85828
"1225","squalo",1,1.16512093955353e-05,20,NA,1,NA,6,"Italian",85828
"1226","rovesciato",7,8.15584657687468e-05,8.85714285714286,NA,1,1,10,"Italian",85828
"1227","rimasta",11,0.000128163303350888,9.09090909090909,NA,NA,NA,7,"Italian",85828
"1228","crak",7,8.15584657687468e-05,6,1,3,NA,4,"Italian",85828
"1229","crack",2,2.33024187910705e-05,5,NA,NA,NA,5,"Italian",85828
"1230","rompe",16,0.000186419350328564,7.625,NA,5,NA,5,"Italian",85828
"1231","pinocchio",45,0.000524304422799086,8.22222222222222,2,23,3,9,"Italian",85828
"1232","povera",13,0.000151465722141958,7.38461538461539,NA,NA,7,6,"Italian",85828
"1233","giostra",16,0.000186419350328564,8.6875,NA,9,NA,7,"Italian",85828
"1234","sporca",3,3.49536281866058e-05,5,NA,3,NA,6,"Italian",85828
"1235","pare",61,0.000710723773127651,9.0327868852459,NA,7,1,4,"Italian",85828
"1236","tienila",4,4.6604837582141e-05,3.25,NA,2,2,7,"Italian",85828
"1237","eravamo",10,0.000116512093955353,7.9,NA,3,2,7,"Italian",85828
"1238","rimasti",3,3.49536281866058e-05,15.6666666666667,NA,NA,NA,7,"Italian",85828
"1239","paese",10,0.000116512093955353,9.3,NA,1,NA,5,"Italian",85828
"1240","balocchi",8,9.3209675164282e-05,9.75,NA,4,NA,8,"Italian",85828
"1241","gelato",29,0.000337885072470522,5.79310344827586,1,21,NA,6,"Italian",85828
"1242","dito",22,0.000256326606701776,8.59090909090909,1,6,NA,4,"Italian",85828
"1243","saliva",6,6.99072563732115e-05,7.83333333333333,1,5,NA,6,"Italian",85828
"1244","stare",36,0.000419443538239269,7.80555555555556,NA,2,1,5,"Italian",85828
"1245","fata",1,1.16512093955353e-05,8,NA,NA,NA,4,"Italian",85828
"1246","turchina",1,1.16512093955353e-05,8,NA,1,NA,8,"Italian",85828
"1247","strappare",1,1.16512093955353e-05,8,NA,NA,NA,9,"Italian",85828
"1248","piera",18,0.000209721769119635,7.66666666666667,NA,9,NA,5,"Italian",85828
"1249","dicevi",11,0.000128163303350888,7.45454545454545,NA,1,1,6,"Italian",85828
"1250","balena",7,8.15584657687468e-05,5.42857142857143,1,4,NA,6,"Italian",85828
"1251","geppetto",5,5.82560469776763e-05,8.8,NA,1,NA,8,"Italian",85828
"1252","esattamente",13,0.000151465722141958,4.76923076923077,3,6,1,11,"Italian",85828
"1253","indietro",15,0.000174768140933029,6.33333333333333,NA,6,1,8,"Italian",85828
"1254","costruisce",4,4.6604837582141e-05,18.5,NA,NA,NA,10,"Italian",85828
"1255","bottiglia",5,5.82560469776763e-05,10.4,NA,1,NA,9,"Italian",85828
"1256","candela",4,4.6604837582141e-05,12.5,NA,3,NA,7,"Italian",85828
"1257","rotonda",2,2.33024187910705e-05,8,NA,1,NA,7,"Italian",85828
"1258","ragione",13,0.000151465722141958,6.23076923076923,NA,4,NA,7,"Italian",85828
"1259","tipo",16,0.000186419350328564,5.3125,NA,4,2,4,"Italian",85828
"1260","continuo",2,2.33024187910705e-05,9,NA,NA,NA,8,"Italian",85828
"1261","potremmo",4,4.6604837582141e-05,9.5,NA,NA,1,8,"Italian",85828
"1262","discutere",1,1.16512093955353e-05,7,NA,NA,NA,9,"Italian",85828
"1263","ore",4,4.6604837582141e-05,7.5,NA,1,NA,3,"Italian",85828
"1264","bon",10,0.000116512093955353,4.2,1,4,4,3,"Italian",85828
"1265","fuoco",16,0.000186419350328564,7.9375,NA,11,NA,5,"Italian",85828
"1266","scotta",6,6.99072563732115e-05,5,1,2,1,6,"Italian",85828
"1267","ota",1,1.16512093955353e-05,4,NA,1,NA,3,"Italian",85828
"1268","soffia",4,4.6604837582141e-05,2.75,1,2,1,6,"Italian",85828
"1269","tate",2,2.33024187910705e-05,8.5,NA,1,NA,4,"Italian",85828
"1270","plurale",1,1.16512093955353e-05,7,NA,1,NA,7,"Italian",85828
"1271","palle",31,0.000361187491261593,6.45161290322581,NA,15,NA,5,"Italian",85828
"1272","mia",63,0.000734026191918721,5.28571428571429,NA,18,NA,3,"Italian",85828
"1273","puliamo",1,1.16512093955353e-05,12,NA,NA,NA,7,"Italian",85828
"1274","pulisce",2,2.33024187910705e-05,10.5,NA,NA,1,7,"Italian",85828
"1275","mangiafuoco",8,9.3209675164282e-05,8,NA,4,1,11,"Italian",85828
"1276","omaccio",1,1.16512093955353e-05,5,NA,1,NA,7,"Italian",85828
"1277","omaccione",1,1.16512093955353e-05,1,1,NA,NA,9,"Italian",85828
"1278","palloncino",72,0.000838887076478538,7.23611111111111,NA,32,NA,10,"Italian",85828
"1279","ed",24,0.000279629025492846,10.125,NA,NA,11,2,"Italian",85828
"1280","giallo",105,0.0012233769865312,6.00952380952381,11,52,10,6,"Italian",85828
"1281","popo",1,1.16512093955353e-05,1,1,NA,NA,4,"Italian",85828
"1282","veramente",15,0.000174768140933029,9.66666666666667,NA,3,1,9,"Italian",85828
"1283","gialla",64,0.000745677401314256,6.46875,3,35,5,6,"Italian",85828
"1284","sporcato",2,2.33024187910705e-05,9,NA,1,NA,8,"Italian",85828
"1285","smettessi",1,1.16512093955353e-05,19,NA,NA,NA,9,"Italian",85828
"1286","buttare",5,5.82560469776763e-05,10.2,NA,NA,NA,7,"Italian",85828
"1287","sbavare",1,1.16512093955353e-05,19,NA,NA,NA,7,"Italian",85828
"1288","sporcheresti",1,1.16512093955353e-05,19,NA,NA,NA,12,"Italian",85828
"1289","mani",24,0.000279629025492846,7.70833333333333,NA,10,NA,4,"Italian",85828
"1290","pozzanghere",2,2.33024187910705e-05,7.5,NA,1,NA,11,"Italian",85828
"1291","sassi",9,0.000104860884559817,6.55555555555556,NA,5,1,5,"Italian",85828
"1292","luna",31,0.000361187491261593,5.96774193548387,NA,18,NA,4,"Italian",85828
"1293","vista",9,0.000104860884559817,7.55555555555556,NA,5,NA,5,"Italian",85828
"1294","soltanto",7,8.15584657687468e-05,10.4285714285714,NA,NA,1,8,"Italian",85828
"1295","chiami",7,8.15584657687468e-05,6.14285714285714,NA,4,NA,6,"Italian",85828
"1296","provare",6,6.99072563732115e-05,7.5,NA,NA,NA,7,"Italian",85828
"1297","almeno",14,0.000163116931537494,6.78571428571429,NA,4,1,6,"Italian",85828
"1298","maco",1,1.16512093955353e-05,6,NA,1,NA,4,"Italian",85828
"1299","buono",26,0.000302931444283917,5.53846153846154,NA,9,3,5,"Italian",85828
"1300","dado",58,0.000675770144941045,5.46551724137931,6,18,3,4,"Italian",85828
"1301","ribaltando",1,1.16512093955353e-05,6,NA,NA,NA,10,"Italian",85828
"1302","mollare",1,1.16512093955353e-05,12,NA,NA,NA,7,"Italian",85828
"1303","nelle",6,6.99072563732115e-05,13.1666666666667,NA,NA,1,5,"Italian",85828
"1304","dadi",53,0.000617514097963369,6.77358490566038,5,22,NA,4,"Italian",85828
"1305","prendine",5,5.82560469776763e-05,5.8,NA,NA,3,8,"Italian",85828
"1306","portami",7,8.15584657687468e-05,7,NA,NA,4,7,"Italian",85828
"1307","prenderne",2,2.33024187910705e-05,8,NA,NA,NA,9,"Italian",85828
"1308","conviene",2,2.33024187910705e-05,9.5,NA,1,NA,8,"Italian",85828
"1309","divano",50,0.000582560469776763,6.92,NA,32,2,6,"Italian",85828
"1310","ribalta",3,3.49536281866058e-05,11.6666666666667,NA,2,NA,7,"Italian",85828
"1311","vedrai",8,9.3209675164282e-05,7.375,NA,2,1,6,"Italian",85828
"1312","farla",14,0.000163116931537494,6.71428571428571,NA,2,NA,5,"Italian",85828
"1313","quei",33,0.000384489910052663,8.27272727272727,NA,1,1,4,"Italian",85828
"1314","darai",1,1.16512093955353e-05,8,NA,NA,NA,5,"Italian",85828
"1315","calcione",2,2.33024187910705e-05,8,NA,1,NA,8,"Italian",85828
"1316","nessuna",1,1.16512093955353e-05,10,NA,1,NA,7,"Italian",85828
"1317","giro",43,0.000501002004008016,9.04651162790698,NA,17,1,4,"Italian",85828
"1318","carrello",11,0.000128163303350888,8,NA,8,NA,8,"Italian",85828
"1319","lego",12,0.000139814512746423,5.83333333333333,NA,8,1,4,"Italian",85828
"1320","vari",10,0.000116512093955353,9.9,NA,2,1,4,"Italian",85828
"1321","ultimo",9,0.000104860884559817,7.88888888888889,NA,2,NA,6,"Italian",85828
"1322","elentino",2,2.33024187910705e-05,6,NA,1,NA,8,"Italian",85828
"1323","girarlo",6,6.99072563732115e-05,7.16666666666667,NA,2,NA,7,"Italian",85828
"1324","grandi",39,0.000454397166425875,7.38461538461539,1,12,3,6,"Italian",85828
"1325","naso",46,0.000535955632194622,7.19565217391304,1,23,NA,4,"Italian",85828
"1326","omone",22,0.000256326606701776,4.81818181818182,1,8,NA,5,"Italian",85828
"1327","orco",13,0.000151465722141958,6,NA,8,NA,4,"Italian",85828
"1328","fiaba",1,1.16512093955353e-05,6,NA,1,NA,5,"Italian",85828
"1329","bacino",21,0.00024467539730624,5.38095238095238,1,10,NA,6,"Italian",85828
"1330","gabbia",6,6.99072563732115e-05,8.33333333333333,NA,3,NA,6,"Italian",85828
"1331","botte",5,5.82560469776763e-05,10,NA,3,NA,5,"Italian",85828
"1332","ban",1,1.16512093955353e-05,3,NA,1,NA,3,"Italian",85828
"1333","pupui",1,1.16512093955353e-05,6,NA,NA,NA,5,"Italian",85828
"1334","cade",13,0.000151465722141958,6.23076923076923,NA,6,2,4,"Italian",85828
"1335","pannolino",8,9.3209675164282e-05,9.875,NA,6,NA,9,"Italian",85828
"1336","pannolini",4,4.6604837582141e-05,11.75,NA,1,NA,9,"Italian",85828
"1337","cadono",3,3.49536281866058e-05,7,NA,2,NA,6,"Italian",85828
"1338","s",11,0.000128163303350888,8.63636363636364,NA,4,1,1,"Italian",85828
"1339","diventato",5,5.82560469776763e-05,10.2,NA,1,NA,9,"Italian",85828
"1340","magro",1,1.16512093955353e-05,21,NA,NA,NA,5,"Italian",85828
"1341","metterti",2,2.33024187910705e-05,14,NA,NA,NA,8,"Italian",85828
"1342","motivo",2,2.33024187910705e-05,14.5,NA,1,NA,6,"Italian",85828
"1343","infila",4,4.6604837582141e-05,8,NA,1,NA,6,"Italian",85828
"1344","base",4,4.6604837582141e-05,9.75,NA,2,NA,4,"Italian",85828
"1345","oche",20,0.000233024187910705,3.65,1,13,1,4,"Italian",85828
"1346","mezzo",15,0.000174768140933029,9,NA,1,NA,5,"Italian",85828
"1347","piccolini",6,6.99072563732115e-05,9.66666666666667,NA,4,NA,9,"Italian",85828
"1348","bambina",8,9.3209675164282e-05,7.125,NA,4,NA,7,"Italian",85828
"1349","tiri",31,0.000361187491261593,6.41935483870968,NA,1,5,4,"Italian",85828
"1350","conti",5,5.82560469776763e-05,5.8,NA,1,NA,5,"Italian",85828
"1351","metterle",7,8.15584657687468e-05,8.42857142857143,NA,NA,NA,8,"Italian",85828
"1352","scatolina",18,0.000209721769119635,6.05555555555556,NA,11,NA,9,"Italian",85828
"1353","croce",11,0.000128163303350888,6.45454545454545,NA,5,NA,5,"Italian",85828
"1354","neanche",31,0.000361187491261593,6.45161290322581,5,3,7,7,"Italian",85828
"1355","entrare",19,0.00022137297851517,12.3157894736842,NA,6,NA,7,"Italian",85828
"1356","entrato",5,5.82560469776763e-05,9.2,NA,1,NA,7,"Italian",85828
"1357","andarci",2,2.33024187910705e-05,8.5,NA,NA,NA,7,"Italian",85828
"1358","problema",4,4.6604837582141e-05,7.75,NA,1,NA,8,"Italian",85828
