word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount,stem,uni_lemma,nb_realisations_lemma,words_lemma,sum_wordcount_lemma,mean_character_count_lemma,frequency,MLU,solo_frequency,final_frequency,initial_frequency
taper,88,88,9.238636363636363,NA,19,2,5,French (Quebecois),2043005,tap,pattycake,11,"taper, tape, tapé, tapes, tap, tapez, tapant, tapait, tapées, tapée, tapas",359,4.909090909090909,359,8.443060129663,11,66,19
lance,158,158,6.348101265822785,9,30,22,5,French (Quebecois),2043005,lanc,throw,9,"lancer, lance, lancée, lancé, lances, lançait, lancez, lançant, lança",373,5.888888888888889,373,9.050061476823238,9,99,27
tombée,205,205,6.648780487804878,2,90,8,6,French (Quebecois),2043005,tomb,fall,16,"tomber, tombes, tombe, tombée, tombé, tombera, tombés, tombant, tomberas, tombait, tombées, tombante, tombaient, tomba, tomberait, tombais",1996,6.75,1996,10.05391694083903,32,907,31
marches,117,117,8.316239316239317,NA,29,NA,7,French (Quebecois),2043005,march,walk,11,"marche, marché, marches, marcher, marchera, marchais, marchant, marchait, marcheras, marcherait, marchés",1587,7.636363636363637,1587,9.963416953854628,4,447,31
debout,525,525,6.266666666666667,51,275,17,6,French (Quebecois),2043005,debout,standing,1,debout,525,6,525,6.266666666666667,51,275,17
lampe,107,107,7.429906542056075,1,53,1,5,French (Quebecois),2043005,lamp,lamp,2,"lampe, lampes",109,5.5,109,7.214953271028037,1,54,1
monter,293,293,8.74061433447099,2,57,6,6,French (Quebecois),2043005,mont,climb,25,"grimpé, monte, monter, montes, grimper, grimpe, grimpes, montés, montée, monté, grimpés, mont, montais, montait, montant, monta, montées, montez, grimpant, montantes, montaient, grimpais, montera, monterai, grimpait",1385,6.68,1385,10.777177586073408,16,264,38
vers,304,304,8.921052631578947,1,3,44,4,French (Quebecois),2043005,ver,pour,8,"vers, ver, verse, verses, verser, versé, véra, versant",389,5,389,7.871110681114551,1,35,46
montes,109,109,6.4036697247706424,1,19,1,6,French (Quebecois),2043005,mont,climb,25,"grimpé, monte, monter, montes, grimper, grimpe, grimpes, montés, montée, monté, grimpés, mont, montais, montait, montant, monta, montées, montez, grimpant, montantes, montaient, grimpais, montera, monterai, grimpait",1385,6.68,1385,10.777177586073408,16,264,38
ventre,318,318,8.437106918238994,NA,174,NA,6,French (Quebecois),2043005,ventr,tummy,3,"ventre, bedaine, ventres",326,6.666666666666667,326,7.645702306079665,0,178,0
ânes,15,15,8.333333333333334,NA,8,NA,4,French (Quebecois),2043005,âne,donkey,2,"ânes, âne",72,3.5,72,7.692982456140351,2,45,0
cacher,168,168,8.208333333333334,3,68,2,6,French (Quebecois),2043005,cach,hide,14,"caché, cachée, cacher, cache, cachais, caches, cachés, cachant, cachait, cachées, cachaient, cachez, cachèrent, cacherai",982,6.714285714285714,982,11.265510252669028,34,453,30
choisis,121,121,5.652892561983471,7,32,23,7,French (Quebecois),2043005,chois,choose,10,"choisis, choisir, choisi, choisisses, choisie, choisit, choisiras, choisissez, choisisse, choisies",311,8,311,7.2286077085792995,7,98,25
verra,128,128,7.8515625,3,23,NA,5,French (Quebecois),2043005,verr,glass,8,"verra, verre, verres, verras, verrais, verrai, verrait, verrez",665,6,665,9.18475018283523,4,250,1
fenêtres,29,29,11.068965517241379,NA,10,NA,8,French (Quebecois),2043005,fenêtr,window,2,"fenêtres, fenêtre",250,7.5,250,9.430410360430644,3,141,0
oiseau,252,252,5.718253968253968,16,137,9,6,French (Quebecois),2043005,oiseau,bird,2,"oiseau, oiseaux",466,6.5,466,6.576416703753152,18,259,9
gros,1360,1360,7.610294117647059,2,241,32,4,French (Quebecois),2043005,gros,big,14,"grande, grands, grand, gros, grandes, grandir, grandissant, grandi, grandit, grandis, grandissent, grandement, grandiras, grandira",3887,7.428571428571429,3887,7.779607272185212,7,794,60
joues,413,413,7.404358353510895,NA,62,1,5,French (Quebecois),2043005,jou,cheek,16,"jouer, joue, joues, joué, jouait, jouais, joueras, jouera, jouaient, jouez, jouerait, jouerais, jouant, jouée, joua, jouiez",3526,5.8125,3526,9.144204683899634,3,743,34
joues,413,413,7.404358353510895,NA,62,1,5,French (Quebecois),2043005,jou,play,16,"jouer, joue, joues, joué, jouait, jouais, joueras, jouera, jouaient, jouez, jouerait, jouerais, jouant, jouée, joua, jouiez",3526,5.8125,3526,9.144204683899634,3,743,34
couches,52,52,9.346153846153847,NA,23,NA,7,French (Quebecois),2043005,couch,diaper,11,"coucher, couchée, couche, couches, couché, couchés, coucha, couch, couchant, couchaient, couchées",619,7,619,8.431990312425095,7,310,9
éléphant,289,289,5.837370242214533,20,179,10,8,French (Quebecois),2043005,éleph,elephant,2,"éléphant, éléphants",387,8.5,387,7.704399406821552,20,231,10
clé,124,124,7.370967741935484,2,63,NA,3,French (Quebecois),2043005,clé,keys,2,"clés, clé",179,3.5,179,7.394574780058651,2,89,0
dessiné,151,151,7.662251655629139,NA,43,NA,7,French (Quebecois),2043005,dessin,draw,16,"dessins, dessiner, dessin, dessinées, dessine, dessiné, dessinés, dessines, dessinait, dessinée, dessinez, dessinais, dessinera, dessineras, dessina, dessinerai",1330,8.125,1330,7.563952829478728,9,518,22
doigts,558,558,7.99820788530466,NA,280,NA,6,French (Quebecois),2043005,doigt,finger,2,"doigt, doigts",913,5.5,913,7.808963097581907,1,466,0
girafe,221,221,5.950226244343892,7,137,5,6,French (Quebecois),2043005,giraf,giraffe,2,"girafe, girafes",259,6.5,259,6.711955227435103,7,163,5
bobo,285,285,6.6912280701754385,9,154,5,4,French (Quebecois),2043005,bobo,owie,1,bobo,285,4,285,6.6912280701754385,9,154,5
montre,1567,1567,5.663688576898532,55,157,846,6,French (Quebecois),2043005,montr,show,14,"montrer, montre, montres, montrais, montré, montrait, montreras, montrerai, montrez, montrée, montrerais, montrées, montraient, montrera",3066,7.857142857142857,3066,8.564072526906026,57,530,850
montre,1567,1567,5.663688576898532,55,157,846,6,French (Quebecois),2043005,montr,watch (object),14,"montrer, montre, montres, montrais, montré, montrait, montreras, montrerai, montrez, montrée, montrerais, montrées, montraient, montrera",3066,7.857142857142857,3066,8.564072526906026,57,530,850
arrête,836,836,5.167464114832536,118,197,242,6,French (Quebecois),2043005,arrêt,stop,12,"arrête, arrêtes, arrêter, arrêtez, arrêté, arrêtait, arrêtée, arrêtées, arrêt, arrêteras, arrêterai, arrêtera",1250,7.25,1250,7.683073449300747,122,330,255
ramasser,160,160,8.025,NA,63,2,8,French (Quebecois),2043005,ramass,pick up,10,"ramasser, ramasseras, ramassé, ramassera, ramassés, ramassée, ramassées, ramasseront, ramasserai, ramassez",208,8.8,208,8.418897849462365,0,72,5
chats,148,148,7.97972972972973,1,77,NA,5,French (Quebecois),2043005,chat,cat,2,"chat, chats",1530,4.5,1530,6.87445241913404,18,1099,6
biscuit,52,52,6.730769230769231,1,32,NA,7,French (Quebecois),2043005,biscuit,cookie,2,"biscuit, biscuits",78,7.5,78,7.365384615384615,1,50,0
ciel,206,206,7.592233009708738,1,112,4,4,French (Quebecois),2043005,ciel,sky,2,"ciel, ciels",207,4.5,207,11.79611650485437,1,112,4
oiseaux,214,214,7.434579439252336,2,122,NA,7,French (Quebecois),2043005,oiseau,bird,2,"oiseau, oiseaux",466,6.5,466,6.576416703753152,18,259,9
yeux,809,809,7.040791100123609,NA,453,NA,4,French (Quebecois),2043005,yeux,eye,1,yeux,809,4,809,7.040791100123609,0,453,0
bas,293,293,8.62457337883959,NA,165,NA,3,French (Quebecois),2043005,bas,sock,2,"bas, base",304,3.5,304,9.539559416692523,0,168,0
coin,339,339,7.710914454277286,2,208,11,4,French (Quebecois),2043005,coin,quack quack,3,"coin, coins, coin+coin",392,6,392,7.7945111672987775,10,229,16
couché,72,72,8.13888888888889,4,23,3,6,French (Quebecois),2043005,couch,diaper,11,"coucher, couchée, couche, couches, couché, couchés, coucha, couch, couchant, couchaient, couchées",619,7,619,8.431990312425095,7,310,9
finir,223,223,9.304932735426009,NA,35,2,5,French (Quebecois),2043005,fin,finish,20,"fini, finit, finir, finis, finie, fin, finisses, finiras, finisse, finissais, fines, finissons, fine, fins, finira, finirai, finissent, finies, finissez, finirent",2286,6.2,2286,8.978593108491275,68,924,57
finir,223,223,9.304932735426009,NA,35,2,5,French (Quebecois),2043005,fin,finished,20,"fini, finit, finir, finis, finie, fin, finisses, finiras, finisse, finissais, fines, finissons, fine, fins, finira, finirai, finissent, finies, finissez, finirent",2286,6.2,2286,8.978593108491275,68,924,57
cache,200,200,6.535,2,84,10,5,French (Quebecois),2043005,cach,hide,14,"caché, cachée, cacher, cache, cachais, caches, cachés, cachant, cachait, cachées, cachaient, cachez, cachèrent, cacherai",982,6.714285714285714,982,11.265510252669028,34,453,30
tombé,621,621,6.272141706924316,26,290,9,5,French (Quebecois),2043005,tomb,fall,16,"tomber, tombes, tombe, tombée, tombé, tombera, tombés, tombant, tomberas, tombait, tombées, tombante, tombaient, tomba, tomberait, tombais",1996,6.75,1996,10.05391694083903,32,907,31
fenêtre,221,221,7.791855203619909,3,131,NA,7,French (Quebecois),2043005,fenêtr,window,2,"fenêtres, fenêtre",250,7.5,250,9.430410360430644,3,141,0
fermée,57,57,7.175438596491228,1,29,1,6,French (Quebecois),2043005,ferm,close,13,"fermer, fermé, fermes, ferme, fermée, fermés, fermées, fermeras, fermant, fermait, fermera, ferma, fermez",1246,6.230769230769231,1246,7.814417576568686,37,451,145
photo,300,300,7.983333333333333,1,155,NA,5,French (Quebecois),2043005,photo,photos,1,photo,300,5,300,7.983333333333333,1,155,0
jus,258,258,9.03875968992248,NA,30,NA,3,French (Quebecois),2043005,jus,juice,1,jus,258,3,258,9.03875968992248,0,30,0
chantes,224,224,5.723214285714286,NA,76,NA,7,French (Quebecois),2043005,chant,sing,17,"chantes, chante, chanter, chantée, chant, chanté, chantera, chantais, chantaient, chanteras, chantez, chantait, chantant, chants, chanterait, chanterez, chanterais",728,7.705882352941177,728,8.377059359325795,3,257,33
marcher,256,256,7.96484375,1,96,2,7,French (Quebecois),2043005,march,walk,11,"marche, marché, marches, marcher, marchera, marchais, marchant, marchait, marcheras, marcherait, marchés",1587,7.636363636363637,1587,9.963416953854628,4,447,31
vide,91,91,6.2967032967032965,1,43,8,4,French (Quebecois),2043005,vid,empty,6,"vide, vider, vides, vidé, vidais, vidée",192,4.833333333333333,192,6.5774005344760065,3,69,9
vaches,103,103,7.446601941747573,NA,55,1,6,French (Quebecois),2043005,vach,cow,4,"vaches, vache, vachement, vacher",619,6.5,619,7.143833697704851,9,361,7
vache,472,472,6.1525423728813555,9,301,4,5,French (Quebecois),2043005,vach,cow,4,"vaches, vache, vachement, vacher",619,6.5,619,7.143833697704851,9,361,7
donné,394,394,10.601522842639595,NA,76,NA,5,French (Quebecois),2043005,don,give,23,"donner, donnes, donne, donné, donnez, donnerai, donnaient, donnée, donnant, donnera, donnais, donneras, données, donnait, donniez, don, donna, donnés, donnerez, donnerait, dons, donnerons, donnerais",3824,6.695652173913044,3824,9.724918211369554,117,732,398
fleurs,400,400,7.735,NA,233,NA,6,French (Quebecois),2043005,fleur,flower,5,"fleur, fleurs, fleuri, fleurie, fleuris",704,6.2,704,9.26133447098976,13,421,4
donnez,15,15,8.933333333333334,NA,NA,3,6,French (Quebecois),2043005,don,give,23,"donner, donnes, donne, donné, donnez, donnerai, donnaient, donnée, donnant, donnera, donnais, donneras, données, donnait, donniez, don, donna, donnés, donnerez, donnerait, dons, donnerons, donnerais",3824,6.695652173913044,3824,9.724918211369554,117,732,398
oranges,23,23,7.130434782608695,2,13,NA,7,French (Quebecois),2043005,orang,orange (food),4,"orange, oranges, orangés, orangé",349,6.5,349,5.972624175528335,41,180,13
miam,659,659,4.969650986342944,25,486,95,4,French (Quebecois),2043005,miam,yum yum,3,"miam, miam+miam, miami",662,6,662,5.156550328780981,25,488,95
aïe,1226,1226,5.14437194127243,198,635,320,3,French (Quebecois),2043005,aï,ouch,1,aïe,1226,3,1226,5.14437194127243,198,635,320
souffler,78,78,7.166666666666667,1,31,1,8,French (Quebecois),2043005,souffl,blow,9,"souffle, souffles, souffler, soufflé, soufflerie, soufflées, soufflant, soufflée, soufflés",402,8.222222222222221,402,7.713115289202245,65,153,30
essuie,110,110,6.381818181818182,2,10,34,6,French (Quebecois),2043005,essui,wipe,10,"essuie, essuyer, essuies, essuyée, essuieras, essuyé, essuyais, essuyées, essuyez, essuyés",239,7.2,239,8.526117767209318,3,37,37
pantalon,340,340,8.444117647058823,6,179,2,8,French (Quebecois),2043005,pantalon,pants,2,"pantalon, pantalons",355,8.5,355,8.455392156862745,6,187,2
table,1005,1005,8.385074626865672,2,637,2,5,French (Quebecois),2043005,tabl,table,2,"table, tables",1022,5.5,1022,8.957243195785777,2,646,2
poule,403,403,6.655086848635236,1,237,18,5,French (Quebecois),2043005,poul,chicken (animal),3,"poule, poules, poulie",493,5.666666666666667,493,7.065105577897569,1,287,18
poules,87,87,7.873563218390805,NA,49,NA,6,French (Quebecois),2043005,poul,chicken (animal),3,"poule, poules, poulie",493,5.666666666666667,493,7.065105577897569,1,287,18
miaou,111,111,3.5315315315315314,36,56,10,5,French (Quebecois),2043005,miaou,meow,1,miaou,111,5,111,3.5315315315315314,36,56,10
plante,86,86,8.627906976744185,NA,41,1,6,French (Quebecois),2043005,plant,plant,10,"plante, planter, plantes, plantée, plantées, planté, plantés, plantez, planta, planterai",223,7,223,10.308475743622623,0,87,3
moutons,81,81,6.234567901234568,1,55,NA,7,French (Quebecois),2043005,mouton,sheep,2,"mouton, moutons",343,6.5,343,6.205070210159269,19,218,2
poissons,342,342,7.447368421052632,5,197,1,8,French (Quebecois),2043005,poisson,fish (animal),2,"poisson, poissons",1030,7.5,1030,6.842870257037944,31,606,6
poissons,342,342,7.447368421052632,5,197,1,8,French (Quebecois),2043005,poisson,fish (food),2,"poisson, poissons",1030,7.5,1030,6.842870257037944,31,606,6
magasin,87,87,9.770114942528735,NA,51,NA,7,French (Quebecois),2043005,magasin,store,3,"magasin, magasins, magasiner",97,8,97,8.40485312899106,0,58,0
saute,163,163,5.6503067484662575,6,45,25,5,French (Quebecois),2043005,saut,jump,12,"sauté, sautes, saute, sauter, sautaient, sauts, saut, sauterai, sauta, sautée, sautait, sautez",411,6,411,8.344400543183339,8,131,27
chante,208,208,5.971153846153846,3,73,32,6,French (Quebecois),2043005,chant,sing,17,"chantes, chante, chanter, chantée, chant, chanté, chantera, chantais, chantaient, chanteras, chantez, chantait, chantant, chants, chanterait, chanterez, chanterais",728,7.705882352941177,728,8.377059359325795,3,257,33
chaises,52,52,8.538461538461538,NA,22,NA,7,French (Quebecois),2043005,chais,chair,3,"chaise, chaises, chais",623,6,623,7.675475398053095,7,314,12
arrêtes,142,142,5.880281690140845,2,49,2,7,French (Quebecois),2043005,arrêt,stop,12,"arrête, arrêtes, arrêter, arrêtez, arrêté, arrêtait, arrêtée, arrêtées, arrêt, arrêteras, arrêterai, arrêtera",1250,7.25,1250,7.683073449300747,122,330,255
vite,1074,1074,7.8193668528864055,19,431,78,4,French (Quebecois),2043005,vit,fast,2,"vite, vit",1114,3.5,1114,9.484683426443203,19,432,78
lait,470,470,7.7893617021276595,NA,265,NA,4,French (Quebecois),2043005,lait,milk,1,lait,470,4,470,7.7893617021276595,0,265,0
sauter,99,99,8,2,32,2,6,French (Quebecois),2043005,saut,jump,12,"sauté, sautes, saute, sauter, sautaient, sauts, saut, sauterai, sauta, sautée, sautait, sautez",411,6,411,8.344400543183339,8,131,27
cuisine,343,343,8.685131195335277,NA,203,NA,7,French (Quebecois),2043005,cuisin,kitchen,4,"cuisine, cuisines, cuisiner, cuisiné",364,7.5,364,7.710866132167152,0,208,0
couchés,9,9,8.333333333333334,NA,4,NA,7,French (Quebecois),2043005,couch,diaper,11,"coucher, couchée, couche, couches, couché, couchés, coucha, couch, couchant, couchaient, couchées",619,7,619,8.431990312425095,7,310,9
grand-maman,26,26,5.576923076923077,NA,14,3,11,French (Quebecois),2043005,grand-maman,grandma,1,grand-maman,26,11,26,5.576923076923077,0,14,3
grand-papa,17,17,6,4,3,1,10,French (Quebecois),2043005,grand-pap,grandpa,1,grand-papa,17,10,17,6,4,3,1
tante,31,31,11.225806451612904,NA,4,1,5,French (Quebecois),2043005,tant,aunt,5,"tant, tante, tantes, mat, mati",209,4.4,209,7.7835463834902825,1,21,39
mettrai,22,22,12.181818181818182,NA,NA,NA,7,French (Quebecois),2043005,mettr,put,7,"mettre, mettra, mettrai, mettras, mettrais, mettrez, mettrait",4866,7,4866,11.547837848434382,1,449,43
coller,118,118,7.415254237288136,NA,31,2,6,French (Quebecois),2043005,coll,necklace,17,"collé, colle, coller, collant, collants, collier, collantes, collait, collée, collés, collées, colles, collaient, colliers, collera, collante, collez",717,6.882352941176471,717,8.291534011062227,3,302,12
cassée,159,159,7.6415094339622645,3,89,1,6,French (Quebecois),2043005,cass,break,18,"cassé, casser, casse, cassée, cassés, casses, cassais, cassées, casserait, casseront, brisé, briser, brisée, brise, casserai, cass, casserais, cassait",1405,6.444444444444445,1405,9.308234439234099,21,635,17
cassée,159,159,7.6415094339622645,3,89,1,6,French (Quebecois),2043005,cass,broken,18,"cassé, casser, casse, cassée, cassés, casses, cassais, cassées, casserait, casseront, brisé, briser, brisée, brise, casserai, cass, casserais, cassait",1405,6.444444444444445,1405,9.308234439234099,21,635,17
nonante,1,1,3,NA,NA,NA,7,French (Quebecois),2043005,non,no,3,"non, nonante, none",24496,4.666666666666667,24496,4.4633917268977905,4537,5881,9889
bercer,7,7,8.285714285714286,NA,1,NA,6,French (Quebecois),2043005,berc,rock (action),4,"bercer, berces, berçant, berce",10,6,10,5.571428571428571,0,3,0
âne,57,57,7.052631578947368,2,37,NA,3,French (Quebecois),2043005,âne,donkey,2,"ânes, âne",72,3.5,72,7.692982456140351,2,45,0
déchiré,73,73,8.123287671232877,1,43,NA,7,French (Quebecois),2043005,déchir,tear,8,"déchiré, déchirer, déchirée, déchires, déchire, déchirant, déchirera, déchirez",176,8,176,7.505388580387486,3,85,0
canards,114,114,7.184210526315789,NA,59,1,7,French (Quebecois),2043005,canard,duck,2,"canard, canards",573,6.5,573,6.586658640064213,16,344,6
pommes,171,171,8.257309941520468,1,96,1,6,French (Quebecois),2043005,pomm,apple,3,"pomme, pommes, pomm",573,5,573,5.380865574854288,13,297,38
goûter,291,291,7.216494845360825,3,145,1,6,French (Quebecois),2043005,goût,taste,10,"goûter, goûte, goûté, goûts, goûtes, goût, goûterait, goûtera, goûters, goûtée",480,6,480,8.803471725810686,8,211,11
boire,551,551,7.500907441016334,6,206,6,5,French (Quebecois),2043005,boir,drink (action),6,"boire, boirait, boirai, boira, boirais, boiras",559,6,559,10.375151240169389,6,207,6
pâte,219,219,9.538812785388128,NA,27,2,4,French (Quebecois),2043005,pât,pasta,8,"pâte, pâtés, pâtes, nouilles, spaghettis, pâté, spaghetti, nouille",561,6.5,561,7.2217679812566065,7,189,2
lèches,10,10,6,NA,3,NA,6,French (Quebecois),2043005,lech,lick,7,"lèches, lèche, lécher, léché, léchée, léchant, léchais",68,6,68,8.055555555555555,3,13,5
attrapé,94,94,6.074468085106383,9,28,2,7,French (Quebecois),2043005,attrap,catch,8,"attraper, attrape, attrapé, attrapées, attrapée, attrapes, attrapés, attraperais",362,8.25,362,6.850292666906305,20,107,22
bulle,21,21,5.428571428571429,NA,12,NA,5,French (Quebecois),2043005,bull,bubbles,2,"bulles, bulle",186,5.5,186,6.280952380952382,1,115,1
enlevée,13,13,7.6923076923076925,NA,8,NA,7,French (Quebecois),2043005,enlev,take off,15,"enlever, enlevé, enlève, enlevée, enlevait, enlèves, enlevés, enlevant, enlèvera, enlèverais, enlevées, enlèveras, enlevez, enlèveront, enlèverez",1397,7.8,1397,8.25849308399279,7,197,128
jettes,95,95,6.842105263157895,NA,16,NA,6,French (Quebecois),2043005,jet,dump,14,"jeter, jettes, jette, jeté, jetée, jetant, jetteras, jettera, jetés, jetait, jetées, jetais, jet, jets",471,5.428571428571429,471,9.49194317215438,0,94,8
partir,229,229,8.301310043668122,2,78,NA,6,French (Quebecois),2043005,part,all gone,21,"part, partie, partir, parti, partez, partis, parte, partant, partira, partirait, partiras, partirai, parties, partait, parta, parts, partit, partes, partirais, partais, partaient",1258,6.571428571428571,1258,8.397501854390397,15,464,12
grimper,31,31,7.032258064516129,NA,11,NA,7,French (Quebecois),2043005,grimp,climb,25,"grimpé, monte, monter, montes, grimper, grimpe, grimpes, montés, montée, monté, grimpés, mont, montais, montait, montant, monta, montées, montez, grimpant, montantes, montaient, grimpais, montera, monterai, grimpait",1385,6.68,1385,10.777177586073408,16,264,38
glisse,105,105,7.333333333333333,NA,37,NA,6,French (Quebecois),2043005,gliss,slide (action),14,"glissé, glisse, glisser, glisses, glisseras, glisseraient, glissant, glissais, glissait, glissa, glissés, glissaient, glissantes, glissants",239,8.071428571428571,239,14.46534757588535,0,100,0
chanter,187,187,7.625668449197861,NA,69,NA,7,French (Quebecois),2043005,chant,sing,17,"chantes, chante, chanter, chantée, chant, chanté, chantera, chantais, chantaient, chanteras, chantez, chantait, chantant, chants, chanterait, chanterez, chanterais",728,7.705882352941177,728,8.377059359325795,3,257,33
tape,133,133,6.962406015037594,11,17,14,4,French (Quebecois),2043005,tap,hit,11,"taper, tape, tapé, tapes, tap, tapez, tapant, tapait, tapées, tapée, tapas",359,4.909090909090909,359,8.443060129663,11,66,19
tape,133,133,6.962406015037594,11,17,14,4,French (Quebecois),2043005,tap,pattycake,11,"taper, tape, tapé, tapes, tap, tapez, tapant, tapait, tapées, tapée, tapas",359,4.909090909090909,359,8.443060129663,11,66,19
papillon,244,244,5.327868852459017,30,155,1,8,French (Quebecois),2043005,papillon,butterfly,4,"papillon, papillons, papillonne, papillonner",294,9.5,294,8.545508879781421,30,187,1
pipi,534,534,8.378277153558052,11,220,4,4,French (Quebecois),2043005,pip,go potty,7,"caca, pipi, pipis, cacas, pipe, pipit, pip",992,4.285714285714286,992,6.718701247500774,32,444,14
toilettes,86,86,7.651162790697675,1,55,NA,9,French (Quebecois),2043005,toilet,bathroom,4,"toilettes, salle+de+bains, toilette, salle+de+bain",243,11,243,8.55136392999765,1,157,2
parc,123,123,9.073170731707316,NA,63,NA,4,French (Quebecois),2043005,parc,park,3,"parce, parc, parcs",4091,4.666666666666667,4091,9.559601116818229,0,65,1485
parc,123,123,9.073170731707316,NA,63,NA,4,French (Quebecois),2043005,parc,play pen,3,"parce, parc, parcs",4091,4.666666666666667,4091,9.559601116818229,0,65,1485
joué,220,220,8.372727272727273,NA,43,NA,4,French (Quebecois),2043005,jou,cheek,16,"jouer, joue, joues, joué, jouait, jouais, joueras, jouera, jouaient, jouez, jouerait, jouerais, jouant, jouée, joua, jouiez",3526,5.8125,3526,9.144204683899634,3,743,34
joué,220,220,8.372727272727273,NA,43,NA,4,French (Quebecois),2043005,jou,play,16,"jouer, joue, joues, joué, jouait, jouais, joueras, jouera, jouaient, jouez, jouerait, jouerais, jouant, jouée, joua, jouiez",3526,5.8125,3526,9.144204683899634,3,743,34
pâtés,10,10,7.2,NA,3,NA,5,French (Quebecois),2043005,pât,pasta,8,"pâte, pâtés, pâtes, nouilles, spaghettis, pâté, spaghetti, nouille",561,6.5,561,7.2217679812566065,7,189,2
coup,622,622,10.241157556270096,NA,169,3,4,French (Quebecois),2043005,coup,cut,16,"couper, coup, coups, coupe, coupé, coupes, coupée, coupais, coupés, couperas, coupez, coupées, coupait, couperai, coupant, coupera",1416,6.25,1416,8.70482217695067,20,391,27
bain,811,811,8.705302096177558,2,484,NA,4,French (Quebecois),2043005,bain,bath,2,"bain, bains",826,4.5,826,10.719317714755444,2,492,0
bain,811,811,8.705302096177558,2,484,NA,4,French (Quebecois),2043005,bain,bathtub,2,"bain, bains",826,4.5,826,10.719317714755444,2,492,0
collant,45,45,7.377777777777778,1,24,NA,7,French (Quebecois),2043005,coll,necklace,17,"collé, colle, coller, collant, collants, collier, collantes, collait, collée, collés, collées, colles, collaient, colliers, collera, collante, collez",717,6.882352941176471,717,8.291534011062227,3,302,12
bains,15,15,12.733333333333333,NA,8,NA,5,French (Quebecois),2043005,bain,bath,2,"bain, bains",826,4.5,826,10.719317714755444,2,492,0
bains,15,15,12.733333333333333,NA,8,NA,5,French (Quebecois),2043005,bain,bathtub,2,"bain, bains",826,4.5,826,10.719317714755444,2,492,0
salon,79,79,8.949367088607595,NA,53,NA,5,French (Quebecois),2043005,salon,living room,1,salon,79,5,79,8.949367088607595,0,53,0
brosser,23,23,7.304347826086956,NA,4,2,7,French (Quebecois),2043005,bross,brush (action),7,"brosser, brosse, brosses, brossé, brossées, brossais, brossaient",137,7.428571428571429,137,8.180383022774327,0,46,3
brosser,23,23,7.304347826086956,NA,4,2,7,French (Quebecois),2043005,bross,brush (object),7,"brosser, brosse, brosses, brossé, brossées, brossais, brossaient",137,7.428571428571429,137,8.180383022774327,0,46,3
boutons,142,142,8.070422535211268,NA,62,1,7,French (Quebecois),2043005,bouton,button,4,"boutons, bouton, boutonné, boutonne",357,7.25,357,7.934272300469484,1,151,1
couverture,85,85,7.305882352941176,2,44,NA,10,French (Quebecois),2043005,couvertur,blanket,5,"couverture, couverts, couvert, couvertures, couverte",144,8.8,144,7.207330316742081,2,78,0
courant,39,39,8.333333333333334,NA,20,2,7,French (Quebecois),2043005,cour,run,10,"courant, cours, courir, courants, cour, courais, courait, couraient, courez, coure",286,6.4,286,8.635310680776035,2,109,7
courant,39,39,8.333333333333334,NA,20,2,7,French (Quebecois),2043005,cour,yard,10,"courant, cours, courir, courants, cour, courais, courait, couraient, courez, coure",286,6.4,286,8.635310680776035,2,109,7
camion,406,406,7.238916256157635,6,211,2,6,French (Quebecois),2043005,camion,truck,2,"camion, camions",434,6.5,434,8.476600985221674,6,222,2
biscuits,26,26,8,NA,18,NA,8,French (Quebecois),2043005,biscuit,cookie,2,"biscuit, biscuits",78,7.5,78,7.365384615384615,1,50,0
réveille,72,72,8.402777777777779,NA,31,NA,8,French (Quebecois),2043005,réveil,wake,14,"réveille, réveillé, réveillée, réveillant, réveilleras, réveiller, réveil, réveillés, réveillait, réveilles, réveillées, réveillerait, réveilla, réveils",273,9,273,9.977664563708121,0,131,0
réveillé,54,54,8.777777777777779,NA,19,NA,8,French (Quebecois),2043005,réveil,wake,14,"réveille, réveillé, réveillée, réveillant, réveilleras, réveiller, réveil, réveillés, réveillait, réveilles, réveillées, réveillerait, réveilla, réveils",273,9,273,9.977664563708121,0,131,0
finis,125,125,6.792,2,13,25,5,French (Quebecois),2043005,fin,finish,20,"fini, finit, finir, finis, finie, fin, finisses, finiras, finisse, finissais, fines, finissons, fine, fins, finira, finirai, finissent, finies, finissez, finirent",2286,6.2,2286,8.978593108491275,68,924,57
finis,125,125,6.792,2,13,25,5,French (Quebecois),2043005,fin,finished,20,"fini, finit, finir, finis, finie, fin, finisses, finiras, finisse, finissais, fines, finissons, fine, fins, finira, finirai, finissent, finies, finissez, finirent",2286,6.2,2286,8.978593108491275,68,924,57
chaud,739,739,7.129905277401894,8,401,NA,5,French (Quebecois),2043005,chaud,hot,5,"chaud, chaudes, chaude, chauds, chaudement",861,6.8,861,6.96314976911968,9,462,2
chemise,49,49,8.081632653061224,NA,18,1,7,French (Quebecois),2043005,chemis,shirt,2,"chemise, chemises",51,7.5,51,7.040816326530612,0,18,1
oreilles,483,483,7.699792960662526,5,286,NA,8,French (Quebecois),2043005,oreil,ear,3,"oreilles, oreille, oreiller",584,7.666666666666667,584,7.3288354157919375,10,338,2
oreilles,483,483,7.699792960662526,5,286,NA,8,French (Quebecois),2043005,oreil,pillow,4,"oreilles, oreille, oreiller, oreillers",588,8,588,7.121626561843954,10,341,2
