word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount
quieras,237,237,6.877637130801688,NA,149,NA,7,Spanish (Mexican),1263959
le,6763,6763,7.668342451574745,8,15,1125,2,Spanish (Mexican),1263959
siguiente,127,127,5.362204724409449,36,40,3,9,Spanish (Mexican),1263959
hoja,193,193,6.419689119170984,3,111,1,4,Spanish (Mexican),1263959
termines,14,14,12.142857142857142,NA,2,NA,8,Spanish (Mexican),1263959
se,17742,17742,7.111712321046105,5,366,3215,2,Spanish (Mexican),1263959
acabó,195,195,3.835897435897436,NA,145,NA,5,Spanish (Mexican),1263959
perfecto,64,64,1.890625,43,13,3,8,Spanish (Mexican),1263959
croar,1,1,1,1,NA,NA,5,Spanish (Mexican),1263959
tarán,5,5,4.4,1,2,NA,5,Spanish (Mexican),1263959
pásalas,1,1,2,NA,1,NA,7,Spanish (Mexican),1263959
dónde,7450,7450,4.6719463087248325,337,467,3477,5,Spanish (Mexican),1263959
quieres,4155,4155,4.9080625752105895,118,825,1049,7,Spanish (Mexican),1263959
ir,1291,1291,9.055770720371806,1,211,9,2,Spanish (Mexican),1263959
maría,997,997,6.181544633901705,73,410,223,5,Spanish (Mexican),1263959
nene,403,403,5.037220843672457,14,249,9,4,Spanish (Mexican),1263959
aquí,10620,10620,5.587947269303202,893,4296,1411,4,Spanish (Mexican),1263959
claro,2597,2597,4.496341932999615,928,359,1004,5,Spanish (Mexican),1263959
que,37773,37773,8.39173483705292,76,383,8083,3,Spanish (Mexican),1263959
al,4831,4831,7.821776029807493,14,34,775,2,Spanish (Mexican),1263959
baño,159,159,6.6415094339622645,3,111,NA,4,Spanish (Mexican),1263959
primero,829,829,6.698431845597105,56,219,212,7,Spanish (Mexican),1263959
hay,5063,5063,6.0979656330238985,19,731,818,3,Spanish (Mexican),1263959
desnudarte,4,4,8.5,NA,2,NA,10,Spanish (Mexican),1263959
después,809,809,7.558714462299135,30,170,157,7,Spanish (Mexican),1263959
cenar,173,173,6.826589595375722,2,100,NA,5,Spanish (Mexican),1263959
vamos,5841,5841,6.535524738914569,482,232,2041,5,Spanish (Mexican),1263959
espera,1073,1073,4.259086672879777,378,178,368,6,Spanish (Mexican),1263959
quitarte,6,6,6.833333333333333,NA,NA,NA,8,Spanish (Mexican),1263959
ropita,12,12,7.25,NA,5,1,6,Spanish (Mexican),1263959
hace,3701,3701,5.801405025668738,6,950,202,4,Spanish (Mexican),1263959
nena,419,419,6.126491646778043,9,237,5,4,Spanish (Mexican),1263959
nenita,3,3,7,NA,2,NA,6,Spanish (Mexican),1263959
dile,1124,1124,3.351423487544484,516,66,411,4,Spanish (Mexican),1263959
haces,1111,1111,5.612061206120612,NA,432,28,5,Spanish (Mexican),1263959
mamá,3352,3352,6.246718377088306,163,1550,283,4,Spanish (Mexican),1263959
xxx,2569,2569,4.142857142857143,944,790,488,3,Spanish (Mexican),1263959
frío,348,348,6.761494252873563,5,190,3,4,Spanish (Mexican),1263959
o,4922,4922,8.419138561560342,111,159,1128,1,Spanish (Mexican),1263959
no,38044,38044,5.828882346756387,4801,6395,12338,2,Spanish (Mexican),1263959
tetes,7,7,5.571428571428571,NA,3,1,5,Spanish (Mexican),1263959
tiene,3412,3412,6.422626025791325,8,492,489,5,Spanish (Mexican),1263959
quitarle,17,17,6.352941176470588,NA,1,1,8,Spanish (Mexican),1263959
los,9454,9454,7.778189126295747,12,53,1346,3,Spanish (Mexican),1263959
pantalones,73,73,5.3561643835616435,1,40,1,10,Spanish (Mexican),1263959
es,24973,24973,5.762863893004445,49,6137,3894,2,Spanish (Mexican),1263959
difícil,125,125,6.104,NA,58,NA,7,Spanish (Mexican),1263959
a_ver,8573,8573,5.863408375131226,871,1279,4574,5,Spanish (Mexican),1263959
pie,329,329,6.075987841945289,5,203,NA,3,Spanish (Mexican),1263959
braguitas,36,36,4.888888888888889,1,20,NA,9,Spanish (Mexican),1263959
túmbate,8,8,3.75,4,NA,3,7,Spanish (Mexican),1263959
un,14143,14143,6.439157180230502,206,240,3848,2,Spanish (Mexican),1263959
poquito,854,854,6.843091334894614,2,329,4,7,Spanish (Mexican),1263959
tienes,3243,3243,6.827937095282146,8,387,583,6,Spanish (Mexican),1263959
ojitos,33,33,4.9393939393939394,2,16,NA,6,Spanish (Mexican),1263959
irritados,1,1,4,NA,1,NA,9,Spanish (Mexican),1263959
pupa,378,378,4.619047619047619,49,219,14,4,Spanish (Mexican),1263959
en,12873,12873,8.289520702245008,26,44,2468,2,Spanish (Mexican),1263959
aupa,14,14,2.642857142857143,3,7,3,4,Spanish (Mexican),1263959
está,11079,11079,5.192526401299756,39,2552,2049,4,Spanish (Mexican),1263959
jabón,104,104,5.269230769230769,14,52,1,5,Spanish (Mexican),1263959
para,6105,6105,7.365929565929566,43,74,1698,4,Spanish (Mexican),1263959
mi,1850,1850,8.054594594594594,10,131,117,2,Spanish (Mexican),1263959
niña,1290,1290,6.4728682170542635,30,654,40,4,Spanish (Mexican),1263959
dame,897,897,3.420289855072464,207,66,457,4,Spanish (Mexican),1263959
manitas,37,37,5.135135135135135,NA,25,1,7,Spanish (Mexican),1263959
te,18702,18702,7.492193348304994,3,37,3580,2,Spanish (Mexican),1263959
una,8744,8744,6.434240622140897,263,389,2268,3,Spanish (Mexican),1263959
cosita,70,70,6.328571428571428,2,37,NA,6,Spanish (Mexican),1263959
jugar,1509,1509,7.23923127899271,18,553,29,5,Spanish (Mexican),1263959
gel,17,17,5.9411764705882355,NA,7,1,3,Spanish (Mexican),1263959
gusta,2241,2241,6.908522980812138,NA,721,NA,5,Spanish (Mexican),1263959
bonito,870,870,5.3068965517241375,3,495,1,6,Spanish (Mexican),1263959
escurre,5,5,5.2,NA,2,NA,7,Spanish (Mexican),1263959
hija,463,463,6.552915766738661,1,293,31,4,Spanish (Mexican),1263959
me,9340,9340,7.9776231263383295,10,28,1923,2,Spanish (Mexican),1263959
has,4072,4072,7.107072691552063,1,8,468,3,Spanish (Mexican),1263959
duchado,3,3,5.333333333333333,NA,NA,NA,7,Spanish (Mexican),1263959
duchada,1,1,6,NA,NA,NA,7,Spanish (Mexican),1263959
champú,21,21,6.095238095238095,3,7,1,6,Spanish (Mexican),1263959
coges,102,102,6.0588235294117645,1,36,7,5,Spanish (Mexican),1263959
agüita,64,64,4.859375,3,48,3,6,Spanish (Mexican),1263959
otro,2628,2628,6.657534246575342,182,611,360,4,Spanish (Mexican),1263959
tapón,22,22,4.545454545454546,2,11,NA,5,Spanish (Mexican),1263959
eches,13,13,8.461538461538462,NA,2,NA,5,Spanish (Mexican),1263959
colonia,56,56,6.303571428571429,7,33,NA,7,Spanish (Mexican),1263959
toma,2363,2363,2.223867964451968,1447,174,603,4,Spanish (Mexican),1263959
él,1180,1180,7.514406779661017,8,402,118,2,Spanish (Mexican),1263959
éste,4194,4194,5.469718645684311,242,1305,1059,4,Spanish (Mexican),1263959
dos,2278,2278,5.767339771729588,170,599,259,3,Spanish (Mexican),1263959
así,5583,5583,4.755507791509941,1743,1463,1145,3,Spanish (Mexican),1263959
uno,1602,1602,5.7084893882646695,213,415,379,3,Spanish (Mexican),1263959
cada,226,226,8.93362831858407,NA,4,35,4,Spanish (Mexican),1263959
mano,735,735,6.668027210884354,17,490,1,4,Spanish (Mexican),1263959
cántame,17,17,9.058823529411764,NA,NA,12,7,Spanish (Mexican),1263959
canción,294,294,7.615646258503402,NA,122,NA,7,Spanish (Mexican),1263959
del,2491,2491,8.076676033721396,5,19,172,3,Spanish (Mexican),1263959
chino,9,9,7.888888888888889,NA,5,NA,5,Spanish (Mexican),1263959
cómo,6427,6427,5.392407032830247,348,105,2642,4,Spanish (Mexican),1263959
chinito,4,4,2.75,NA,4,NA,7,Spanish (Mexican),1263959
soy,392,392,6.533163265306122,1,28,64,3,Spanish (Mexican),1263959
capuchino,3,3,10,NA,NA,NA,9,Spanish (Mexican),1263959
mandarín,3,3,10,NA,NA,NA,8,Spanish (Mexican),1263959
chin,11,11,6.636363636363637,1,7,1,4,Spanish (Mexican),1263959
era,2054,2054,6.786270691333982,3,366,268,3,Spanish (Mexican),1263959
bón_bón_bón,1,1,9,NA,1,NA,11,Spanish (Mexican),1263959
www,837,837,2.7228195937873356,598,146,26,3,Spanish (Mexican),1263959
bón_bón,2,2,9.5,NA,2,NA,7,Spanish (Mexican),1263959
aclarale,1,1,4,NA,NA,NA,8,Spanish (Mexican),1263959
pelito,9,9,8.222222222222221,NA,5,NA,6,Spanish (Mexican),1263959
echa,121,121,5.933884297520661,9,21,31,4,Spanish (Mexican),1263959
cabecita,43,43,6.976744186046512,1,17,NA,8,Spanish (Mexican),1263959
atrás,137,137,6.700729927007299,1,87,1,5,Spanish (Mexican),1263959
pongas,105,105,8.504761904761905,NA,13,NA,6,Spanish (Mexican),1263959
caes,109,109,5.009174311926605,NA,78,NA,4,Spanish (Mexican),1263959
más,7806,7806,6.133999487573662,230,2510,512,3,Spanish (Mexican),1263959
estás,1353,1353,5.198078344419808,1,169,256,5,Spanish (Mexican),1263959
apa,11,11,6.181818181818182,NA,2,3,3,Spanish (Mexican),1263959
oy,545,545,2.6293577981651377,372,12,150,2,Spanish (Mexican),1263959
salgamos,3,3,2.3333333333333335,NA,3,NA,8,Spanish (Mexican),1263959
vestir,33,33,8.393939393939394,NA,16,1,6,Spanish (Mexican),1263959
carita,40,40,5.95,NA,17,1,6,Spanish (Mexican),1263959
vestimos,7,7,5.428571428571429,NA,4,NA,8,Spanish (Mexican),1263959
lo,12815,12815,7.302380023410066,14,15,1670,2,Spanish (Mexican),1263959
mami,140,140,4.742857142857143,16,86,11,4,Spanish (Mexican),1263959
tapar,36,36,5.361111111111111,1,13,NA,5,Spanish (Mexican),1263959
venga,9044,9044,2.9296771340114995,4855,887,2610,5,Spanish (Mexican),1263959
entran,55,55,6.654545454545454,NA,13,7,6,Spanish (Mexican),1263959
mimos,14,14,6.714285714285714,NA,6,NA,5,Spanish (Mexican),1263959
mimitos,4,4,4.5,NA,3,NA,7,Spanish (Mexican),1263959
cuéntame,1194,1194,5.922110552763819,95,207,323,8,Spanish (Mexican),1263959
historia,406,406,7.642857142857143,1,248,1,8,Spanish (Mexican),1263959
anda,1337,1337,3.8773373223635006,485,205,517,4,Spanish (Mexican),1263959
cuentas,505,505,7.6158415841584155,NA,155,2,7,Spanish (Mexican),1263959
dilo,431,431,2.7958236658932716,35,21,302,4,Spanish (Mexican),1263959
secamos,6,6,6,NA,1,1,7,Spanish (Mexican),1263959
pelo,267,267,7.2209737827715355,5,135,3,4,Spanish (Mexican),1263959
estoy,455,455,6.481318681318681,4,55,83,5,Spanish (Mexican),1263959
pisando,13,13,6.153846153846154,NA,4,NA,7,Spanish (Mexican),1263959
todo,1847,1847,6.964266377910125,34,648,216,4,Spanish (Mexican),1263959
agua,1048,1048,6.092557251908397,71,592,45,4,Spanish (Mexican),1263959
secarse,4,4,3.75,NA,3,NA,7,Spanish (Mexican),1263959
cabeza,419,419,7.2243436754176615,NA,248,3,6,Spanish (Mexican),1263959
avión,248,248,4.741935483870968,4,167,1,5,Spanish (Mexican),1263959
visto,1089,1089,8.026629935720845,NA,433,NA,5,Spanish (Mexican),1263959
vale,5138,5138,4.121837290774621,2132,1757,833,4,Spanish (Mexican),1263959
ponerte,51,51,7.392156862745098,NA,7,1,7,Spanish (Mexican),1263959
crema,63,63,7.285714285714286,NA,26,3,5,Spanish (Mexican),1263959
voy,1922,1922,8.111862643080125,25,203,202,3,Spanish (Mexican),1263959
por,5769,5769,7.3298665279944535,17,17,1632,3,Spanish (Mexican),1263959
esperas,16,16,5.75,NA,5,2,7,Spanish (Mexican),1263959
eres,931,931,5.998925886143931,1,133,147,4,Spanish (Mexican),1263959
mala,292,292,5.332191780821918,43,142,6,4,Spanish (Mexican),1263959
da,732,732,7.135245901639344,3,87,68,2,Spanish (Mexican),1263959
manita,103,103,6.728155339805825,2,59,NA,6,Spanish (Mexican),1263959
papá,2922,2922,5.876112251882272,107,1406,258,4,Spanish (Mexican),1263959
mnn,70,70,2.4857142857142858,48,9,8,3,Spanish (Mexican),1263959
sido,198,198,6.96969696969697,NA,47,NA,4,Spanish (Mexican),1263959
buena,276,276,5.757246376811594,7,116,11,5,Spanish (Mexican),1263959
hoy,632,632,7.617088607594937,5,208,125,3,Spanish (Mexican),1263959
tan,521,521,8.27831094049904,2,23,33,3,Spanish (Mexican),1263959
calidad,1,1,6,NA,NA,NA,7,Spanish (Mexican),1263959
verdad,2282,2282,5.8128834355828225,227,1625,76,6,Spanish (Mexican),1263959
corazón,84,84,5.059523809523809,2,51,3,7,Spanish (Mexican),1263959
puedo,297,297,6.700336700336701,1,43,21,5,Spanish (Mexican),1263959
pasar,217,217,7.663594470046083,1,89,NA,5,Spanish (Mexican),1263959
estabas,250,250,7.98,NA,18,23,7,Spanish (Mexican),1263959
damos,127,127,7.275590551181103,NA,18,5,5,Spanish (Mexican),1263959
darle,104,104,8.64423076923077,NA,6,2,5,Spanish (Mexican),1263959
prisa,113,113,3.47787610619469,NA,95,NA,5,Spanish (Mexican),1263959
fría,71,71,5.098591549295775,1,46,2,4,Spanish (Mexican),1263959
doy,326,326,6.180981595092025,NA,106,NA,3,Spanish (Mexican),1263959
camiseta,106,106,5.528301886792453,NA,54,2,8,Spanish (Mexican),1263959
quemada,3,3,4.666666666666667,NA,2,NA,7,Spanish (Mexican),1263959
radiador,6,6,9.333333333333334,NA,4,NA,8,Spanish (Mexican),1263959
quema,136,136,3.8970588235294117,17,52,20,5,Spanish (Mexican),1263959
pero,7213,7213,7.868847913489533,33,49,4565,4,Spanish (Mexican),1263959
quemó,8,8,14.5,NA,4,NA,5,Spanish (Mexican),1263959
amarilla,205,205,4.434146341463415,32,137,5,8,Spanish (Mexican),1263959
porque,3417,3417,9.28475270705297,25,48,1487,6,Spanish (Mexican),1263959
tapamos,10,10,4.1,NA,4,2,7,Spanish (Mexican),1263959
poco,1044,1044,8.693486590038313,1,248,8,4,Spanish (Mexican),1263959
piernas,71,71,6.647887323943662,1,31,NA,7,Spanish (Mexican),1263959
ahora,5948,5948,6.19334229993275,127,931,2320,5,Spanish (Mexican),1263959
puesta,31,31,7.967741935483871,NA,20,NA,6,Spanish (Mexican),1263959
quitar,185,185,8.762162162162163,NA,55,1,6,Spanish (Mexican),1263959
caca,231,231,4.696969696969697,36,120,15,4,Spanish (Mexican),1263959
piececitos,3,3,5.666666666666667,NA,1,NA,10,Spanish (Mexican),1263959
han,1060,1060,7.923584905660378,NA,4,52,3,Spanish (Mexican),1263959
perdido,154,154,6.220779220779221,NA,85,2,7,Spanish (Mexican),1263959
tijeras,18,18,6.555555555555555,NA,14,NA,7,Spanish (Mexican),1263959
hacer,2463,2463,7.797401542833942,NA,621,12,5,Spanish (Mexican),1263959
pies,172,172,6.726744186046512,4,110,NA,4,Spanish (Mexican),1263959
piernecitas,5,5,7.4,NA,2,NA,11,Spanish (Mexican),1263959
bonitas,76,76,7.605263157894737,NA,40,NA,7,Spanish (Mexican),1263959
quién,6117,6117,4.94523459212032,205,424,2117,5,Spanish (Mexican),1263959
son,3022,3022,5.7306419589675714,28,580,624,3,Spanish (Mexican),1263959
estas,378,378,8.029100529100528,1,31,48,5,Spanish (Mexican),1263959
esas,284,284,7.330985915492958,3,33,53,4,Spanish (Mexican),1263959
daremos,11,11,7.454545454545454,NA,NA,NA,7,Spanish (Mexican),1263959
cremita,18,18,6.611111111111111,NA,10,3,7,Spanish (Mexican),1263959
cara,318,318,6.849056603773585,3,130,7,4,Spanish (Mexican),1263959
entonces,2932,2932,7.1654160982264665,70,582,1058,8,Spanish (Mexican),1263959
como,3682,3682,7.71835958718088,22,70,1038,4,Spanish (Mexican),1263959
tapa,120,120,5.766666666666667,3,44,34,4,Spanish (Mexican),1263959
donde,543,543,7.366482504604051,11,33,127,5,Spanish (Mexican),1263959
tete,11,11,5.454545454545454,NA,3,NA,4,Spanish (Mexican),1263959
salen,125,125,7.944,NA,22,10,5,Spanish (Mexican),1263959
dice,1252,1252,5.731629392971246,94,413,77,4,Spanish (Mexican),1263959
gruesas,1,1,1,1,NA,NA,7,Spanish (Mexican),1263959
corta,66,66,6.151515151515151,NA,31,2,5,Spanish (Mexican),1263959
con,7418,7418,7.5919385279050955,21,62,1694,3,Spanish (Mexican),1263959
rojeces,1,1,1,1,NA,NA,7,Spanish (Mexican),1263959
ese,3126,3126,5.6394753678822775,167,385,1109,3,Spanish (Mexican),1263959
galleta,67,67,6,9,36,NA,7,Spanish (Mexican),1263959
rica,151,151,4.900662251655629,NA,67,1,4,Spanish (Mexican),1263959
hacemos,662,662,5.880664652567976,2,167,119,7,Spanish (Mexican),1263959
experimentación,1,1,12,NA,NA,NA,15,Spanish (Mexican),1263959
paradigma,1,1,12,NA,NA,NA,9,Spanish (Mexican),1263959
jefa,14,14,10.285714285714286,NA,5,NA,4,Spanish (Mexican),1263959
tu,3805,3805,7.662812089356111,16,144,520,2,Spanish (Mexican),1263959
comes,165,165,7.236363636363636,NA,48,2,5,Spanish (Mexican),1263959
sabes,2456,2456,6.77157980456026,55,718,301,5,Spanish (Mexican),1263959
puedes,755,755,7.365562913907285,14,108,45,6,Spanish (Mexican),1263959
masticar,6,6,6.5,NA,3,NA,8,Spanish (Mexican),1263959
escuchar,65,65,4.892307692307693,1,41,2,8,Spanish (Mexican),1263959
vez,1754,1754,8.391106043329533,NA,731,NA,3,Spanish (Mexican),1263959
come,684,684,4.906432748538012,30,251,60,4,Spanish (Mexican),1263959
hazme,28,28,6.071428571428571,NA,NA,12,5,Spanish (Mexican),1263959
caso,123,123,9.34959349593496,NA,53,NA,4,Spanish (Mexican),1263959
masticando,5,5,4.6,1,3,NA,10,Spanish (Mexican),1263959
escuchando,23,23,6.434782608695652,NA,10,NA,10,Spanish (Mexican),1263959
esto,5685,5685,5.0636763412489,181,1922,1544,4,Spanish (Mexican),1263959
esperes,3,3,4.666666666666667,NA,3,NA,7,Spanish (Mexican),1263959
espero,29,29,4.551724137931035,7,13,3,6,Spanish (Mexican),1263959
hazle,54,54,5.111111111111111,NA,4,26,5,Spanish (Mexican),1263959
escúchame,114,114,2.245614035087719,64,23,20,9,Spanish (Mexican),1263959
serios,4,4,7.5,NA,1,NA,6,Spanish (Mexican),1263959
importante,33,33,8.666666666666666,NA,17,NA,10,Spanish (Mexican),1263959
decírmelo,1,1,5,NA,NA,NA,9,Spanish (Mexican),1263959
seriamente,1,1,5,NA,NA,NA,10,Spanish (Mexican),1263959
yo,6144,6144,7.674641927083333,106,833,1944,2,Spanish (Mexican),1263959
creo,517,517,8.398452611218568,14,61,29,4,Spanish (Mexican),1263959
escucha,252,252,2.738095238095238,146,38,38,7,Spanish (Mexican),1263959
mientras,156,156,10.256410256410257,1,14,25,8,Spanish (Mexican),1263959
cométe,1,1,4,NA,NA,NA,6,Spanish (Mexican),1263959
oye,2964,2964,6.0425101214574894,540,142,2049,3,Spanish (Mexican),1263959
calle,374,374,7.874331550802139,2,208,NA,5,Spanish (Mexican),1263959
porqué,1478,1478,3.740189445196211,488,121,477,6,Spanish (Mexican),1263959
hora,239,239,7.7280334728033475,1,49,5,4,Spanish (Mexican),1263959
dices,651,651,5.969278033794163,5,293,10,5,Spanish (Mexican),1263959
dormir,826,826,6.242130750605327,7,484,3,6,Spanish (Mexican),1263959
papilla,17,17,7.235294117647059,3,6,NA,7,Spanish (Mexican),1263959
buenísima,8,8,5.375,NA,5,NA,9,Spanish (Mexican),1263959
acércame,2,2,14.5,NA,NA,1,8,Spanish (Mexican),1263959
pijama,58,58,7.551724137931035,NA,32,NA,6,Spanish (Mexican),1263959
volver,41,41,10.609756097560975,NA,7,1,6,Spanish (Mexican),1263959
adelante,34,34,6.5,6,11,5,8,Spanish (Mexican),1263959
otra,2554,2554,5.950665622552858,85,343,569,4,Spanish (Mexican),1263959
encima,326,326,7.656441717791411,7,75,39,6,Spanish (Mexican),1263959
esa,2037,2037,6.004418262150221,77,187,691,3,Spanish (Mexican),1263959
silla,421,421,6.332541567695962,6,237,2,5,Spanish (Mexican),1263959
tengo,1202,1202,6.837770382695507,12,178,180,5,Spanish (Mexican),1263959
olvidado,89,89,8.382022471910112,NA,35,NA,8,Spanish (Mexican),1263959
mitad,32,32,11.6875,NA,8,NA,5,Spanish (Mexican),1263959
cosas,1371,1371,7.673960612691466,4,520,6,5,Spanish (Mexican),1263959
hacerle,42,42,9.214285714285714,NA,7,NA,7,Spanish (Mexican),1263959
puñeta,2,2,10,NA,NA,NA,6,Spanish (Mexican),1263959
cosa,889,889,8.361079865016873,NA,374,6,4,Spanish (Mexican),1263959
llama,2134,2134,6.00328022492971,3,867,51,5,Spanish (Mexican),1263959
nombre,317,317,7.075709779179811,NA,113,2,6,Spanish (Mexican),1263959
haciendo,1327,1327,5.899020346646571,1,570,17,8,Spanish (Mexican),1263959
mí,979,979,7.4085801838610825,NA,507,NA,2,Spanish (Mexican),1263959
quiero,794,794,7.0226700251889165,4,109,100,6,Spanish (Mexican),1263959
ti,1367,1367,7.558156547183613,3,424,4,2,Spanish (Mexican),1263959
comprendes,4,4,4.75,2,1,NA,10,Spanish (Mexican),1263959
habla,289,289,6.311418685121107,4,37,105,5,Spanish (Mexican),1263959
hombre,678,678,5.371681415929204,103,215,199,6,Spanish (Mexican),1263959
personalidad,7,7,9.142857142857142,NA,4,NA,12,Spanish (Mexican),1263959
miguitas,4,4,6.5,1,NA,NA,8,Spanish (Mexican),1263959
culito,25,25,5.64,1,10,1,6,Spanish (Mexican),1263959
puede,889,889,7.158605174353206,2,122,27,5,Spanish (Mexican),1263959
comer,1690,1690,7.1189349112426035,19,823,11,5,Spanish (Mexican),1263959
están,2241,2241,5.921017402945114,5,292,386,5,Spanish (Mexican),1263959
cambiando,5,5,12.4,NA,2,NA,9,Spanish (Mexican),1263959
ahí,5988,5988,4.7798931195724785,899,1887,1520,3,Spanish (Mexican),1263959
nenes,158,158,6.7215189873417724,NA,79,2,5,Spanish (Mexican),1263959
pues,5113,5113,6.7492665753960495,41,223,3203,4,Spanish (Mexican),1263959
cómete,38,38,5.315789473684211,NA,NA,17,6,Spanish (Mexican),1263959
luego,1518,1518,7.932147562582345,19,277,302,5,Spanish (Mexican),1263959
pregunto,20,20,6.5,NA,9,1,8,Spanish (Mexican),1263959
mismo,337,337,7.919881305637982,NA,136,NA,5,Spanish (Mexican),1263959
escuchas,28,28,3.5,5,12,NA,8,Spanish (Mexican),1263959
ponte,223,223,4.973094170403588,3,3,122,5,Spanish (Mexican),1263959
boca,357,357,6.728291316526611,11,180,11,4,Spanish (Mexican),1263959
llena,43,43,7.372093023255814,NA,11,2,5,Spanish (Mexican),1263959
mastica,7,7,2,3,3,1,7,Spanish (Mexican),1263959
chan,13,13,4.076923076923077,1,11,1,4,Spanish (Mexican),1263959
vas,3675,3675,7.430204081632653,6,248,303,3,Spanish (Mexican),1263959
poner,1404,1404,8.275641025641026,1,326,10,5,Spanish (Mexican),1263959
dí,85,85,4.988235294117647,20,12,22,2,Spanish (Mexican),1263959
malo,611,611,4.648117839607202,112,326,20,4,Spanish (Mexican),1263959
dicho,863,863,8.156431054461182,NA,284,NA,5,Spanish (Mexican),1263959
slobin,7,7,10,NA,1,NA,6,Spanish (Mexican),1263959
guardera,2,2,8.5,NA,1,NA,8,Spanish (Mexican),1263959
manipulas,1,1,10,NA,NA,1,9,Spanish (Mexican),1263959
tanto,217,217,8.350230414746544,1,65,7,5,Spanish (Mexican),1263959
gustan,501,501,7.145708582834331,NA,148,NA,6,Spanish (Mexican),1263959
pitufos,12,12,9.666666666666666,NA,7,NA,7,Spanish (Mexican),1263959
deje,14,14,11.214285714285714,NA,1,NA,4,Spanish (Mexican),1263959
chomsky,5,5,7,NA,3,NA,7,Spanish (Mexican),1263959
di,550,550,4.572727272727272,149,29,244,2,Spanish (Mexican),1263959
tampoco,452,452,4.880530973451328,63,149,55,7,Spanish (Mexican),1263959
nos,1404,1404,8.179487179487179,1,1,257,3,Spanish (Mexican),1263959
tienen,634,634,7.296529968454259,1,74,67,6,Spanish (Mexican),1263959
dar,743,743,8.88963660834455,NA,146,NA,3,Spanish (Mexican),1263959
beca,1,1,11,NA,NA,NA,4,Spanish (Mexican),1263959
colega,5,5,7.8,NA,2,NA,6,Spanish (Mexican),1263959
vayas,94,94,8.202127659574469,NA,20,NA,5,Spanish (Mexican),1263959
dejas,151,151,6.450331125827814,NA,26,NA,5,Spanish (Mexican),1263959
