word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount
relacionada,1,1,10,NA,NA,NA,11,Spanish (Mexican),1263959
afectó,1,1,9,NA,NA,NA,6,Spanish (Mexican),1263959
conservatorio,5,5,11.6,NA,2,NA,13,Spanish (Mexican),1263959
danza,7,7,11,NA,4,NA,5,Spanish (Mexican),1263959
mona,23,23,4.304347826086956,5,8,NA,4,Spanish (Mexican),1263959
novia,37,37,7.864864864864865,NA,28,NA,5,Spanish (Mexican),1263959
pedirle,7,7,6.571428571428571,NA,1,NA,7,Spanish (Mexican),1263959
tomó,2,2,9.5,NA,NA,NA,4,Spanish (Mexican),1263959
coraje,6,6,10.833333333333334,NA,2,NA,6,Spanish (Mexican),1263959
insultarla,4,4,4.75,NA,3,NA,10,Spanish (Mexican),1263959
insultos,6,6,9.166666666666666,NA,3,NA,8,Spanish (Mexican),1263959
religión,21,21,8,NA,15,NA,8,Spanish (Mexican),1263959
seminario,1,1,15,NA,NA,NA,9,Spanish (Mexican),1263959
cura,35,35,5.371428571428571,1,11,4,4,Spanish (Mexican),1263959
apellidos,3,3,7.333333333333333,NA,2,NA,9,Spanish (Mexican),1263959
resultado,4,4,9.5,NA,2,NA,9,Spanish (Mexican),1263959
juntó,1,1,12,NA,NA,NA,5,Spanish (Mexican),1263959
bastantes,8,8,6.25,1,1,NA,9,Spanish (Mexican),1263959
pegarle,12,12,5.666666666666667,NA,6,NA,7,Spanish (Mexican),1263959
consiguieron,11,11,8,NA,8,NA,12,Spanish (Mexican),1263959
decidieron,2,2,5,NA,NA,NA,10,Spanish (Mexican),1263959
esperarla,1,1,5,NA,NA,NA,9,Spanish (Mexican),1263959
ocurrido,7,7,8.142857142857142,NA,4,NA,8,Spanish (Mexican),1263959
jefe,23,23,7.391304347826087,1,9,NA,4,Spanish (Mexican),1263959
echarían,1,1,7,NA,NA,NA,8,Spanish (Mexican),1263959
seguían,1,1,3,NA,NA,NA,7,Spanish (Mexican),1263959
dejaran,4,4,4.5,NA,1,NA,7,Spanish (Mexican),1263959
hablarles,1,1,2,NA,1,NA,9,Spanish (Mexican),1263959
enterados,1,1,8,NA,NA,NA,9,Spanish (Mexican),1263959
llamasen,1,1,4,NA,1,NA,8,Spanish (Mexican),1263959
formas,19,19,10.157894736842104,NA,7,NA,6,Spanish (Mexican),1263959
llevó,44,44,8.772727272727273,NA,9,3,5,Spanish (Mexican),1263959
preescolar,11,11,6.909090909090909,NA,6,1,10,Spanish (Mexican),1263959
vecinos,7,7,5.571428571428571,NA,6,NA,7,Spanish (Mexican),1263959
presentaron,1,1,10,NA,NA,NA,11,Spanish (Mexican),1263959
junté,4,4,8.5,NA,NA,NA,5,Spanish (Mexican),1263959
disimulando,1,1,2,NA,1,NA,11,Spanish (Mexican),1263959
hacéis,52,52,6.153846153846154,NA,22,1,6,Spanish (Mexican),1263959
cuarta,7,7,7,NA,3,NA,6,Spanish (Mexican),1263959
entraba,10,10,8.8,NA,1,1,7,Spanish (Mexican),1263959
acordaba,20,20,10.65,NA,10,NA,8,Spanish (Mexican),1263959
empiezo,17,17,3.176470588235294,2,4,7,7,Spanish (Mexican),1263959
dámela,194,194,1.675257731958763,146,15,27,6,Spanish (Mexican),1263959
montón,121,121,6.818181818181818,NA,54,NA,6,Spanish (Mexican),1263959
pillaron,4,4,4.5,NA,1,2,8,Spanish (Mexican),1263959
vieron,11,11,8.727272727272727,NA,2,2,6,Spanish (Mexican),1263959
matemáticas,22,22,8.954545454545455,1,12,1,11,Spanish (Mexican),1263959
encontrábamos,3,3,6.333333333333333,NA,NA,NA,13,Spanish (Mexican),1263959
en_medio,2,2,7.5,NA,NA,NA,8,Spanish (Mexican),1263959
suspendido,5,5,8.8,NA,3,NA,10,Spanish (Mexican),1263959
aprobamos,2,2,9.5,NA,NA,NA,9,Spanish (Mexican),1263959
decidió,6,6,10.666666666666666,NA,3,NA,7,Spanish (Mexican),1263959
pusiéramos,2,2,6,NA,NA,NA,10,Spanish (Mexican),1263959
dedicáramos,2,2,4.5,NA,NA,NA,11,Spanish (Mexican),1263959
realizando,3,3,11.666666666666666,NA,1,NA,10,Spanish (Mexican),1263959
ejercicio,7,7,9.428571428571429,NA,4,NA,9,Spanish (Mexican),1263959
geografía,2,2,7.5,NA,1,NA,9,Spanish (Mexican),1263959
giró,2,2,5.5,NA,1,NA,4,Spanish (Mexican),1263959
desesperada,2,2,10,NA,1,NA,11,Spanish (Mexican),1263959
dudé,4,4,5.25,NA,2,NA,4,Spanish (Mexican),1263959
intenté,3,3,5,NA,NA,NA,7,Spanish (Mexican),1263959
respondersela,1,1,3,NA,1,NA,13,Spanish (Mexican),1263959
corrí,2,2,5,1,NA,NA,5,Spanish (Mexican),1263959
aseguré,2,2,5,NA,2,NA,7,Spanish (Mexican),1263959
orgulloso,2,2,9,NA,1,NA,9,Spanish (Mexican),1263959
útil,1,1,4,NA,1,NA,4,Spanish (Mexican),1263959
escaso,1,1,8,NA,1,NA,6,Spanish (Mexican),1263959
oí,7,7,3.2857142857142856,1,1,1,2,Spanish (Mexican),1263959
calificación,1,1,5,NA,1,NA,12,Spanish (Mexican),1263959
encontré,30,30,7.066666666666666,NA,10,NA,8,Spanish (Mexican),1263959
agradecía,1,1,8,NA,NA,NA,9,Spanish (Mexican),1263959
colaboración,1,1,8,NA,1,NA,12,Spanish (Mexican),1263959
admitía,1,1,2,NA,1,NA,7,Spanish (Mexican),1263959
aprobó,2,2,6.5,NA,NA,NA,6,Spanish (Mexican),1263959
acabé,3,3,6,NA,1,NA,5,Spanish (Mexican),1263959
mandarle,1,1,2,NA,NA,1,8,Spanish (Mexican),1263959
quitaba,7,7,8.428571428571429,NA,3,NA,7,Spanish (Mexican),1263959
añadiendo,1,1,1,1,NA,NA,9,Spanish (Mexican),1263959
necesitara,1,1,5,NA,NA,NA,10,Spanish (Mexican),1263959
llevábamos,7,7,9.857142857142858,NA,3,NA,10,Spanish (Mexican),1263959
ayudara,1,1,15,NA,NA,NA,7,Spanish (Mexican),1263959
sabiendo,5,5,5,NA,4,NA,8,Spanish (Mexican),1263959
sirvió,2,2,8,1,1,NA,6,Spanish (Mexican),1263959
ganar,93,93,6.849462365591398,NA,54,NA,5,Spanish (Mexican),1263959
actualidad,2,2,15,NA,NA,NA,10,Spanish (Mexican),1263959
separados,8,8,5,1,6,NA,9,Spanish (Mexican),1263959
aprecio,1,1,5,NA,1,NA,7,Spanish (Mexican),1263959
sentimos,1,1,5,NA,NA,NA,8,Spanish (Mexican),1263959
cargamos,9,9,9.666666666666666,NA,4,NA,8,Spanish (Mexican),1263959
inundamos,1,1,3,NA,NA,1,9,Spanish (Mexican),1263959
cargué,2,2,8,NA,1,NA,6,Spanish (Mexican),1263959
descolgó,2,2,11,NA,NA,NA,8,Spanish (Mexican),1263959
dejadme,1,1,2,NA,1,NA,7,Spanish (Mexican),1263959
intentó,3,3,30,NA,NA,NA,7,Spanish (Mexican),1263959
unirla,1,1,4,NA,1,NA,6,Spanish (Mexican),1263959
cargar,13,13,9,NA,5,NA,6,Spanish (Mexican),1263959
cargó,1,1,6,NA,NA,NA,5,Spanish (Mexican),1263959
llegabas,2,2,4.5,NA,NA,NA,8,Spanish (Mexican),1263959
pensamos,2,2,6.5,1,1,NA,8,Spanish (Mexican),1263959
hiciese,2,2,3,NA,1,NA,7,Spanish (Mexican),1263959
estuviese,2,2,10.5,NA,NA,NA,9,Spanish (Mexican),1263959
escarmiento,1,1,7,NA,1,NA,11,Spanish (Mexican),1263959
diese,2,2,9,NA,NA,NA,5,Spanish (Mexican),1263959
detalles,24,24,7.291666666666667,NA,12,NA,8,Spanish (Mexican),1263959
pedirme,2,2,4.5,NA,NA,NA,7,Spanish (Mexican),1263959
pillaban,3,3,5.666666666666667,NA,1,NA,8,Spanish (Mexican),1263959
copiaba,4,4,6,NA,2,NA,7,Spanish (Mexican),1263959
quitarían,1,1,8,NA,NA,NA,9,Spanish (Mexican),1263959
sabrían,1,1,3,NA,1,NA,7,Spanish (Mexican),1263959
copiándose,1,1,7,NA,NA,NA,10,Spanish (Mexican),1263959
entregó,3,3,4.333333333333333,NA,1,NA,7,Spanish (Mexican),1263959
creyó,1,1,5,NA,1,NA,5,Spanish (Mexican),1263959
escribiendo,43,43,5.209302325581396,NA,25,2,11,Spanish (Mexican),1263959
inventando,7,7,8.857142857142858,NA,3,NA,10,Spanish (Mexican),1263959
entregaron,1,1,7,NA,NA,NA,10,Spanish (Mexican),1263959
suspenso,2,2,13,NA,1,NA,8,Spanish (Mexican),1263959
aprobada,1,1,3,NA,1,NA,8,Spanish (Mexican),1263959
molestó,2,2,3,NA,2,NA,7,Spanish (Mexican),1263959
mosqueadillo,1,1,5,NA,1,NA,12,Spanish (Mexican),1263959
correspondió,1,1,12,NA,NA,NA,12,Spanish (Mexican),1263959
segun,2,2,9,NA,NA,1,5,Spanish (Mexican),1263959
estudiaré,1,1,15,NA,NA,NA,9,Spanish (Mexican),1263959
ea,121,121,2.4710743801652892,66,31,22,2,Spanish (Mexican),1263959
prescolar,2,2,8,NA,1,NA,9,Spanish (Mexican),1263959
pudo,17,17,13.117647058823529,NA,4,NA,4,Spanish (Mexican),1263959
plazas,2,2,4.5,NA,2,NA,6,Spanish (Mexican),1263959
entrara,1,1,8,NA,NA,NA,7,Spanish (Mexican),1263959
silvia,205,205,6.082926829268293,8,91,25,6,Spanish (Mexican),1263959
hermanas,58,58,6.9655172413793105,1,36,NA,8,Spanish (Mexican),1263959
confunden,2,2,7.5,NA,NA,NA,9,Spanish (Mexican),1263959
esperábamos,2,2,3.5,NA,NA,2,11,Spanish (Mexican),1263959
sentadas,4,4,9.5,NA,1,NA,8,Spanish (Mexican),1263959
bancos,2,2,11.5,NA,1,NA,6,Spanish (Mexican),1263959
bulevar,4,4,11.25,NA,2,NA,7,Spanish (Mexican),1263959
árbol,324,324,6.342592592592593,4,171,2,5,Spanish (Mexican),1263959
navidad,289,289,7.8166089965397925,7,171,2,7,Spanish (Mexican),1263959
sugerí,1,1,5,NA,NA,NA,6,Spanish (Mexican),1263959
acercarnos,1,1,7,NA,NA,1,10,Spanish (Mexican),1263959
puestecillo,2,2,5.5,NA,1,NA,11,Spanish (Mexican),1263959
vendía,5,5,8.6,NA,1,NA,6,Spanish (Mexican),1263959
adornos,11,11,7.454545454545454,NA,1,1,7,Spanish (Mexican),1263959
de_hecho,4,4,10.75,NA,NA,2,8,Spanish (Mexican),1263959
convencerla,1,1,5,NA,1,NA,11,Spanish (Mexican),1263959
destino,1,1,4,NA,1,NA,7,Spanish (Mexican),1263959
volvernos,1,1,7,NA,NA,NA,9,Spanish (Mexican),1263959
doblábamos,1,1,5,NA,NA,NA,10,Spanish (Mexican),1263959
desagradable,2,2,9,NA,1,NA,12,Spanish (Mexican),1263959
graciosos,4,4,4.5,NA,3,NA,9,Spanish (Mexican),1263959
riéndose,5,5,4.4,1,2,1,8,Spanish (Mexican),1263959
echándoles,2,2,9,NA,NA,NA,10,Spanish (Mexican),1263959
artificial,1,1,5,NA,1,NA,10,Spanish (Mexican),1263959
tranquilamente,9,9,10.222222222222221,NA,4,NA,14,Spanish (Mexican),1263959
charlando,1,1,7,NA,NA,NA,9,Spanish (Mexican),1263959
estúpida,1,1,5,NA,1,NA,8,Spanish (Mexican),1263959
manchándome,1,1,8,NA,NA,1,11,Spanish (Mexican),1263959
abrigo,27,27,6.592592592592593,1,8,NA,6,Spanish (Mexican),1263959
reacción,4,4,12.5,NA,NA,NA,8,Spanish (Mexican),1263959
pararme,1,1,17,NA,NA,NA,7,Spanish (Mexican),1263959
acercarme,1,1,3,NA,NA,1,9,Spanish (Mexican),1263959
cogerle,5,5,7.8,NA,1,NA,7,Spanish (Mexican),1263959
hombro,12,12,5.75,NA,11,NA,6,Spanish (Mexican),1263959
gritándole,1,1,1,1,NA,NA,10,Spanish (Mexican),1263959
insultándole,1,1,2,NA,1,NA,12,Spanish (Mexican),1263959
quicio,1,1,8,NA,1,NA,6,Spanish (Mexican),1263959
echarme,1,1,14,NA,NA,NA,7,Spanish (Mexican),1263959
aguantar,3,3,7.333333333333333,NA,NA,NA,8,Spanish (Mexican),1263959
olvidando,1,1,2,NA,1,NA,9,Spanish (Mexican),1263959
lancé,2,2,9.5,NA,NA,NA,5,Spanish (Mexican),1263959
según,20,20,9.8,NA,NA,3,5,Spanish (Mexican),1263959
comencé,2,2,5,NA,NA,1,7,Spanish (Mexican),1263959
zarandearlo,2,2,3.5,NA,2,NA,11,Spanish (Mexican),1263959
insultárlo,1,1,8,NA,NA,NA,10,Spanish (Mexican),1263959
sinceramente,3,3,10.333333333333334,NA,NA,NA,12,Spanish (Mexican),1263959
escuché,1,1,6,NA,NA,NA,7,Spanish (Mexican),1263959
gritos,4,4,8.5,NA,2,NA,6,Spanish (Mexican),1263959
jaleo,17,17,7.823529411764706,NA,6,NA,5,Spanish (Mexican),1263959
dispuestos,1,1,3,NA,NA,1,10,Spanish (Mexican),1263959
apeteciera,2,2,5.5,NA,1,NA,10,Spanish (Mexican),1263959
perdí,2,2,9,NA,NA,NA,5,Spanish (Mexican),1263959
niñato,1,1,9,NA,NA,NA,6,Spanish (Mexican),1263959
amenazarme,1,1,3,NA,1,NA,10,Spanish (Mexican),1263959
reconozco,5,5,4.2,NA,4,1,9,Spanish (Mexican),1263959
ocasiones,4,4,11.25,NA,NA,NA,9,Spanish (Mexican),1263959
impulsiva,1,1,12,NA,1,NA,9,Spanish (Mexican),1263959
enfrentándose,1,1,10,NA,NA,NA,13,Spanish (Mexican),1263959
piara,1,1,10,NA,NA,NA,5,Spanish (Mexican),1263959
amenazó,4,4,4,NA,3,NA,7,Spanish (Mexican),1263959
radio+casette,1,1,8,NA,NA,NA,13,Spanish (Mexican),1263959
contestación,2,2,6,NA,1,NA,12,Spanish (Mexican),1263959
animé,1,1,5,NA,NA,NA,5,Spanish (Mexican),1263959
cobarde,2,2,8.5,NA,2,NA,7,Spanish (Mexican),1263959
estilo,3,3,8.666666666666666,NA,2,NA,6,Spanish (Mexican),1263959
bocado,9,9,5.333333333333333,NA,8,NA,6,Spanish (Mexican),1263959
agarré,9,9,15.88888888888889,NA,NA,1,6,Spanish (Mexican),1263959
puñetazos,7,7,9.857142857142858,NA,3,NA,9,Spanish (Mexican),1263959
instantes,1,1,5,NA,1,NA,9,Spanish (Mexican),1263959
separarnos,1,1,2,NA,1,NA,10,Spanish (Mexican),1263959
impotencia,1,1,11,NA,NA,NA,10,Spanish (Mexican),1263959
ante,4,4,13.25,NA,NA,1,4,Spanish (Mexican),1263959
acercaron,2,2,7.5,NA,NA,NA,9,Spanish (Mexican),1263959
jurado,2,2,8.5,NA,2,NA,6,Spanish (Mexican),1263959
chusma,1,1,9,NA,1,NA,6,Spanish (Mexican),1263959
corrillo,1,1,4,NA,1,NA,8,Spanish (Mexican),1263959
formado,3,3,6.666666666666667,NA,1,NA,7,Spanish (Mexican),1263959
panda,10,10,3.8,1,5,2,5,Spanish (Mexican),1263959
alterada,1,1,10,NA,NA,NA,8,Spanish (Mexican),1263959
sugirió,1,1,6,NA,NA,NA,7,Spanish (Mexican),1263959
denunciar,1,1,6,NA,NA,NA,9,Spanish (Mexican),1263959
acepté,1,1,7,NA,1,NA,6,Spanish (Mexican),1263959
denuncia,1,1,6,NA,1,NA,8,Spanish (Mexican),1263959
arrepiento,2,2,6,NA,1,NA,10,Spanish (Mexican),1263959
gracioso,21,21,6.095238095238095,NA,11,NA,8,Spanish (Mexican),1263959
creen,4,4,5.75,NA,1,NA,5,Spanish (Mexican),1263959
valientes,4,4,4.75,NA,2,NA,9,Spanish (Mexican),1263959
cuarenta,23,23,12.91304347826087,2,2,4,8,Spanish (Mexican),1263959
peores,1,1,14,NA,NA,NA,6,Spanish (Mexican),1263959
intenciones,3,3,11,NA,1,NA,11,Spanish (Mexican),1263959
sector,2,2,5.5,NA,NA,NA,6,Spanish (Mexican),1263959
sur,8,8,7.125,NA,5,NA,3,Spanish (Mexican),1263959
en_fin,2,2,5,NA,1,1,6,Spanish (Mexican),1263959
tomarnos,1,1,12,NA,NA,NA,8,Spanish (Mexican),1263959
pub,1,1,12,NA,1,NA,3,Spanish (Mexican),1263959
defendido,2,2,6,NA,2,NA,9,Spanish (Mexican),1263959
ahorrarse,1,1,2,NA,1,NA,9,Spanish (Mexican),1263959
sugirieron,1,1,8,NA,NA,NA,10,Spanish (Mexican),1263959
volverme,1,1,8,NA,NA,NA,8,Spanish (Mexican),1263959
negué,1,1,5,NA,NA,NA,5,Spanish (Mexican),1263959
rotundamente,1,1,5,NA,1,NA,12,Spanish (Mexican),1263959
amargarme,1,1,2,NA,1,NA,9,Spanish (Mexican),1263959
dirigimos,1,1,9,NA,NA,NA,9,Spanish (Mexican),1263959
moda,1,1,9,NA,1,NA,4,Spanish (Mexican),1263959
olvidé,3,3,5.333333333333333,NA,2,NA,6,Spanish (Mexican),1263959
pedí,1,1,4,NA,NA,1,4,Spanish (Mexican),1263959
acompañara,1,1,11,NA,NA,NA,10,Spanish (Mexican),1263959
aparecer,5,5,12.8,NA,2,NA,8,Spanish (Mexican),1263959
señalada,1,1,8,NA,1,NA,8,Spanish (Mexican),1263959
colmo,3,3,12.333333333333334,NA,NA,NA,5,Spanish (Mexican),1263959
tranquilizada,1,1,9,NA,NA,NA,13,Spanish (Mexican),1263959
reñirme,2,2,7.5,NA,1,NA,7,Spanish (Mexican),1263959
tuviese,1,1,3,NA,NA,NA,7,Spanish (Mexican),1263959
preocuparme,1,1,7,NA,1,NA,11,Spanish (Mexican),1263959
amargaran,1,1,3,NA,1,NA,9,Spanish (Mexican),1263959
satisfacción,2,2,8.5,NA,NA,NA,12,Spanish (Mexican),1263959
pasemos,1,1,8,NA,NA,NA,7,Spanish (Mexican),1263959
duraron,2,2,5,NA,NA,NA,7,Spanish (Mexican),1263959
navidades,49,49,9.387755102040817,NA,29,NA,9,Spanish (Mexican),1263959
notaban,1,1,17,NA,1,NA,7,Spanish (Mexican),1263959
marcas,3,3,24,NA,NA,NA,6,Spanish (Mexican),1263959
hayan,26,26,15.692307692307692,NA,NA,NA,5,Spanish (Mexican),1263959
físicamente,3,3,12,NA,NA,1,11,Spanish (Mexican),1263959
interiormente,2,2,13,NA,1,NA,13,Spanish (Mexican),1263959
armando,7,7,7.428571428571429,NA,NA,1,7,Spanish (Mexican),1263959
follón,3,3,3,NA,2,NA,6,Spanish (Mexican),1263959
actitud,6,6,9.666666666666666,NA,1,NA,7,Spanish (Mexican),1263959
verlos,21,21,7.619047619047619,NA,14,NA,6,Spanish (Mexican),1263959
posturas,1,1,26,NA,NA,NA,8,Spanish (Mexican),1263959
rectas,1,1,26,NA,NA,NA,6,Spanish (Mexican),1263959
ésta,1680,1680,5.913095238095238,77,459,432,4,Spanish (Mexican),1263959
contaba,7,7,6.714285714285714,NA,3,NA,7,Spanish (Mexican),1263959
sala,19,19,10,NA,5,NA,4,Spanish (Mexican),1263959
esperaron,1,1,8,NA,NA,NA,9,Spanish (Mexican),1263959
salida,11,11,7.363636363636363,NA,8,NA,6,Spanish (Mexican),1263959
hablaría,1,1,6,NA,NA,NA,8,Spanish (Mexican),1263959
nerviosas,1,1,9,NA,1,NA,9,Spanish (Mexican),1263959
llamaron,2,2,11.5,NA,NA,NA,8,Spanish (Mexican),1263959
hablaran,1,1,3,NA,1,NA,8,Spanish (Mexican),1263959
novio,75,75,6.8133333333333335,1,35,NA,5,Spanish (Mexican),1263959
expulsar,1,1,7,NA,NA,NA,8,Spanish (Mexican),1263959
enterada,1,1,8,NA,1,NA,8,Spanish (Mexican),1263959
vuestros,8,8,6.5,NA,2,NA,8,Spanish (Mexican),1263959
llames,7,7,10.428571428571429,NA,2,NA,6,Spanish (Mexican),1263959
dejadla,1,1,4,NA,NA,NA,7,Spanish (Mexican),1263959
educación,18,18,10.777777777777779,NA,2,1,9,Spanish (Mexican),1263959
física,25,25,9.16,NA,11,NA,6,Spanish (Mexican),1263959
primeros,14,14,9.785714285714286,NA,1,NA,8,Spanish (Mexican),1263959
sen,1,1,7,NA,NA,NA,3,Spanish (Mexican),1263959
pueblos,8,8,8.75,NA,4,NA,7,Spanish (Mexican),1263959
poquillo,9,9,10.777777777777779,NA,2,NA,8,Spanish (Mexican),1263959
alejada,2,2,15.5,NA,NA,NA,7,Spanish (Mexican),1263959
acoplando,1,1,4,NA,NA,NA,9,Spanish (Mexican),1263959
tomándoles,1,1,6,NA,NA,NA,10,Spanish (Mexican),1263959
confianza,4,4,7.75,NA,1,NA,9,Spanish (Mexican),1263959
trata,69,69,6.6231884057971016,NA,39,NA,5,Spanish (Mexican),1263959
ejercicios,7,7,8.714285714285714,NA,3,1,10,Spanish (Mexican),1263959
responderle,1,1,2,NA,1,NA,11,Spanish (Mexican),1263959
busqué,2,2,4,NA,1,NA,6,Spanish (Mexican),1263959
agradecer,3,3,7,NA,1,NA,9,Spanish (Mexican),1263959
ayudarla,4,4,4.5,NA,4,NA,8,Spanish (Mexican),1263959
encontrarme,3,3,9.333333333333334,NA,1,NA,11,Spanish (Mexican),1263959
recogió,1,1,10,NA,NA,NA,7,Spanish (Mexican),1263959
pregunté,9,9,9.777777777777779,NA,3,NA,8,Spanish (Mexican),1263959
servido,3,3,7.666666666666667,NA,NA,NA,7,Spanish (Mexican),1263959
dará,10,10,6.6,NA,NA,NA,4,Spanish (Mexican),1263959
dejará,6,6,10,NA,2,NA,6,Spanish (Mexican),1263959
importaba,8,8,11.375,NA,6,NA,9,Spanish (Mexican),1263959
necesitaba,4,4,7.5,NA,1,NA,10,Spanish (Mexican),1263959
capaces,3,3,12.333333333333334,NA,1,NA,7,Spanish (Mexican),1263959
íntima,1,1,8,NA,NA,NA,6,Spanish (Mexican),1263959
excursiones,4,4,7.75,NA,1,NA,11,Spanish (Mexican),1263959
haci,1,1,11,NA,NA,NA,4,Spanish (Mexican),1263959
intentado,2,2,8.5,NA,1,NA,9,Spanish (Mexican),1263959
insoportable,1,1,3,NA,1,NA,12,Spanish (Mexican),1263959
insultamos,2,2,4,NA,NA,NA,10,Spanish (Mexican),1263959
volvía,3,3,6.666666666666667,NA,NA,NA,6,Spanish (Mexican),1263959
hagan,19,19,8.052631578947368,NA,5,NA,5,Spanish (Mexican),1263959
pegaron,4,4,5.5,NA,3,NA,7,Spanish (Mexican),1263959
entretenerse,1,1,2,NA,1,NA,12,Spanish (Mexican),1263959
ayudarle,15,15,7.133333333333334,NA,9,NA,8,Spanish (Mexican),1263959
impotente,1,1,5,NA,1,NA,9,Spanish (Mexican),1263959
chavales,3,3,6.666666666666667,NA,1,NA,8,Spanish (Mexican),1263959
desgracia,1,1,14,NA,NA,NA,9,Spanish (Mexican),1263959
zona,4,4,10.5,NA,2,NA,4,Spanish (Mexican),1263959
evitar,1,1,6,NA,NA,NA,6,Spanish (Mexican),1263959
trágico,1,1,6,NA,NA,NA,7,Spanish (Mexican),1263959
suceso,2,2,19.5,NA,1,NA,6,Spanish (Mexican),1263959
aun,6,6,6.166666666666667,NA,NA,3,3,Spanish (Mexican),1263959
fechas,3,3,9,NA,1,NA,6,Spanish (Mexican),1263959
sentaba,5,5,6.4,NA,NA,NA,7,Spanish (Mexican),1263959
llegaba,18,18,7.666666666666667,NA,1,NA,7,Spanish (Mexican),1263959
carpeta,12,12,6.333333333333333,NA,7,NA,7,Spanish (Mexican),1263959
agrupaban,1,1,7,NA,NA,NA,9,Spanish (Mexican),1263959
ponían,23,23,7.869565217391305,NA,1,NA,6,Spanish (Mexican),1263959
barrera,2,2,10,NA,1,NA,7,Spanish (Mexican),1263959
perteneciera,1,1,13,NA,NA,NA,12,Spanish (Mexican),1263959
aislada,2,2,9,NA,1,NA,7,Spanish (Mexican),1263959
empezé,1,1,2,NA,1,NA,6,Spanish (Mexican),1263959
resultó,5,5,10.8,NA,NA,1,7,Spanish (Mexican),1263959
por qué,3,3,8,NA,NA,NA,7,Spanish (Mexican),1263959
entablar,1,1,15,NA,NA,NA,8,Spanish (Mexican),1263959
solía,2,2,7.5,NA,NA,NA,5,Spanish (Mexican),1263959
vivían,14,14,10.142857142857142,NA,3,2,6,Spanish (Mexican),1263959
divertidas,2,2,6.5,NA,2,NA,10,Spanish (Mexican),1263959
criticar,1,1,1,1,NA,NA,8,Spanish (Mexican),1263959
crítica,4,4,17,NA,1,NA,7,Spanish (Mexican),1263959
basaba,1,1,16,NA,NA,NA,6,Spanish (Mexican),1263959
principalmente,3,3,9,NA,NA,NA,14,Spanish (Mexican),1263959
descripciones,1,1,16,NA,NA,NA,13,Spanish (Mexican),1263959
desacertadas,1,1,16,NA,NA,NA,12,Spanish (Mexican),1263959
maquiavélicas,1,1,16,NA,NA,NA,13,Spanish (Mexican),1263959
nombrada,1,1,8,NA,1,NA,8,Spanish (Mexican),1263959
coincidíamos,1,1,5,NA,NA,NA,12,Spanish (Mexican),1263959
vivíamos,2,2,8,NA,NA,NA,8,Spanish (Mexican),1263959
proximidad,1,1,7,NA,NA,NA,10,Spanish (Mexican),1263959
sincero,1,1,3,NA,1,NA,7,Spanish (Mexican),1263959
desconozco,1,1,5,NA,NA,NA,10,Spanish (Mexican),1263959
real,33,33,8.848484848484848,NA,9,NA,4,Spanish (Mexican),1263959
disparidades,1,1,16,NA,NA,NA,12,Spanish (Mexican),1263959
une,2,2,11,NA,NA,NA,3,Spanish (Mexican),1263959
grata,1,1,16,NA,NA,NA,5,Spanish (Mexican),1263959
atrevían,1,1,14,NA,NA,NA,8,Spanish (Mexican),1263959
comportamiento,3,3,6.333333333333333,NA,NA,NA,14,Spanish (Mexican),1263959
gravedad,1,1,11,NA,NA,NA,8,Spanish (Mexican),1263959
actitudes,4,4,10.25,NA,NA,NA,9,Spanish (Mexican),1263959
salíamos,5,5,10.2,NA,NA,1,8,Spanish (Mexican),1263959
airosos,1,1,9,NA,1,NA,7,Spanish (Mexican),1263959
pulso,3,3,9.666666666666666,NA,1,NA,5,Spanish (Mexican),1263959
enemistades,1,1,11,NA,NA,NA,11,Spanish (Mexican),1263959
rodeaba,1,1,3,NA,1,NA,7,Spanish (Mexican),1263959
infortunados,1,1,13,NA,NA,NA,12,Spanish (Mexican),1263959
incidentes,1,1,13,NA,NA,NA,10,Spanish (Mexican),1263959
repercutían,1,1,13,NA,NA,NA,11,Spanish (Mexican),1263959
irremediablemente,1,1,13,NA,NA,NA,17,Spanish (Mexican),1263959
familiar,3,3,7.666666666666667,NA,1,NA,8,Spanish (Mexican),1263959
empezando,4,4,9.25,NA,NA,NA,9,Spanish (Mexican),1263959
perder,19,19,7.315789473684211,NA,7,1,6,Spanish (Mexican),1263959
diera,6,6,14.333333333333334,NA,NA,NA,5,Spanish (Mexican),1263959
desánimo,1,1,6,NA,1,NA,8,Spanish (Mexican),1263959
suponía,1,1,5,NA,1,NA,7,Spanish (Mexican),1263959
individuos,1,1,4,NA,1,NA,10,Spanish (Mexican),1263959
temor,1,1,9,NA,NA,NA,5,Spanish (Mexican),1263959
barrio,40,40,8.15,NA,16,1,6,Spanish (Mexican),1263959
andaban,4,4,5,NA,1,1,7,Spanish (Mexican),1263959
infantil,9,9,6.888888888888889,NA,4,NA,8,Spanish (Mexican),1263959
inmadura,1,1,8,NA,1,NA,8,Spanish (Mexican),1263959
abatido,1,1,18,NA,NA,NA,7,Spanish (Mexican),1263959
sumido,1,1,18,NA,NA,NA,6,Spanish (Mexican),1263959
acabe,18,18,8.61111111111111,NA,NA,NA,5,Spanish (Mexican),1263959
importan,2,2,10.5,NA,NA,NA,8,Spanish (Mexican),1263959
ego,1,1,5,NA,NA,NA,3,Spanish (Mexican),1263959
sentimientos,1,1,3,NA,1,NA,12,Spanish (Mexican),1263959
