word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount,stem,language.y,uni_lemma,nb_realisations_lemma,words_lemma,sum_wordcount_lemma,mean_character_count_lemma,frequency,MLU,solo_frequency,final_frequency,initial_frequency
vaso,142,142,4.992957746478873,6,54,3,4,Spanish (Mexican),1260545,vas,spanish_(mexican),glass,5,"vas, vaso, vasos, vás, vasa",3839,3.8,3839,6.6100815418828764,42,310,306
morder,19,19,7.684210526315789,NA,7,1,6,Spanish (Mexican),1260545,mord,spanish_(mexican),bite,11,"morder, mordido, mordiendo, mordió, morderlos, mordía, mordiste, mordida, mordidas, mordemos, morderlo",76,7.454545454545454,76,9.559767206477733,1,33,4
míos,30,30,5.666666666666667,NA,23,NA,4,Spanish (Mexican),1260545,mios,spanish_(mexican),mine,9,"mío, míos, mía, mías, mia, mio, mios, mias, míoo",626,3.5555555555555554,626,10.552981715056323,11,387,10
peleamos,9,9,5.666666666666667,NA,6,NA,8,Spanish (Mexican),1260545,pel,spanish_(mexican),hair,36,"pelo, peleando, pelado, peladas, peleamos, pelados, pelos, pelan, pelada, peleándonos, pelearon, pelean, peleas, peleándose, pelearse, pelear, peleen, peleado, pelearnos, peleaba, peleábamos, pelar, pelas, pela, peleéis, peleaban, pel, pele, peleará, peleabas, pelearan, peleaste, pelabas, pelamos, pelearía, peleáis",507,6.833333333333333,507,6.941676147382029,11,245,9
plantas,53,53,5.283018867924528,6,24,2,7,Spanish (Mexican),1260545,plant,spanish_(mexican),plant,11,"planta, plantas, plantado, plantadas, plant, planteaba, plantar, plantarlas, plantados, planteado, plantando",110,8,110,10.660645507288772,12,51,2
mordido,22,22,NA,1,11,NA,7,Spanish (Mexican),1260545,mord,spanish_(mexican),bite,11,"morder, mordido, mordiendo, mordió, morderlos, mordía, mordiste, mordida, mordidas, mordemos, morderlo",76,7.454545454545454,76,9.559767206477733,1,33,4
roja,272,272,4.636029411764706,35,169,12,4,Spanish (Mexican),1260545,roj,spanish_(mexican),red,4,"rojo, roja, rojos, rojas",1055,4.5,1055,4.636029411764706,148,628,65
bailar,55,55,5.545454545454546,1,37,1,6,Spanish (Mexican),1260545,bail,spanish_(mexican),dance,18,"bailas, baila, bailar, bailando, bailan, bailado, baile, bailaban, bailaste, bailo, bailamos, bailarás, bailaba, bailábamos, bailabais, bailáis, bailasteis, bailes",168,7.166666666666667,168,5.074736201298701,11,87,13
miras,64,64,5.375,NA,31,NA,5,Spanish (Mexican),1260545,mir,spanish_(mexican),look,35,"mira, mirarlo, mirando, miras, miraba, mire, mirándola, miro, miró, miré, miran, miradas, mirar, mirada, mirándome, mires, mirarme, miramos, miremos, mirad, mirado, miren, mirándoles, mirá, miraremos, miraste, mir, mirarse, míra, mirábamos, miraron, mirarle, mirabas, mirarlos, mirándolo",18323,6.257142857142857,18323,6.194795825740537,5963,2738,7253
nadaba,4,4,5.5,NA,1,1,6,Spanish (Mexican),1260545,nad,spanish_(mexican),nothing,11,"nada, nadaba, nadar, nadan, nadas, nadado, nadando, nado, náda, nade, nades",1902,5,1902,6.192780337941628,107,976,163
papi,275,275,NA,18,188,39,4,Spanish (Mexican),1260545,papi,spanish_(mexican),daddy,8,"papá, papí, papo, papi, papa, papas, paper, papos",3375,4.375,3375,6.016279069767442,165,1667,301
pesa,37,37,7,1,3,8,4,Spanish (Mexican),1260545,pes,spanish_(mexican),heavy,12,"pesado, pesa, pesaba, pesas, pesada, pesó, pesar, peso, pese, pesan, pes, pesados",119,4.916666666666667,119,5.540839850114043,15,35,13
malos,115,115,7.217391304347826,NA,70,1,5,Spanish (Mexican),1260545,mal,spanish_(mexican),bad,7,"mala, malo, mal, malos, malas, males, malí",1576,4.285714285714286,1576,7.378672150411281,166,823,31
grandes,212,212,NA,3,119,11,7,Spanish (Mexican),1260545,grand,spanish_(mexican),big,3,"grande, grandes, grando",1364,6.333333333333333,1364,3,50,786,23
vacas,142,142,6.140845070422535,5,72,4,5,Spanish (Mexican),1260545,vac,spanish_(mexican),cow,5,"vaca, vacas, vacía, vacías, vació",1083,5,1083,6.962294600938967,24,629,13
bolso,53,53,NA,3,29,NA,5,Spanish (Mexican),1260545,bols,spanish_(mexican),purse,4,"bolso, bolsa, bolsas, bolsos",174,5.5,174,8.772727272727273,6,99,1
globo,167,167,4.766467065868263,4,80,5,5,Spanish (Mexican),1260545,glob,spanish_(mexican),balloon,4,"globo, globos, bombas, bomba",301,5.5,301,5.585272798736959,15,148,8
trabajo,66,66,NA,1,35,NA,7,Spanish (Mexican),1260545,trabaj,spanish_(mexican),work (action),24,"trabajando, trabajadores, trabajo, trabajar, trabajado, trabajan, trabaja, trabajaba, trabajador, trabajos, trabajamos, trabajáis, trabajas, trabajaban, trabajes, trabajasteis, trabajada, trabajadoras, trabajadora, trabajó, trabajaron, trabajante, trabajemos, trabajaremos",677,9.416666666666666,677,7.207142414426777,18,344,29
dedos,91,91,6.351648351648351,1,50,NA,5,Spanish (Mexican),1260545,ded,spanish_(mexican),finger,2,"dedo, dedos",330,4.5,330,6.351648351648351,6,204,0
cantarle,10,10,7.1,NA,1,NA,8,Spanish (Mexican),1260545,cant,spanish_(mexican),sing,35,"canta, cantar, cantamos, cantas, canto, cante, cantemos, cantarle, cantárselo, cantabas, cánta, cantando, cantes, cantos, cantan, cantaba, cantado, cantarán, cantará, cantábamos, cantaríamos, cantaste, cantarles, cantáis, cantases, cantaban, canten, cantabais, cantó, cantarla, cantandome, cantasteis, cantarlas, cantaron, cantaremos",933,7.571428571428571,933,6.943735526416686,33,373,90
enseño,83,83,7.9397590361445785,NA,29,NA,6,Spanish (Mexican),1260545,enseñ,spanish_(mexican),show,30,"enseñó, enseña, enseñado, enseño, enseñan, enseñas, enseñar, enseñarlo, enseñando, enseñarle, enseñara, enseñaban, enseñamos, enseñe, enseñes, enseñen, enseñarles, enseñaré, enseñarás, enseñaste, enseñemos, enseñaron, enseñárselo, enseñarán, enseñarme, enseñaríais, enseñárselos, enseñé, enseñaba, enseñarla",598,8.3,598,8.424782265618605,3,178,4
plátanos,63,63,3.3492063492063493,9,41,NA,8,Spanish (Mexican),1260545,platan,spanish_(mexican),banana,11,"plato, plátano, plátanos, platos, plat, plata, plateado, banarse, platano, ban, platáno",742,6.090909090909091,742,6.631992780852178,73,419,13
bañarnos,6,6,5.333333333333333,NA,2,NA,8,Spanish (Mexican),1260545,bañ,spanish_(mexican),bathroom,28,"baño, bañar, bañarnos, bañado, bañas, bañamos, bañando, baña, bañaba, bañarle, bañarse, bañándose, bañaban, bañarlo, bañarles, bañen, baños, bañan, bañaste, bañarla, bañabas, bañasteis, bañarías, bañáis, bañabais, bañe, bañándolo, bañarme",441,6.571428571428571,441,5.788939775729354,8,247,5
bañado,23,23,5.391304347826087,NA,14,NA,6,Spanish (Mexican),1260545,bañ,spanish_(mexican),bathroom,28,"baño, bañar, bañarnos, bañado, bañas, bañamos, bañando, baña, bañaba, bañarle, bañarse, bañándose, bañaban, bañarlo, bañarles, bañen, baños, bañan, bañaste, bañarla, bañabas, bañasteis, bañarías, bañáis, bañabais, bañe, bañándolo, bañarme",441,6.571428571428571,441,5.788939775729354,8,247,5
subido,58,58,NA,1,14,NA,6,Spanish (Mexican),1260545,sub,spanish_(mexican),climb,33,"sube, subo, subido, subimos, subas, subida, subíamos, suben, subidas, subirlas, subirme, subían, subiendo, subir, subes, subía, subirá, suban, subirlos, subirla, subirnos, suba, subirse, subiré, subió, subirle, subí, subiste, subiéndose, subamos, subiros, subieron, subías",762,6.303030303030303,762,7.437509392278646,43,167,52
llorado,14,14,6.071428571428571,NA,6,NA,7,Spanish (Mexican),1260545,llor,spanish_(mexican),cry,21,"llorado, llorabas, llorar, llores, llorando, llora, lloraba, lloras, lloran, llorará, llorarán, llore, llorarás, lloraste, lloro, lloros, lloramos, lloren, lloré, lloraron, lloraban",547,6.714285714285714,547,7.1884738756613755,28,315,19
llorabas,4,4,2.75,NA,3,NA,8,Spanish (Mexican),1260545,llor,spanish_(mexican),cry,21,"llorado, llorabas, llorar, llores, llorando, llora, lloraba, lloras, lloran, llorará, llorarán, llore, llorarás, lloraste, lloro, lloros, lloramos, lloren, lloré, lloraron, lloraban",547,6.714285714285714,547,7.1884738756613755,28,315,19
globos,101,101,5.7227722772277225,10,50,2,6,Spanish (Mexican),1260545,glob,spanish_(mexican),balloon,4,"globo, globos, bombas, bomba",301,5.5,301,5.585272798736959,15,148,8
limpie,6,6,5.5,NA,1,NA,6,Spanish (Mexican),1260545,limpi,spanish_(mexican),clean (description),19,"limpio, limpiándole, limpiar, limpiarle, limpiando, limpiamos, limpiarlo, limpiado, limpie, limpias, limpia, limpiarse, limpies, limpiaba, limpiabas, limpiarla, limpiarlas, limpian, limpiarlos",251,8.210526315789474,251,6.943258756882274,4,100,10
puerta,656,656,NA,6,379,NA,6,Spanish (Mexican),1260545,puert,spanish_(mexican),door,3,"puerta, puertas, puerto",689,6.333333333333333,689,8.625,6,399,0
poca,28,28,6.321428571428571,1,8,1,4,Spanish (Mexican),1260545,poc,spanish_(mexican),little (description),10,"poco, chica, chico, poca, chicos, chicas, pocas, pocos, poc, chic",2028,4.7,2028,6.966232662033334,45,685,68
tocando,39,39,6.333333333333333,1,12,5,7,Spanish (Mexican),1260545,toc,spanish_(mexican),touch,22,"tocar, toca, tocas, tocando, tocaba, tocó, tocase, tocado, tocaban, tocan, toco, tocamos, tocará, tocarlo, tocaste, tocarás, tocabas, tocaras, tocaron, tocarle, tocarlas, tocarla",881,6.181818181818182,881,6.514241545491545,8,317,29
dinos,15,15,NA,2,2,2,5,Spanish (Mexican),1260545,din,spanish_(mexican),money,7,"dinos, dinero, dineros, din, dinar, dina, dino",151,4.857142857142857,151,6.434623015873016,4,78,3
persona,89,89,9.426966292134832,NA,38,NA,7,Spanish (Mexican),1260545,person,spanish_(mexican),person,2,"persona, personas",204,7.5,204,9.426966292134832,1,105,0
llave,85,85,4.823529411764706,2,46,1,5,Spanish (Mexican),1260545,llav,spanish_(mexican),keys,3,"llave, llaves, llavaron",123,6.333333333333333,123,4.995230524642289,3,67,1
callar,31,31,4.129032258064516,NA,23,2,6,Spanish (Mexican),1260545,call,spanish_(mexican),street,16,"calle, calla, callada, callar, callen, callado, calles, callamos, callados, calladas, callarme, callarse, callé, callo, calló, callas",493,6.4375,493,5.670611606802409,19,276,16
aquello,55,55,NA,4,20,4,7,Spanish (Mexican),1260545,aquell,spanish_(mexican),that,22,"eso, ese, esa, aquello, aquella, aquel, aquellos, ése, aquellas, ésa, éso, esá, aquéllas, aquél, aquéllos, aquélla, aquéllo, aquell, áquel, esé, esoo, esoos",14034,5.181818181818182,14034,7.080108679130567,956,2650,5394
niños,1109,1109,NA,8,526,11,5,Spanish (Mexican),1260545,niñ,spanish_(mexican),boy,6,"niña, niño, niños, niñas, niñ, niñó",3821,4.166666666666667,3821,13,57,1828,62
niños,1109,1109,NA,8,526,11,5,Spanish (Mexican),1260545,niñ,spanish_(mexican),girl,6,"niña, niño, niños, niñas, niñ, niñó",3821,4.166666666666667,3821,13,57,1828,62
callen,1,1,9,NA,1,NA,6,Spanish (Mexican),1260545,call,spanish_(mexican),street,16,"calle, calla, callada, callar, callen, callado, calles, callamos, callados, calladas, callarme, callarse, callé, callo, calló, callas",493,6.4375,493,5.670611606802409,19,276,16
dibujan,1,1,8,NA,NA,NA,7,Spanish (Mexican),1260545,dibuj,spanish_(mexican),draw,25,"dibujada, dibujado, dibujan, dibujo, dibujar, dibujaban, dibujándome, dibujos, dibuja, dibujamos, dibujas, dibujando, dibujó, dibujarle, dibujaba, dibujándole, dibujáis, dibuje, dibujarlo, dibujaste, dibujes, dibujé, dibujadas, dibujados, dibujante",913,8,913,6.905474579479863,12,383,40
pelados,1,1,10,NA,NA,NA,7,Spanish (Mexican),1260545,pel,spanish_(mexican),hair,36,"pelo, peleando, pelado, peladas, peleamos, pelados, pelos, pelan, pelada, peleándonos, pelearon, pelean, peleas, peleándose, pelearse, pelear, peleen, peleado, pelearnos, peleaba, peleábamos, pelar, pelas, pela, peleéis, peleaban, pel, pele, peleará, peleabas, pelearan, peleaste, pelabas, pelamos, pelearía, peleáis",507,6.833333333333333,507,6.941676147382029,11,245,9
cocina,507,507,8.903353057199212,2,248,4,6,Spanish (Mexican),1260545,cocin,spanish_(mexican),kitchen,9,"cocina, cocinar, cocinando, cocinas, cocinarlo, cocinica, cocinan, cocinaba, cocinamos",541,7.777777777777778,541,5.931854043392505,5,264,5
tirando,33,33,NA,1,4,2,7,Spanish (Mexican),1260545,tir,spanish_(mexican),throw,50,"tiró, tires, tiras, tirado, tira, tiro, tire, tirando, tirar, tiramos, tirada, tirarles, tiré, tiraba, tirarle, tiraron, tirándonos, tirarla, tiran, tirarlo, tirárselas, tirarse, tirarnos, tirarlas, tirándose, tiren, tirados, tirarlos, tirarán, tiraban, tirabas, tirándola, tiréis, tirarían, tiraros, tiraste, tirará, tirarme, tirarás, tiradas, tiros, aventó, aventando, aventar, aventaste, tíra, tirándole, tiraran, tirí, tirárselos",1205,6.7,1205,6.796324048095483,39,348,81
tirar,154,154,NA,3,42,6,5,Spanish (Mexican),1260545,tir,spanish_(mexican),throw,50,"tiró, tires, tiras, tirado, tira, tiro, tire, tirando, tirar, tiramos, tirada, tirarles, tiré, tiraba, tirarle, tiraron, tirándonos, tirarla, tiran, tirarlo, tirárselas, tirarse, tirarnos, tirarlas, tirándose, tiren, tirados, tirarlos, tirarán, tiraban, tirabas, tirándola, tiréis, tirarían, tiraros, tiraste, tirará, tirarme, tirarás, tiradas, tiros, aventó, aventando, aventar, aventaste, tíra, tirándole, tiraran, tirí, tirárselos",1205,6.7,1205,6.796324048095483,39,348,81
desayunado,25,25,6.88,NA,11,NA,10,Spanish (Mexican),1260545,desayun,spanish_(mexican),eat breakfast,14,"desayunar, desayunado, desayuno, desayunando, desayunan, desayuna, desayunas, desayunen, desayunados, desayunada, desayune, desayunes, desayunabas, desayunaste",288,9.5,288,6.2702795031055905,9,176,2
sales,35,35,8.028571428571428,NA,2,5,5,Spanish (Mexican),1260545,sal,spanish_(mexican),living room,31,"salen, salir, sale, salimos, sal, salió, saliendo, salido, sales, salieron, salirle, saladas, salí, salía, sala, salida, salíamos, saliese, salías, saliste, saliera, salís, salid, salieran, salían, sálo, salieses, salada, salidos, salado, salirse",1741,6,1741,8.405219091752825,54,446,96
jugáis,24,24,7.416666666666667,NA,8,2,6,Spanish (Mexican),1260545,jug,spanish_(mexican),juice,31,"jugar, jugamos, jugando, juguemos, jugáis, jugabas, jugaba, jugábamos, jugársela, jugada, jugaron, jugara, jugarme, jugaban, jugado, jugaste, jugan, jugaremos, juguéis, jugad, jugaré, juga, jugo, jugarás, juguen, jugaís, jugaras, jugasteis, jugabais, jug, jugaar",2564,6.516129032258065,2564,7.735522940387472,50,871,163
jugáis,24,24,7.416666666666667,NA,8,2,6,Spanish (Mexican),1260545,jug,spanish_(mexican),play,31,"jugar, jugamos, jugando, juguemos, jugáis, jugabas, jugaba, jugábamos, jugársela, jugada, jugaron, jugara, jugarme, jugaban, jugado, jugaste, jugan, jugaremos, juguéis, jugad, jugaré, juga, jugo, jugarás, juguen, jugaís, jugaras, jugasteis, jugabais, jug, jugaar",2564,6.516129032258065,2564,7.735522940387472,50,871,163
veníamos,1,1,15,NA,NA,NA,8,Spanish (Mexican),1260545,ven,spanish_(mexican),deer,13,"ven, venido, venías, venir, venían, venía, veníamos, venid, venimos, venado, venís, veníais, vena",2012,5.615384615384615,2012,7.159343434343435,416,475,614
pata,131,131,6.32824427480916,NA,73,2,4,Spanish (Mexican),1260545,pat,spanish_(mexican),duck,9,"patas, patos, pato, patadas, pata, patada, patí, patear, pateando",832,5.444444444444445,832,7.8859769844191865,47,443,22
apaguen,1,1,4,NA,1,NA,7,Spanish (Mexican),1260545,apag,spanish_(mexican),turn off,17,"apagado, apagaste, apaga, apagar, apaguen, apagada, apagas, apago, apagues, apagamos, apagan, apagarás, apagarla, apagaremos, apagó, apagaron, apagadas",132,7,132,4.808518518518518,8,51,17
comemos,29,29,6.724137931034483,NA,9,NA,7,Spanish (Mexican),1260545,com,spanish_(mexican),food,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
comemos,29,29,6.724137931034483,NA,9,NA,7,Spanish (Mexican),1260545,com,spanish_(mexican),how,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
sopla,42,42,2.9047619047619047,17,11,8,5,Spanish (Mexican),1260545,sopl,spanish_(mexican),blow,20,"soplar, sopla, soplé, soplas, soplamos, soplabas, soplido, soplan, soplará, soplad, soplarla, soplaré, soplaste, sopló, soplo, soplasteis, soplaba, soples, soplando, soplaron",136,6.8,136,5.754404761904762,20,44,12
cantárselo,1,1,5,NA,1,NA,10,Spanish (Mexican),1260545,cant,spanish_(mexican),sing,35,"canta, cantar, cantamos, cantas, canto, cante, cantemos, cantarle, cantárselo, cantabas, cánta, cantando, cantes, cantos, cantan, cantaba, cantado, cantarán, cantará, cantábamos, cantaríamos, cantaste, cantarles, cantáis, cantases, cantaban, canten, cantabais, cantó, cantarla, cantandome, cantasteis, cantarlas, cantaron, cantaremos",933,7.571428571428571,933,6.943735526416686,33,373,90
contento,138,138,NA,3,67,3,8,Spanish (Mexican),1260545,content,spanish_(mexican),happy,6,"contenta, contento, contentos, contentas, contentándose, contentó",286,9.166666666666666,286,7.166666666666667,5,129,7
burro,128,128,4.703125,7,83,NA,5,Spanish (Mexican),1260545,burr,spanish_(mexican),donkey,3,"burro, burra, burros",133,5.333333333333333,133,10.234375,8,86,0
gato,754,754,NA,43,453,9,4,Spanish (Mexican),1260545,gat,spanish_(mexican),cat,6,"gato, gatos, gata, gat, gateando, gatas",850,4.833333333333333,850,5.175862068965517,51,501,12
estará,179,179,NA,1,31,35,6,Spanish (Mexican),1260545,estar,spanish_(mexican),be,18,"estar, ser, será, estará, sería, estarían, estaría, estaríamos, estaré, seré, serían, estara, seríais, estaras, sera, seran, serías, estaréis",1730,5.944444444444445,1730,9.25128205128205,13,431,182
mía,191,191,6.0890052356020945,6,116,5,3,Spanish (Mexican),1260545,mia,spanish_(mexican),mine,9,"mío, míos, mía, mías, mia, mio, mios, mias, míoo",626,3.5555555555555554,626,10.552981715056323,11,387,10
carne,81,81,NA,16,39,5,5,Spanish (Mexican),1260545,carn,spanish_(mexican),meat,3,"carne, carné, carn",84,4.666666666666667,84,8.75,16,40,5
huevos,78,78,NA,6,46,3,6,Spanish (Mexican),1260545,huev,spanish_(mexican),egg,3,"huevo, huevos, huev",282,5,282,12,22,167,10
salchichas,30,30,3.8333333333333335,12,10,1,10,Spanish (Mexican),1260545,salchich,spanish_(mexican),hot dog,2,"salchichas, salchicha",73,9.5,73,3.963178294573644,16,42,2
papeles,18,18,7,2,13,NA,7,Spanish (Mexican),1260545,papel,spanish_(mexican),paper,3,"papel, papeles, papelería",124,7,124,5.25,5,73,0
sacando,24,24,7.083333333333333,NA,3,1,7,Spanish (Mexican),1260545,sac,spanish_(mexican),take out,33,"saca, sacó, saco, sacar, sacando, sacas, sacamos, sacábamos, sacado, sacaba, sacara, sacase, sacándome, sacaban, sacarlo, sacarle, sacarlas, sacaste, sacarles, sacarlos, sacarla, sacan, sacáis, sace, sacadas, sacár, sacarás, sacarán, sacaron, sacarme, sacos, sacándole, sacarse",775,6.454545454545454,775,8.55911217107002,12,169,90
sacas,61,61,7.442622950819672,NA,18,3,5,Spanish (Mexican),1260545,sac,spanish_(mexican),take out,33,"saca, sacó, saco, sacar, sacando, sacas, sacamos, sacábamos, sacado, sacaba, sacara, sacase, sacándome, sacaban, sacarlo, sacarle, sacarlas, sacaste, sacarles, sacarlos, sacarla, sacan, sacáis, sace, sacadas, sacár, sacarás, sacarán, sacaron, sacarme, sacos, sacándole, sacarse",775,6.454545454545454,775,8.55911217107002,12,169,90
bañas,19,19,8.526315789473685,NA,4,NA,5,Spanish (Mexican),1260545,bañ,spanish_(mexican),bathroom,28,"baño, bañar, bañarnos, bañado, bañas, bañamos, bañando, baña, bañaba, bañarle, bañarse, bañándose, bañaban, bañarlo, bañarles, bañen, baños, bañan, bañaste, bañarla, bañabas, bañasteis, bañarías, bañáis, bañabais, bañe, bañándolo, bañarme",441,6.571428571428571,441,5.788939775729354,8,247,5
pescado,68,68,4.352941176470588,7,38,7,7,Spanish (Mexican),1260545,pesc,spanish_(mexican),fish (animal),9,"pescado, pescados, pescando, pescar, pesca, pescas, pesco, pescan, pescaste",129,6.555555555555555,129,6.015935262994087,9,69,8
bebido,18,18,6.388888888888889,NA,6,NA,6,Spanish (Mexican),1260545,beb,spanish_(mexican),baby,19,"beber, bebe, bebido, bebé, bebes, bebiendo, bebo, bebas, bebidas, bebida, beben, bebiste, bebieran, bebemos, bebió, bebía, beba, bebeiendo, bebí",1170,5.684210526315789,1170,5.330607546048722,34,645,41
apagada,9,9,5.222222222222222,1,7,NA,7,Spanish (Mexican),1260545,apag,spanish_(mexican),turn off,17,"apagado, apagaste, apaga, apagar, apaguen, apagada, apagas, apago, apagues, apagamos, apagan, apagarás, apagarla, apagaremos, apagó, apagaron, apagadas",132,7,132,4.808518518518518,8,51,17
plantado,2,2,NA,1,1,NA,8,Spanish (Mexican),1260545,plant,spanish_(mexican),plant,11,"planta, plantas, plantado, plantadas, plant, planteaba, plantar, plantarlas, plantados, planteado, plantando",110,8,110,10.660645507288772,12,51,2
oscuro,27,27,NA,1,17,NA,6,Spanish (Mexican),1260545,oscur,spanish_(mexican),dark,5,"oscuro, oscuras, oscura, oscuros, oscuridad",63,7,63,5.685185185185185,1,53,0
ayudas,92,92,5.586956521739131,NA,32,3,6,Spanish (Mexican),1260545,ayud,spanish_(mexican),help,35,"ayudas, ayudar, ayudado, ayuda, ayudarnos, ayudo, ayudó, ayudamos, ayudando, ayudara, ayudarla, ayudarle, ayudan, ayudarlo, ayudarse, ayudaban, ayudaba, ayudarlos, ayudé, ayude, ayudes, ayúda, ayudante, ayudará, ayudaré, ayudáis, ayudarles, ayudándole, ayudaste, ayudantes, ayudarías, ayuden, ayudaron, ayudarme, ayudad",676,7.171428571428572,676,6.63733298670493,4,310,13
rompiendo,9,9,8.444444444444445,NA,3,1,9,Spanish (Mexican),1260545,romp,spanish_(mexican),break,31,"romper, rompes, romperlo, rompas, romperla, rompe, rompiendo, rompió, romperse, rompa, rompan, rompéis, rompimos, romperlas, rompiera, rompen, rompido, rompí, rompiste, romperá, romperás, romperemos, romperían, romperlos, rompiéndole, rompo, romperé, rompería, rompieron, rompemos, rompía",422,7.354838709677419,422,7.236442851486025,6,206,12
papa,125,125,NA,14,49,5,4,Spanish (Mexican),1260545,pap,spanish_(mexican),daddy,8,"papá, papí, papo, papi, papa, papas, paper, papos",3375,4.375,3375,6.016279069767442,165,1667,301
cabréis,2,2,4,NA,NA,NA,7,Spanish (Mexican),1260545,cabr,spanish_(mexican),goat,9,"cabréis, cabreaba, cabreado, cabreas, cabrees, cabras, cabra, cabrá, cabres",143,6.555555555555555,143,5.874383691529709,6,74,1
bebé,808,808,NA,13,504,10,4,Spanish (Mexican),1260545,beb,spanish_(mexican),baby,19,"beber, bebe, bebido, bebé, bebes, bebiendo, bebo, bebas, bebidas, bebida, beben, bebiste, bebieran, bebemos, bebió, bebía, beba, bebeiendo, bebí",1170,5.684210526315789,1170,5.330607546048722,34,645,41
llorar,64,64,7.765625,1,41,2,6,Spanish (Mexican),1260545,llor,spanish_(mexican),cry,21,"llorado, llorabas, llorar, llores, llorando, llora, lloraba, lloras, lloran, llorará, llorarán, llore, llorarás, lloraste, lloro, lloros, lloramos, lloren, lloré, lloraron, lloraban",547,6.714285714285714,547,7.1884738756613755,28,315,19
bebes,24,24,5.666666666666667,NA,5,3,5,Spanish (Mexican),1260545,beb,spanish_(mexican),baby,19,"beber, bebe, bebido, bebé, bebes, bebiendo, bebo, bebas, bebidas, bebida, beben, bebiste, bebieran, bebemos, bebió, bebía, beba, bebeiendo, bebí",1170,5.684210526315789,1170,5.330607546048722,34,645,41
niñas,107,107,NA,1,44,1,5,Spanish (Mexican),1260545,niñ,spanish_(mexican),boy,6,"niña, niño, niños, niñas, niñ, niñó",3821,4.166666666666667,3821,13,57,1828,62
niñas,107,107,NA,1,44,1,5,Spanish (Mexican),1260545,niñ,spanish_(mexican),girl,6,"niña, niño, niños, niñas, niñ, niñó",3821,4.166666666666667,3821,13,57,1828,62
apagas,4,4,8.5,NA,1,NA,6,Spanish (Mexican),1260545,apag,spanish_(mexican),turn off,17,"apagado, apagaste, apaga, apagar, apaguen, apagada, apagas, apago, apagues, apagamos, apagan, apagarás, apagarla, apagaremos, apagó, apagaron, apagadas",132,7,132,4.808518518518518,8,51,17
bañamos,5,5,8,NA,3,NA,7,Spanish (Mexican),1260545,bañ,spanish_(mexican),bathroom,28,"baño, bañar, bañarnos, bañado, bañas, bañamos, bañando, baña, bañaba, bañarle, bañarse, bañándose, bañaban, bañarlo, bañarles, bañen, baños, bañan, bañaste, bañarla, bañabas, bañasteis, bañarías, bañáis, bañabais, bañe, bañándolo, bañarme",441,6.571428571428571,441,5.788939775729354,8,247,5
pintan,25,25,6.04,1,12,NA,6,Spanish (Mexican),1260545,pint,spanish_(mexican),paint (action),29,"pintado, pintando, pinto, pintar, pinta, pintamos, pintes, pintas, pintan, pintada, pintaba, pintemos, pinte, pínta, pintaste, pintarle, pintarlo, pintó, pintados, pintadas, pintarles, pintaran, pintéis, pintáis, pintaría, pintarla, pintarlas, pintarnos, pintarse",1317,7.137931034482759,1317,6.4263390989424884,38,533,90
trabajar,210,210,5.857142857142857,3,130,4,8,Spanish (Mexican),1260545,trabaj,spanish_(mexican),work (action),24,"trabajando, trabajadores, trabajo, trabajar, trabajado, trabajan, trabaja, trabajaba, trabajador, trabajos, trabajamos, trabajáis, trabajas, trabajaban, trabajes, trabajasteis, trabajada, trabajadoras, trabajadora, trabajó, trabajaron, trabajante, trabajemos, trabajaremos",677,9.416666666666666,677,7.207142414426777,18,344,29
cantabas,7,7,6.428571428571429,NA,NA,NA,8,Spanish (Mexican),1260545,cant,spanish_(mexican),sing,35,"canta, cantar, cantamos, cantas, canto, cante, cantemos, cantarle, cantárselo, cantabas, cánta, cantando, cantes, cantos, cantan, cantaba, cantado, cantarán, cantará, cantábamos, cantaríamos, cantaste, cantarles, cantáis, cantases, cantaban, canten, cantabais, cantó, cantarla, cantandome, cantasteis, cantarlas, cantaron, cantaremos",933,7.571428571428571,933,6.943735526416686,33,373,90
señora,164,164,NA,1,83,5,6,Spanish (Mexican),1260545,señor,spanish_(mexican),man,4,"señor, señores, señora, señoras",649,6.25,649,5.076923076923077,6,269,25
señora,164,164,NA,1,83,5,6,Spanish (Mexican),1260545,señor,spanish_(mexican),woman,4,"señor, señores, señora, señoras",649,6.25,649,5.076923076923077,6,269,25
