word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount,stem,language.y,uni_lemma,nb_realisations_lemma,words_lemma,sum_wordcount_lemma,mean_character_count_lemma,frequency,MLU,solo_frequency,final_frequency,initial_frequency
el,26228,26228,NA,281,182,5595,2,Spanish (Mexican),1260545,el,spanish_(mexican),he,2,"el, él",27408,2,27408,NA,292,584,5713
el,26228,26228,NA,281,182,5595,2,Spanish (Mexican),1260545,el,spanish_(mexican),the,5,"el, las, la, los, él",74286,2.4,74286,NA,765,907,12457
si,5663,5663,NA,648,212,1538,2,Spanish (Mexican),1260545,si,spanish_(mexican),yes,2,"si, sí",19294,2,19294,NA,7375,2572,4872
sí,13631,13631,NA,6727,2360,3334,2,Spanish (Mexican),1260545,si,spanish_(mexican),yes,2,"si, sí",19294,2,19294,NA,7375,2572,4872
qué,36528,36528,NA,1409,2844,13867,3,Spanish (Mexican),1260545,que,spanish_(mexican),what,9,"qué, que, qúe, quead, quee, queen, queé, quéé, quée",74316,3.888888888888889,74316,5.357142857142857,1884,3230,21909
eso,7430,7430,NA,623,1795,3054,3,Spanish (Mexican),1260545,eso,spanish_(mexican),that,22,"eso, ese, esa, aquello, aquella, aquel, aquellos, ése, aquellas, ésa, éso, esá, aquéllas, aquél, aquéllos, aquélla, aquéllo, aquell, áquel, esé, esoo, esoos",14034,5.181818181818182,14034,7.080108679130567,956,2650,5394
de,19510,19510,NA,230,231,2678,2,Spanish (Mexican),1260545,de,spanish_(mexican),of,2,"de, dé",19541,2,19541,8.483870967741936,230,238,2678
abejas,13,13,3.6153846153846154,2,7,NA,6,Spanish (Mexican),1260545,abej,spanish_(mexican),bee,2,"abejas, abeja",52,5.5,52,3.935897435897436,5,33,1
ya,8419,8419,NA,547,981,3523,2,Spanish (Mexican),1260545,ya,spanish_(mexican),already,2,"ya, yá",8422,2,8422,5,547,984,3523
ver,2694,2694,NA,21,1066,7,3,Spanish (Mexican),1260545,ver,spanish_(mexican),see,11,"ver, veremos, veríamos, veréis, verá, veré, verías, veras, veros, vera, vero",2761,5.090909090909091,2761,6.129166666666666,23,1100,8
tú,8362,8362,NA,179,2129,2088,2,Spanish (Mexican),1260545,tu,spanish_(mexican),you,4,"tú, te, tu, té",30931,2,30931,NA,365,2333,6179
las,5928,5928,NA,56,41,847,3,Spanish (Mexican),1260545,las,spanish_(mexican),the,5,"el, las, la, los, él",74286,2.4,74286,NA,765,907,12457
mira,17515,17515,NA,5930,2430,7171,4,Spanish (Mexican),1260545,mir,spanish_(mexican),look,35,"mira, mirarlo, mirando, miras, miraba, mire, mirándola, miro, miró, miré, miran, miradas, mirar, mirada, mirándome, mires, mirarme, miramos, miremos, mirad, mirado, miren, mirándoles, mirá, miraremos, miraste, mir, mirarse, míra, mirábamos, miraron, mirarle, mirabas, mirarlos, mirándolo",18323,6.257142857142857,18323,6.194795825740537,5963,2738,7253
la,31496,31496,NA,343,229,4556,2,Spanish (Mexican),1260545,la,spanish_(mexican),the,5,"el, las, la, los, él",74286,2.4,74286,NA,765,907,12457
botella,34,34,5.823529411764706,2,15,NA,7,Spanish (Mexican),1260545,botell,spanish_(mexican),bottle,3,"botella, botellas, mamila",72,7,72,6.372152901564666,3,37,0
unos,369,369,NA,13,10,66,4,Spanish (Mexican),1260545,unos,spanish_(mexican),a,5,"unos, un, una, unas, unaaas",23549,3.8,23549,13,678,652,6226
calcetines,89,89,NA,8,43,1,10,Spanish (Mexican),1260545,calcetin,spanish_(mexican),sock,2,"calcetines, calcetín",163,9,163,NA,12,81,2
le,6763,6763,NA,46,15,1123,2,Spanish (Mexican),1260545,le,spanish_(mexican),it,1,le,6763,2,6763,NA,46,15,1123
se,17742,17742,NA,107,366,3209,2,Spanish (Mexican),1260545,se,spanish_(mexican),self,2,"se, sé",18606,2,18606,NA,120,674,3211
aquí,10620,10620,NA,945,4286,1408,4,Spanish (Mexican),1260545,aqu,spanish_(mexican),here,1,aquí,10620,4,10620,NA,945,4286,1408
que,37773,37773,NA,475,381,8039,3,Spanish (Mexican),1260545,que,spanish_(mexican),what,9,"qué, que, qúe, quead, quee, queen, queé, quéé, quée",74316,3.888888888888889,74316,5.357142857142857,1884,3230,21909
baño,159,159,6.6415094339622645,3,111,NA,4,Spanish (Mexican),1260545,bañ,spanish_(mexican),bathroom,28,"baño, bañar, bañarnos, bañado, bañas, bañamos, bañando, baña, bañaba, bañarle, bañarse, bañándose, bañaban, bañarlo, bañarles, bañen, baños, bañan, bañaste, bañarla, bañabas, bañasteis, bañarías, bañáis, bañabais, bañe, bañándolo, bañarme",441,6.571428571428571,441,5.788939775729354,8,247,5
después,809,809,NA,40,168,156,7,Spanish (Mexican),1260545,despues,spanish_(mexican),after,2,"después, despues",830,7,830,7.619047619047619,40,176,159
cenar,173,173,NA,4,98,NA,5,Spanish (Mexican),1260545,cen,spanish_(mexican),eat dinner,16,"cenar, cena, cenado, cenas, cenes, cenando, cenabas, cenaste, cenada, cene, cenarás, cenamos, cenaras, cenabais, cen, cenó",279,5.75,279,6.530328798185941,6,159,5
mamá,3352,3352,NA,186,1546,280,4,Spanish (Mexican),1260545,mam,spanish_(mexican),mommy,9,"mamá, mami, mamí, mama, mamar, mamen, mamas, máma, mam",3589,4.222222222222222,3589,7.59375,207,1660,301
frío,348,348,NA,8,188,3,4,Spanish (Mexican),1260545,fri,spanish_(mexican),cold,8,"frío, fría, frías, frio, fríos, fria, frió, fríes",461,4.375,461,7.1869416498993965,9,254,5
no,38044,38044,NA,5051,6354,12260,2,Spanish (Mexican),1260545,no,spanish_(mexican),no,1,no,38044,2,38044,NA,5051,6354,12260
los,9454,9454,NA,74,53,1341,3,Spanish (Mexican),1260545,los,spanish_(mexican),the,5,"el, las, la, los, él",74286,2.4,74286,NA,765,907,12457
pantalones,73,73,5.3561643835616435,1,40,1,10,Spanish (Mexican),1260545,pantalon,spanish_(mexican),pants,2,"pantalones, pantalón",171,9,171,5.060735253005312,6,87,5
difícil,125,125,6.104,NA,58,NA,7,Spanish (Mexican),1260545,dificil,spanish_(mexican),hard,5,"difícil, difícilmente, difíciles, dificil, dificiles",157,8.8,157,7.063937254901961,0,68,0
un,14143,14143,NA,328,240,3832,2,Spanish (Mexican),1260545,un,spanish_(mexican),a,5,"unos, un, una, unas, unaaas",23549,3.8,23549,13,678,652,6226
ojitos,33,33,NA,3,16,NA,6,Spanish (Mexican),1260545,ojit,spanish_(mexican),look at me,2,"ojitos, ojito",40,5.5,40,6.857142857142857,3,21,0
en,12873,12873,NA,116,44,2456,2,Spanish (Mexican),1260545,en,spanish_(mexican),in,1,en,12873,2,12873,NA,116,44,2456
está,11079,11079,NA,88,2550,2045,4,Spanish (Mexican),1260545,esta,spanish_(mexican),this,12,"está, éste, esto, esta, este, ésta, esté, estao, ésto, estaís, éstá, estáa",28370,4.333333333333333,28370,5.458333333333333,873,7149,6280
jabón,104,104,NA,15,52,1,5,Spanish (Mexican),1260545,jabon,spanish_(mexican),soap,2,"jabón, jabon",107,5,107,14,15,53,1
para,6105,6105,NA,82,74,1692,4,Spanish (Mexican),1260545,par,spanish_(mexican),for,28,"para, par, pared, paras, paro, parada, paramos, paraba, pararme, pares, paran, paraban, paré, parar, parado, paren, pare, pararon, parara, paró, paremos, pararlo, parís, parados, paradas, parió, pararlos, parir",6300,5.571428571428571,6300,8.301077310223652,86,186,1694
niña,1290,1290,NA,33,653,40,4,Spanish (Mexican),1260545,niñ,spanish_(mexican),boy,6,"niña, niño, niños, niñas, niñ, niñó",3821,4.166666666666667,3821,13,57,1828,62
niña,1290,1290,NA,33,653,40,4,Spanish (Mexican),1260545,niñ,spanish_(mexican),girl,6,"niña, niño, niños, niñas, niñ, niñó",3821,4.166666666666667,3821,13,57,1828,62
te,18702,18702,NA,141,36,3566,2,Spanish (Mexican),1260545,te,spanish_(mexican),you,4,"tú, te, tu, té",30931,2,30931,NA,365,2333,6179
una,8744,8744,NA,332,389,2261,3,Spanish (Mexican),1260545,una,spanish_(mexican),a,5,"unos, un, una, unas, unaaas",23549,3.8,23549,13,678,652,6226
jugar,1509,1509,NA,27,551,29,5,Spanish (Mexican),1260545,jug,spanish_(mexican),juice,31,"jugar, jugamos, jugando, juguemos, jugáis, jugabas, jugaba, jugábamos, jugársela, jugada, jugaron, jugara, jugarme, jugaban, jugado, jugaste, jugan, jugaremos, juguéis, jugad, jugaré, juga, jugo, jugarás, juguen, jugaís, jugaras, jugasteis, jugabais, jug, jugaar",2564,6.516129032258065,2564,7.735522940387472,50,871,163
jugar,1509,1509,NA,27,551,29,5,Spanish (Mexican),1260545,jug,spanish_(mexican),play,31,"jugar, jugamos, jugando, juguemos, jugáis, jugabas, jugaba, jugábamos, jugársela, jugada, jugaron, jugara, jugarme, jugaban, jugado, jugaste, jugan, jugaremos, juguéis, jugad, jugaré, juga, jugo, jugarás, juguen, jugaís, jugaras, jugasteis, jugabais, jug, jugaar",2564,6.516129032258065,2564,7.735522940387472,50,871,163
bonito,870,870,NA,16,492,1,6,Spanish (Mexican),1260545,bonit,spanish_(mexican),pretty,4,"bonito, bonitas, bonita, bonitos",1438,6.5,1438,5.864795918367347,20,802,2
me,9340,9340,NA,98,28,1917,2,Spanish (Mexican),1260545,me,spanish_(mexican),me,1,me,9340,2,9340,NA,98,28,1917
duchado,3,3,5.333333333333333,NA,NA,NA,7,Spanish (Mexican),1260545,duch,spanish_(mexican),shower,10,"duchado, duchada, duchando, duchar, regadera, ducha, ducharse, duchas, ducho, ducharnos",85,6.9,85,6.7891990512680165,4,43,2
duchada,1,1,6,NA,NA,NA,7,Spanish (Mexican),1260545,duch,spanish_(mexican),shower,10,"duchado, duchada, duchando, duchar, regadera, ducha, ducharse, duchas, ducho, ducharnos",85,6.9,85,6.7891990512680165,4,43,2
otro,2628,2628,NA,198,610,359,4,Spanish (Mexican),1260545,otro,spanish_(mexican),again,1,otro,2628,4,2628,NA,198,610,359
él,1180,1180,NA,11,402,118,2,Spanish (Mexican),1260545,el,spanish_(mexican),he,2,"el, él",27408,2,27408,NA,292,584,5713
él,1180,1180,NA,11,402,118,2,Spanish (Mexican),1260545,el,spanish_(mexican),the,5,"el, las, la, los, él",74286,2.4,74286,NA,765,907,12457
éste,4194,4194,NA,258,1303,1054,4,Spanish (Mexican),1260545,este,spanish_(mexican),this,12,"está, éste, esto, esta, este, ésta, esté, estao, ésto, estaís, éstá, estáa",28370,4.333333333333333,28370,5.458333333333333,873,7149,6280
mano,735,735,NA,19,488,1,4,Spanish (Mexican),1260545,man,spanish_(mexican),hand,6,"mano, manos, manía, man, mána, manada",1022,4.5,1022,4.5777777777777775,28,639,2
mano,735,735,NA,19,488,1,4,Spanish (Mexican),1260545,man,spanish_(mexican),hands up,6,"mano, manos, manía, man, mána, manada",1022,4.5,1022,4.5777777777777775,28,639,2
cómo,6427,6427,NA,370,105,2633,4,Spanish (Mexican),1260545,com,spanish_(mexican),food,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
cómo,6427,6427,NA,370,105,2633,4,Spanish (Mexican),1260545,com,spanish_(mexican),how,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
atrás,137,137,6.700729927007299,1,87,1,5,Spanish (Mexican),1260545,atras,spanish_(mexican),back (location),2,"atrás, atras",140,5,140,8.183698296836983,1,90,1
más,7806,7806,NA,267,2508,511,3,Spanish (Mexican),1260545,mas,spanish_(mexican),more,3,"más, mas, masa",8197,3.3333333333333335,8197,12.166666666666666,272,2594,524
estás,1353,1353,NA,12,169,256,5,Spanish (Mexican),1260545,estas,spanish_(mexican),these,5,"estás, estas, estos, éstos, éstas",3130,5,3130,8.029100529100528,49,496,542
vestir,33,33,8.393939393939394,NA,16,1,6,Spanish (Mexican),1260545,vest,spanish_(mexican),dress (object),16,"vestir, vestimos, vestida, vestido, vestí, vestidos, vestirse, vestidas, vestirla, veste, vestirme, vestirás, vestiste, vestís, vestirlo, vestirlos",236,7.3125,236,6.63422976633503,6,95,4
vestimos,7,7,5.428571428571429,NA,4,NA,8,Spanish (Mexican),1260545,vest,spanish_(mexican),dress (object),16,"vestir, vestimos, vestida, vestido, vestí, vestidos, vestirse, vestidas, vestirla, veste, vestirme, vestirás, vestiste, vestís, vestirlo, vestirlos",236,7.3125,236,6.63422976633503,6,95,4
lo,12815,12815,NA,105,15,1664,2,Spanish (Mexican),1260545,lo,spanish_(mexican),him,1,lo,12815,2,12815,NA,105,15,1664
mami,140,140,NA,17,85,11,4,Spanish (Mexican),1260545,mami,spanish_(mexican),mommy,9,"mamá, mami, mamí, mama, mamar, mamen, mamas, máma, mam",3589,4.222222222222222,3589,7.59375,207,1660,301
pelo,267,267,NA,7,135,3,4,Spanish (Mexican),1260545,pel,spanish_(mexican),hair,36,"pelo, peleando, pelado, peladas, peleamos, pelados, pelos, pelan, pelada, peleándonos, pelearon, pelean, peleas, peleándose, pelearse, pelear, peleen, peleado, pelearnos, peleaba, peleábamos, pelar, pelas, pela, peleéis, peleaban, pel, pele, peleará, peleabas, pelearan, peleaste, pelabas, pelamos, pelearía, peleáis",507,6.833333333333333,507,6.941676147382029,11,245,9
todo,1847,1847,NA,46,644,214,4,Spanish (Mexican),1260545,tod,spanish_(mexican),all,5,"todo, todos, todas, toda, tod",4301,4.2,4301,5.111111111111111,144,1226,539
agua,1048,1048,NA,72,592,45,4,Spanish (Mexican),1260545,agu,spanish_(mexican),water (beverage),2,"agua, aguas",1051,4.5,1051,5,73,594,45
cabeza,419,419,NA,3,246,3,6,Spanish (Mexican),1260545,cabez,spanish_(mexican),head,3,"cabeza, cabezas, cabezaa",424,6.666666666666667,424,5,3,248,3
avión,248,248,4.741935483870968,4,167,1,5,Spanish (Mexican),1260545,avion,spanish_(mexican),airplane,3,"avión, aviones, avion",273,5.666666666666667,273,6.039709488775703,6,181,1
mala,292,292,NA,44,142,6,4,Spanish (Mexican),1260545,mal,spanish_(mexican),bad,7,"mala, malo, mal, malos, malas, males, malí",1576,4.285714285714286,1576,7.378672150411281,166,823,31
papá,2922,2922,NA,125,1399,257,4,Spanish (Mexican),1260545,pap,spanish_(mexican),daddy,8,"papá, papí, papo, papi, papa, papas, paper, papos",3375,4.375,3375,6.016279069767442,165,1667,301
hoy,632,632,NA,12,207,125,3,Spanish (Mexican),1260545,hoy,spanish_(mexican),today,3,"hoy, hoyo, hoyos",641,4,641,4.928571428571429,12,216,125
verdad,2282,2282,NA,237,1619,76,6,Spanish (Mexican),1260545,verd,spanish_(mexican),green,6,"verdad, verde, verdes, verdá, verd, verda",2977,5.166666666666667,2977,4.578817401960785,343,2035,125
fría,71,71,5.098591549295775,1,46,2,4,Spanish (Mexican),1260545,fri,spanish_(mexican),cold,8,"frío, fría, frías, frio, fríos, fria, frió, fríes",461,4.375,461,7.1869416498993965,9,254,5
amarilla,205,205,4.434146341463415,32,137,5,8,Spanish (Mexican),1260545,amarill,spanish_(mexican),yellow,4,"amarilla, amarillo, amarillas, amarillos",821,8.5,821,4.478048780487805,115,496,33
poco,1044,1044,NA,14,247,7,4,Spanish (Mexican),1260545,poc,spanish_(mexican),little (description),10,"poco, chica, chico, poca, chicos, chicas, pocas, pocos, poc, chic",2028,4.7,2028,6.966232662033334,45,685,68
piernas,71,71,6.647887323943662,1,31,NA,7,Spanish (Mexican),1260545,piern,spanish_(mexican),leg,2,"piernas, pierna",142,6.5,142,6.992957746478874,2,74,0
ahora,5948,5948,NA,162,930,2310,5,Spanish (Mexican),1260545,ahor,spanish_(mexican),now,3,"ahora, ahor, ahorita",6001,5.333333333333333,6001,8.115384615384615,162,938,2334
tijeras,18,18,6.555555555555555,NA,14,NA,7,Spanish (Mexican),1260545,tijer,spanish_(mexican),scissors,2,"tijeras, tijera",24,6.5,24,6.361111111111111,0,17,0
pies,172,172,NA,5,110,NA,4,Spanish (Mexican),1260545,pies,spanish_(mexican),foot,2,"pies, píes",173,4,173,28,5,111,0
bonitas,76,76,NA,1,40,NA,7,Spanish (Mexican),1260545,bonit,spanish_(mexican),pretty,4,"bonito, bonitas, bonita, bonitos",1438,6.5,1438,5.864795918367347,20,802,2
quién,6117,6117,NA,223,422,2111,5,Spanish (Mexican),1260545,quien,spanish_(mexican),who,10,"quién, qui, quienes, quien, quierse, quie, quiénes, quíen, quié, quí",6722,5,6722,6.150248756218906,244,461,2296
estas,378,378,8.029100529100528,1,31,48,5,Spanish (Mexican),1260545,estas,spanish_(mexican),these,5,"estás, estas, estos, éstos, éstas",3130,5,3130,8.029100529100528,49,496,542
esas,284,284,7.330985915492958,3,33,53,4,Spanish (Mexican),1260545,esas,spanish_(mexican),those,4,"esas, esos, ésas, ésos",926,4,926,6.371175199344213,8,117,204
daremos,11,11,7.454545454545454,NA,NA,NA,7,Spanish (Mexican),1260545,dar,spanish_(mexican),give,9,"daremos, dar, dará, daríamos, daré, daros, daría, daréis, darías",804,5.333333333333333,804,10.412554112554112,6,151,0
cara,318,318,NA,8,127,7,4,Spanish (Mexican),1260545,car,spanish_(mexican),face,5,"cara, caro, car, caras, cará",332,4,332,8.416666666666666,9,130,7
como,3682,3682,NA,63,70,1034,4,Spanish (Mexican),1260545,com,spanish_(mexican),food,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
como,3682,3682,NA,63,70,1034,4,Spanish (Mexican),1260545,com,spanish_(mexican),how,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
salen,125,125,NA,2,22,10,5,Spanish (Mexican),1260545,sal,spanish_(mexican),living room,31,"salen, salir, sale, salimos, sal, salió, saliendo, salido, sales, salieron, salirle, saladas, salí, salía, sala, salida, salíamos, saliese, salías, saliste, saliera, salís, salid, salieran, salían, sálo, salieses, salada, salidos, salado, salirse",1741,6,1741,8.405219091752825,54,446,96
ese,3126,3126,NA,177,385,1108,3,Spanish (Mexican),1260545,ese,spanish_(mexican),that,22,"eso, ese, esa, aquello, aquella, aquel, aquellos, ése, aquellas, ésa, éso, esá, aquéllas, aquél, aquéllos, aquélla, aquéllo, aquell, áquel, esé, esoo, esoos",14034,5.181818181818182,14034,7.080108679130567,956,2650,5394
galleta,67,67,6,9,36,NA,7,Spanish (Mexican),1260545,gallet,spanish_(mexican),cookie,2,"galleta, galletas",139,7.5,139,5.944444444444445,10,88,2
tu,3805,3805,NA,37,144,519,2,Spanish (Mexican),1260545,tu,spanish_(mexican),you,4,"tú, te, tu, té",30931,2,30931,NA,365,2333,6179
comes,165,165,7.236363636363636,NA,48,2,5,Spanish (Mexican),1260545,com,spanish_(mexican),food,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
comes,165,165,7.236363636363636,NA,48,2,5,Spanish (Mexican),1260545,com,spanish_(mexican),how,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
come,684,684,NA,33,251,59,4,Spanish (Mexican),1260545,com,spanish_(mexican),food,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
come,684,684,NA,33,251,59,4,Spanish (Mexican),1260545,com,spanish_(mexican),how,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
caso,123,123,NA,1,53,NA,4,Spanish (Mexican),1260545,cas,spanish_(mexican),house,17,"caso, casa, casas, cas, casar, casos, casado, casaron, cases, casan, casara, casarse, casaba, casó, casada, casaban, casando",2777,5.411764705882353,2777,6.9255485076913645,25,1293,25
esto,5685,5685,NA,202,1920,1540,4,Spanish (Mexican),1260545,esto,spanish_(mexican),this,12,"está, éste, esto, esta, este, ésta, esté, estao, ésto, estaís, éstá, estáa",28370,4.333333333333333,28370,5.458333333333333,873,7149,6280
yo,6144,6144,NA,153,832,1935,2,Spanish (Mexican),1260545,yo,spanish_(mexican),i,1,yo,6144,2,6144,NA,153,832,1935
calle,374,374,NA,4,208,NA,5,Spanish (Mexican),1260545,call,spanish_(mexican),street,16,"calle, calla, callada, callar, callen, callado, calles, callamos, callados, calladas, callarme, callarse, callé, callo, calló, callas",493,6.4375,493,5.670611606802409,19,276,16
pijama,58,58,NA,1,32,NA,6,Spanish (Mexican),1260545,pijam,spanish_(mexican),pajamas,2,"pijama, pijamas",59,6.5,59,6,1,32,0
encima,326,326,NA,13,74,39,6,Spanish (Mexican),1260545,encim,spanish_(mexican),on,1,encima,326,6,326,NA,13,74,39
esa,2037,2037,NA,90,187,690,3,Spanish (Mexican),1260545,esa,spanish_(mexican),that,22,"eso, ese, esa, aquello, aquella, aquel, aquellos, ése, aquellas, ésa, éso, esá, aquéllas, aquél, aquéllos, aquélla, aquéllo, aquell, áquel, esé, esoo, esoos",14034,5.181818181818182,14034,7.080108679130567,956,2650,5394
silla,421,421,NA,7,236,2,5,Spanish (Mexican),1260545,sill,spanish_(mexican),chair,2,"silla, sillas",577,5.5,577,6.756410256410256,10,307,2
comer,1690,1690,NA,22,823,11,5,Spanish (Mexican),1260545,com,spanish_(mexican),food,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
comer,1690,1690,NA,22,823,11,5,Spanish (Mexican),1260545,com,spanish_(mexican),how,52,"cómo, como, comes, come, comer, comas, comeremos, comen, comiendo, comido, comía, comemos, coma, comida, comiéndose, comerlas, comió, comí, comimos, comiste, comernos, comérselas, comerse, coman, comamos, comérsela, comidas, comerlo, comíamos, comieron, coméis, comerá, comerán, comiéndolo, comerla, comían, comérselo, com, comías, comeré, comoes, comíais, comisteis, comiendose, comerme, cómase, comase, comerías, comé, comerle, cóme, cóm",14372,6.480769230769231,14372,6.301771286844454,522,1972,3799
ahí,5988,5988,NA,925,1884,1510,3,Spanish (Mexican),1260545,ahi,spanish_(mexican),there,7,"ahí, allí, allá, alli, alla, ahíen, ahíí",7101,4,7101,9.016129032258064,979,2379,1603
boca,357,357,NA,19,176,11,4,Spanish (Mexican),1260545,boc,spanish_(mexican),mouth,4,"boca, bocado, bocas, bocaa",368,5,368,6.444444444444445,19,185,11
llena,43,43,7.372093023255814,NA,11,2,5,Spanish (Mexican),1260545,llen,spanish_(mexican),full,14,"llena, lleno, llenas, llenar, llenamos, llenos, llenó, llenado, llenando, llenarlo, llene, llenaste, llené, llenarlos",149,6.5,149,8.437657949285857,2,26,9
vas,3675,3675,NA,35,247,303,3,Spanish (Mexican),1260545,vas,spanish_(mexican),glass,5,"vas, vaso, vasos, vás, vasa",3839,3.8,3839,6.6100815418828764,42,310,306
malo,611,611,NA,115,325,20,4,Spanish (Mexican),1260545,mal,spanish_(mexican),bad,7,"mala, malo, mal, malos, malas, males, malí",1576,4.285714285714286,1576,7.378672150411281,166,823,31
dar,743,743,NA,4,145,NA,3,Spanish (Mexican),1260545,dar,spanish_(mexican),give,9,"daremos, dar, dará, daríamos, daré, daros, daría, daréis, darías",804,5.333333333333333,804,10.412554112554112,6,151,0
nada,1736,1736,NA,96,876,159,4,Spanish (Mexican),1260545,nad,spanish_(mexican),nothing,11,"nada, nadaba, nadar, nadan, nadas, nadado, nadando, nado, náda, nade, nades",1902,5,1902,6.192780337941628,107,976,163
limpio,52,52,NA,2,26,1,6,Spanish (Mexican),1260545,limpi,spanish_(mexican),clean (description),19,"limpio, limpiándole, limpiar, limpiarle, limpiando, limpiamos, limpiarlo, limpiado, limpie, limpias, limpia, limpiarse, limpies, limpiaba, limpiabas, limpiarla, limpiarlas, limpian, limpiarlos",251,8.210526315789474,251,6.943258756882274,4,100,10
día,900,900,NA,7,257,3,3,Spanish (Mexican),1260545,dia,spanish_(mexican),day,2,"día, dia",956,3,956,NA,8,271,3
mucho,1778,1778,NA,51,761,44,5,Spanish (Mexican),1260545,much,spanish_(mexican),a lot,6,"mucho, mucha, muchos, muchas, muchoo, muchoos",3307,5.833333333333333,3307,2.5,159,1062,228
sueño,196,196,NA,1,129,NA,5,Spanish (Mexican),1260545,sueñ,spanish_(mexican),sleepy,5,"sueño, sueña, sueños, sueñas, sueñó",221,5.4,221,5.2012820512820515,1,144,2
hambre,284,284,NA,3,185,NA,6,Spanish (Mexican),1260545,hambr,spanish_(mexican),hungry,2,"hambre, hambres",285,6.5,285,3,3,185,0
