word,wordcount,frequency_word,mlu_word,solo_word,final_word,initial_word,charactercount,language,totalcount,stem,language.y,uni_lemma,nb_realisations_lemma,words_lemma,sum_wordcount_lemma,mean_character_count_lemma,frequency,MLU,solo_frequency,final_frequency,initial_frequency
sat,32,32,5.3125,4,11,6,3,Croatian,224755,sat,Croatian,clock,3,"sat, sati, sata",57,3.6666666666666665,57,8.12962962962963,4,22,6
gurat,4,4,6.75,NA,NA,NA,5,Croatian,224755,gur,Croatian,push,7,"gurala, guram, guraš, gurat, gurati, gurali, gura",28,5.285714285714286,28,7.046825396825397,1,10,3
papir,26,26,8.384615384615385,1,8,NA,5,Croatian,224755,papir,Croatian,paper,6,"papira, papir, papirom, papiru, papiri, papire",53,6,53,7.076923076923077,3,25,5
papirom,2,2,9,NA,1,NA,7,Croatian,224755,papir,Croatian,paper,6,"papira, papir, papirom, papiru, papiri, papire",53,6,53,7.076923076923077,3,25,5
dat,67,67,NA,5,5,6,3,Croatian,224755,dat,Croatian,give,2,"dati, dat",157,3.5,157,NA,7,32,7
vući,11,11,7.454545454545454,NA,5,NA,4,Croatian,224755,vuć,Croatian,pull,2,"vući, vuć",12,3.5,12,7.727272727272727,0,5,0
stavio,27,27,6.666666666666667,NA,9,1,6,Croatian,224755,stavi,Croatian,put,9,"stavi, stavila, staviti, stavili, stavit, stavio, stavim, stavimo, stavite",525,6.444444444444445,525,6.560416666666667,15,150,37
otvorim,10,10,3.6,NA,5,NA,7,Croatian,224755,otvori,Croatian,open (action),8,"otvorim, otvori, otvoriti, otvorit, otvorila, otvorimo, otvorio, otvore",88,7.125,88,6.863317634746206,5,43,4
pasti,24,24,NA,1,11,NA,5,Croatian,224755,past,Croatian,fall,2,"past, pasti",56,4.5,56,5.71875,3,14,10
jutro,26,26,5.8076923076923075,NA,10,NA,5,Croatian,224755,jutr,Croatian,morning,2,"jutro, jutra",29,5,29,10.403846153846153,0,10,0
oko,82,82,NA,8,23,9,3,Croatian,224755,ok,Croatian,eye,5,"oka, oko, okom, ok, oku",95,3,95,5.9,12,28,10
spavaj,19,19,3.6315789473684212,1,13,NA,6,Croatian,224755,spava,Croatian,asleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,8.478306615595592,13,80,17
spavaj,19,19,3.6315789473684212,1,13,NA,6,Croatian,224755,spava,Croatian,sleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,8.478306615595592,13,80,17
sati,16,16,11.1875,NA,8,NA,4,Croatian,224755,sat,Croatian,clock,3,"sat, sati, sata",57,3.6666666666666665,57,8.12962962962963,4,22,6
krevet,33,33,5.333333333333333,6,11,2,6,Croatian,224755,krevet,Croatian,bed,4,"krevetu, krevet, kreveta, krevetima",76,7.25,76,5.796676441837732,6,37,2
cvijećem,1,1,3,NA,1,NA,8,Croatian,224755,cvijeć,Croatian,flower,4,"cvijećem, cvijeće, cvijeća, cvijeću",18,7.25,18,6,3,8,1
tanjur,8,8,5.875,NA,7,NA,6,Croatian,224755,tanjur,Croatian,plate,5,"tanjur, tanjuru, tanjurom, tanjuri, tanjure",22,7,22,6.355,1,12,1
ormaru,5,5,5.6,NA,3,NA,6,Croatian,224755,ormar,Croatian,wardrobe,5,"ormaru, ormari, ormar, ormarom, ormara",20,6,20,7.726666666666667,2,10,1
nosu,3,3,6,NA,1,NA,4,Croatian,224755,nos,Croatian,nose,6,"nos, nosa, nosu, nosi, nose, nosom",108,4,108,6.487962962962963,4,56,6
ružno,18,18,6.944444444444445,1,9,NA,5,Croatian,224755,ružn,Croatian,ugly,4,"ružno, ružne, ružnu, ružna",26,5,26,6.086111111111111,1,9,2
pjevam,4,4,3.5,NA,4,NA,6,Croatian,224755,pjeva,Croatian,sing,13,"pjevala, pjeva, pjevati, pjevamo, pjevaj, pjevam, pjevali, pjevat, pjevaju, pjevao, pjevajući, pjevale, pjevate",205,6.6923076923076925,205,4.9954793756967675,8,107,9
dijete,42,42,11.523809523809524,1,11,5,6,Croatian,224755,dijet,Croatian,child,1,dijete,42,6,42,11.523809523809524,1,11,5
nosi,36,36,6.027777777777778,2,8,5,4,Croatian,224755,nos,Croatian,nose,6,"nos, nosa, nosu, nosi, nose, nosom",108,4,108,6.487962962962963,4,56,6
gledaju,10,10,4.2,NA,4,1,7,Croatian,224755,gleda,Croatian,look,13,"gledao, gledaš, gleda, gledaj, gledati, gledala, gledaju, gledali, gledam, gledate, gledat, gledo, gledamo",579,6.3076923076923075,579,7.0026475324429285,68,147,88
nemaš,72,72,4.319444444444445,9,7,21,5,Croatian,224755,nema,Croatian,all gone,7,"nema, nemoj, nemamo, nemam, nemaš, nemate, nemaju",1174,5.285714285714286,1174,5.898148148148148,80,144,533
licu,7,7,5.571428571428571,NA,5,NA,4,Croatian,224755,lic,Croatian,face,4,"licu, lice, lici, lica",24,4,24,6.25,0,18,0
dane,2,2,5,NA,1,NA,4,Croatian,224755,dan,Croatian,day,6,"dan, dane, dana, danu, danije, dani",133,4.166666666666667,133,5.857534246575343,3,57,1
puhati,4,4,7.5,NA,2,NA,6,Croatian,224755,puha,Croatian,blow,7,"puhao, puhati, puhali, puhale, puhala, puh, puhat",18,5.285714285714286,18,5.416666666666667,0,6,4
mjesecu,2,2,6.5,NA,1,NA,7,Croatian,224755,mjesec,Croatian,moon,4,"mjesec, mjesecu, mjeseca, mjeseci",44,6.75,44,7.59375,2,15,8
puhali,3,3,4.666666666666667,NA,NA,2,6,Croatian,224755,puha,Croatian,blow,7,"puhao, puhati, puhali, puhale, puhala, puh, puhat",18,5.285714285714286,18,5.416666666666667,0,6,4
plesali,8,8,6.75,NA,5,NA,7,Croatian,224755,plesa,Croatian,dance,8,"plesala, plesali, plesati, plesat, ples, plesa, plesale, plesao",53,6.125,53,8.445112179487179,1,24,1
kum,12,12,6.75,NA,NA,4,3,Croatian,224755,kum,Croatian,godfather,4,"kuma, kum, kume, kumu",43,3.75,43,10.2875,2,4,6
mišo,17,17,5.9411764705882355,NA,10,NA,4,Croatian,224755,miš,Croatian,mouse,6,"miša, mišo, miše, miš, miši, mišu",116,3.8333333333333335,116,6.2392557022809125,15,49,17
one,91,91,NA,1,4,18,3,Croatian,224755,on,Croatian,that,14,"oni, on, ono, onu, ona, one, onoj, onom, onog, onoga, onim, onih, onima, onome",1522,3.7142857142857144,1522,11.848140212670794,23,108,315
kuhinji,14,14,5.714285714285714,1,6,NA,7,Croatian,224755,kuhinj,Croatian,kitchen,3,"kuhinji, kuhinju, kuhinje",24,7,24,5.904761904761905,1,9,0
lopaticu,23,23,7.130434782608695,NA,8,3,8,Croatian,224755,lopatic,Croatian,shovel,6,"lopaticu, lopaticom, lopatom, lopatica, lopata, lopatu",38,7.333333333333333,38,7.992753623188406,1,16,3
lopaticom,6,6,8.833333333333334,NA,2,NA,9,Croatian,224755,lopatic,Croatian,shovel,6,"lopaticu, lopaticom, lopatom, lopatica, lopata, lopatu",38,7.333333333333333,38,7.992753623188406,1,16,3
igračke,49,49,NA,1,15,4,7,Croatian,224755,igračk,Croatian,toy (object),5,"igračku, igračke, igračkama, igračka, igračaka",84,7.6,84,6.0476190476190474,2,34,4
kup,2,2,8,NA,1,NA,3,Croatian,224755,kup,Croatian,buy,12,"kupiti, kupi, kupa, kupila, kupio, kupit, kup, kupili, kupu, kupite, kupimo, kupim",373,5,373,6.681012872628727,6,146,22
njezinu,6,6,11.333333333333334,NA,2,NA,7,Croatian,224755,njezin,Croatian,her,8,"njezina, njezine, njezinu, njezin, njezinoj, njezino, njezinog, njezinim",33,7.25,33,10.779166666666667,0,2,1
njezin,5,5,9.4,NA,NA,NA,6,Croatian,224755,njezin,Croatian,her,8,"njezina, njezine, njezinu, njezin, njezinoj, njezino, njezinog, njezinim",33,7.25,33,10.779166666666667,0,2,1
maloj,13,13,4.769230769230769,1,6,1,5,Croatian,224755,mal,Croatian,little (amount),8,"mali, male, malo, mala, malu, maloj, malom, malima",1999,4.5,1999,6.76132730015083,47,540,206
telefon,30,30,4.366666666666666,5,17,3,7,Croatian,224755,telefon,Croatian,telephone,4,"telefon, telefonom, telefona, telefonu",41,8,41,6.566666666666666,5,25,3
vidjeti,38,38,7.184210526315789,1,12,NA,7,Croatian,224755,vidjet,Croatian,see,2,"vidjeti, vidjet",84,6.5,84,6.602974828375286,1,24,2
dana,49,49,NA,1,13,NA,4,Croatian,224755,dan,Croatian,day,6,"dan, dane, dana, danu, danije, dani",133,4.166666666666667,133,5.857534246575343,3,57,1
broj,16,16,4.6875,NA,4,3,4,Croatian,224755,br,Croatian,brother,7,"broj, brat, brata, bra, bro, bratu, bratom",40,4.285714285714286,40,9.77984693877551,2,12,3
plivala,4,4,7.75,NA,1,NA,7,Croatian,224755,pliva,Croatian,swim,8,"pliva, plivat, plivati, plivala, plivao, plivaju, plivali, plivate",71,6.5,71,5.807283834586466,4,33,9
vode,33,33,9.151515151515152,3,13,2,4,Croatian,224755,vod,Croatian,water (beverage),6,"vodi, vodu, vode, voda, vodo, vodom",160,4.166666666666667,160,6.885052387226301,7,75,7
vode,33,33,9.151515151515152,3,13,2,4,Croatian,224755,vod,Croatian,water (not beverage),6,"vodi, vodu, vode, voda, vodo, vodom",160,4.166666666666667,160,6.885052387226301,7,75,7
plivao,4,4,5,NA,1,1,6,Croatian,224755,pliva,Croatian,swim,8,"pliva, plivat, plivati, plivala, plivao, plivaju, plivali, plivate",71,6.5,71,5.807283834586466,4,33,9
kupili,16,16,6.75,NA,6,NA,6,Croatian,224755,kupi,Croatian,buy,12,"kupiti, kupi, kupa, kupila, kupio, kupit, kup, kupili, kupu, kupite, kupimo, kupim",373,5,373,6.681012872628727,6,146,22
jezik,17,17,4.9411764705882355,NA,11,1,5,Croatian,224755,jezik,Croatian,tongue,2,"jezik, jeziku",18,5.5,18,6.470588235294118,0,11,1
hladna,7,7,4.857142857142857,1,3,NA,6,Croatian,224755,hladn,Croatian,cold,6,"hladna, hladnom, hladnoj, hladno, hladne, hladnije",53,6.666666666666667,53,7.7178571428571425,2,21,4
tvoju,17,17,NA,2,5,1,5,Croatian,224755,tvoj,Croatian,your,7,"tvoja, tvoj, tvoje, tvoju, tvojoj, tvoji, tvojom",456,5.142857142857143,456,7.370887617537102,16,70,30
crveno,47,47,6.319148936170213,1,25,5,6,Croatian,224755,crven,Croatian,red,9,"crvenom, crvena, crvenu, crveno, crvene, crvenima, crveni, crvenog, crvenim",170,6.555555555555555,170,6.01100623900176,14,73,11
tutu,58,58,6.086206896551724,3,35,1,4,Croatian,224755,tut,Croatian,potty,3,"tutu, tuti, tuta",73,4,73,5.128735632183908,5,46,1
praznom,1,1,8,NA,1,NA,7,Croatian,224755,prazn,Croatian,empty,6,"praznom, prazne, prazna, prazniji, praznu, praznog",15,6.666666666666667,15,8.333333333333334,2,2,5
slikam,2,2,2.5,NA,NA,1,6,Croatian,224755,slika,Croatian,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
slikaj,1,1,4,NA,1,NA,6,Croatian,224755,slika,Croatian,picture,11,"sliku, slikama, slike, slika, slikam, slikaj, sliki, slikala, slikali, slikamo, slikovi",60,6.090909090909091,60,5.431168831168831,6,28,7
stolice,23,23,6.913043478260869,NA,12,NA,7,Croatian,224755,stolic,Croatian,chair,4,"stolicu, stolica, stolice, stolici",103,7,103,7.17842190016103,2,56,4
boc,8,8,3.75,NA,4,2,3,Croatian,224755,boc,Croatian,bottle,5,"boca, boc, bocu, boce, boco",24,3.8,24,3.9033333333333333,2,8,8
bjež,5,5,4.4,NA,4,1,4,Croatian,224755,bjež,Croatian,flee,8,"bježao, bjež, bježe, bježi, bježali, bježat, bježati, bježala",21,5.875,21,6.33125,5,6,1
kući,56,56,NA,3,29,1,4,Croatian,224755,kuć,Croatian,house,5,"kuću, kući, kuća, kuće, kućom",164,4.2,164,7.5588235294117645,11,89,3
boli,76,76,NA,2,32,3,4,Croatian,224755,bol,Croatian,hurt (description),7,"boli, bole, bolit, bolilo, bol, bola, bolila",93,4.571428571428571,93,10.909090909090908,2,42,4
majicu,26,26,7.6923076923076925,1,12,2,6,Croatian,224755,majic,Croatian,t-shirt,4,"majicu, majice, majica, majici",42,6,42,9.248076923076923,1,16,3
puhale,1,1,4,NA,NA,NA,6,Croatian,224755,puha,Croatian,blow,7,"puhao, puhati, puhali, puhale, puhala, puh, puhat",18,5.285714285714286,18,5.416666666666667,0,6,4
gledali,20,20,8.55,NA,4,NA,7,Croatian,224755,gleda,Croatian,look,13,"gledao, gledaš, gleda, gledaj, gledati, gledala, gledaju, gledali, gledam, gledate, gledat, gledo, gledamo",579,6.3076923076923075,579,7.0026475324429285,68,147,88
kume,5,5,13,NA,NA,NA,4,Croatian,224755,kum,Croatian,godfather,4,"kuma, kum, kume, kumu",43,3.75,43,10.2875,2,4,6
miše,5,5,10.6,NA,3,NA,4,Croatian,224755,miš,Croatian,mouse,6,"miša, mišo, miše, miš, miši, mišu",116,3.8333333333333335,116,6.2392557022809125,15,49,17
kosa,13,13,6.923076923076923,NA,7,NA,4,Croatian,224755,kos,Croatian,hair,6,"kosa, kosu, kose, kos, kosom, kosi",63,4,63,8.584615384615384,2,28,4
kosu,40,40,NA,2,19,1,4,Croatian,224755,kos,Croatian,hair,6,"kosa, kosu, kose, kos, kosom, kosi",63,4,63,8.584615384615384,2,28,4
kak,35,35,8.17142857142857,NA,NA,10,3,Croatian,224755,kak,Croatian,cacao,12,"kako, kak, kakati, kakaj, kakala, kaka, kakat, kakalo, kakao, kakaa, kakali, kakaju",2308,5.083333333333333,2308,5.043123336291038,114,78,375
kak,35,35,8.17142857142857,NA,NA,10,3,Croatian,224755,kak,Croatian,how,3,"kako, kak, kaka",2217,3.6666666666666665,2217,8.17142857142857,107,45,371
boga,7,7,5.571428571428571,NA,2,NA,4,Croatian,224755,bog,Croatian,hi,3,"boga, bogu, bog",10,3.6666666666666665,10,5.690476190476191,0,3,0
glavi,34,34,6.617647058823529,2,21,NA,5,Croatian,224755,glav,Croatian,head,6,"glavu, glavi, glava, glavom, glave, glavama",151,5.5,151,7.096256684491978,4,88,1
gurati,1,1,8,NA,1,NA,6,Croatian,224755,gur,Croatian,push,7,"gurala, guram, guraš, gurat, gurati, gurali, gura",28,5.285714285714286,28,7.046825396825397,1,10,3
stola,13,13,NA,1,5,NA,5,Croatian,224755,stol,Croatian,table,4,"stol, stolu, stola, stolom",95,5,95,7.315777924072854,1,54,3
stala,5,5,13.2,NA,3,NA,5,Croatian,224755,sta,Croatian,stop,6,"sta, stati, stala, stat, stao, stali",57,4.333333333333333,57,7.7400155400155395,1,27,5
donijeti,27,27,NA,1,15,NA,8,Croatian,224755,donijet,Croatian,bring,2,"donijeti, donijet",50,7.5,50,NA,2,15,3
glava,22,22,7.409090909090909,NA,11,NA,5,Croatian,224755,glav,Croatian,head,6,"glavu, glavi, glava, glavom, glave, glavama",151,5.5,151,7.096256684491978,4,88,1
djeca,80,80,7.7625,3,27,11,5,Croatian,224755,djec,Croatian,children,6,"djeca, djece, djeco, djecu, djeci, djecom",162,5.166666666666667,162,8.897982804232804,4,62,12
stavim,42,42,NA,1,17,3,6,Croatian,224755,stav,Croatian,put,9,"stavi, stavila, staviti, stavili, stavit, stavio, stavim, stavimo, stavite",525,6.444444444444445,525,6.560416666666667,15,150,37
dobili,6,6,9.833333333333334,NA,1,NA,6,Croatian,224755,dobi,Croatian,get,7,"dobiti, dobila, dobili, dobit, dobio, doba, dobilo",178,5.428571428571429,178,8.430394946523979,0,41,20
kada,41,41,12.682926829268293,7,1,15,4,Croatian,224755,kad,Croatian,bathtub,4,"kad, kada, kadu, kadi",817,3.75,817,8.971232020012508,22,16,210
konju,5,5,6.6,NA,1,NA,5,Croatian,224755,konj,Croatian,horse,4,"konju, konj, konji, konja",55,4.75,55,4.8,10,21,4
jaha,1,1,3,NA,1,NA,4,Croatian,224755,jah,Croatian,ride,2,"jaha, jahati",5,5,5,4,0,3,0
spavati,53,53,6.566037735849057,2,33,4,7,Croatian,224755,spava,Croatian,asleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,8.478306615595592,13,80,17
spavati,53,53,6.566037735849057,2,33,4,7,Croatian,224755,spava,Croatian,sleep,11,"spava, spavala, spavamo, spavaj, spavati, spavaju, spavao, spavali, spavat, spavam, spavalo",198,6.454545454545454,198,8.478306615595592,13,80,17
hodati,13,13,5.538461538461538,2,5,NA,6,Croatian,224755,hoda,Croatian,walk,11,"hodati, hodaj, hoda, hodala, hodat, hodaš, hodaju, hodale, hodajući, hodao, hodam",38,5.545454545454546,38,5.846930846930847,4,14,1
plaka,4,4,4.25,NA,3,NA,5,Croatian,224755,plak,Croatian,cry,6,"plakati, plakao, plakala, plaka, plakat, plakal",99,6.166666666666667,99,6.98400054466231,0,56,5
posao,29,29,NA,3,11,1,5,Croatian,224755,posa,Croatian,work (place),1,posao,29,5,29,NA,3,11,1
igračkama,3,3,NA,1,2,NA,9,Croatian,224755,igračk,Croatian,toy (object),5,"igračku, igračke, igračkama, igračka, igračaka",84,7.6,84,6.0476190476190474,2,34,4
otvori,21,21,4.904761904761905,2,6,2,6,Croatian,224755,otvor,Croatian,open (action),8,"otvorim, otvori, otvoriti, otvorit, otvorila, otvorimo, otvorio, otvore",88,7.125,88,6.863317634746206,5,43,4
čaj,36,36,NA,2,26,NA,3,Croatian,224755,čaj,Croatian,tea,2,"čaja, čaj",62,3.5,62,5.384615384615385,4,40,2
novčanik,9,9,5.555555555555555,1,1,1,8,Croatian,224755,novčanik,Croatian,purse,1,novčanik,9,8,9,5.555555555555555,1,1,1
kruh,19,19,NA,1,8,2,4,Croatian,224755,kruh,Croatian,bread,3,"kruha, kruh, kruhu",34,4.666666666666667,34,4.25,1,12,5
vozit,47,47,6.680851063829787,NA,11,3,5,Croatian,224755,vozit,Croatian,drive,2,"voziti, vozit",93,5.5,93,6.680851063829787,1,28,5
biciklu,25,25,7.88,NA,12,3,7,Croatian,224755,bicikl,Croatian,bicycle,4,"bicikl, biciklu, biciklom, bicikle",92,7,92,6.23953125,7,48,8
auto,307,307,NA,11,180,18,4,Croatian,224755,aut,Croatian,car,7,"auta, auto, autu, autom, auti, aute, autima",392,4.428571428571429,392,8.034236596736596,12,230,19
nose,5,5,5.4,NA,1,NA,4,Croatian,224755,nos,Croatian,nose,6,"nos, nosa, nosu, nosi, nose, nosom",108,4,108,6.487962962962963,4,56,6
reć,29,29,8.310344827586206,NA,2,NA,3,Croatian,224755,reć,Croatian,say,2,"reći, reć",126,3.5,126,8.310344827586206,2,44,2
krumpira,15,15,5,3,7,1,8,Croatian,224755,krumpir,Croatian,potato,3,"krumpira, krumpir, krumpire",31,7.666666666666667,31,5.461538461538462,7,13,3
jabuka,6,6,4.5,1,4,NA,6,Croatian,224755,jabuk,Croatian,apple,3,"jabuka, jabuku, jabuke",19,6,19,3.8333333333333335,2,11,3
donijet,23,23,NA,1,NA,3,7,Croatian,224755,donijet,Croatian,bring,2,"donijeti, donijet",50,7.5,50,NA,2,15,3
majice,5,5,7.2,NA,1,NA,6,Croatian,224755,majic,Croatian,t-shirt,4,"majicu, majice, majica, majici",42,6,42,9.248076923076923,1,16,3
zagrlio,1,1,7,NA,1,NA,7,Croatian,224755,zagrli,Croatian,hug,8,"zagrlio, zagrlila, zagrli, zagrlile, zagrlili, zagrliti, zagrlimo, zagrlit",24,7.5,24,8.1875,2,4,1
zagrlila,6,6,16.166666666666668,NA,NA,NA,8,Croatian,224755,zagrli,Croatian,hug,8,"zagrlio, zagrlila, zagrli, zagrlile, zagrlili, zagrliti, zagrlimo, zagrlit",24,7.5,24,8.1875,2,4,1
zoološki,4,4,6.75,NA,2,NA,8,Croatian,224755,zoološk,Croatian,zoo,2,"zoološki, zoološkom",10,8.5,10,8.875,0,3,0
vrt,6,6,7.166666666666667,NA,5,NA,3,Croatian,224755,vrt,Croatian,garden,5,"vrti, vrt, vrte, vrtu, vrtim",51,4,51,6.8500000000000005,2,26,7
dirat,63,63,NA,1,28,NA,5,Croatian,224755,dir,Croatian,touch,7,"dirati, dirat, dirali, dirala, dira, diraš, dirao",181,5.285714285714286,181,6.715614617940199,3,100,2
tigar,10,10,6,NA,5,4,5,Croatian,224755,tigar,Croatian,tiger,1,tigar,10,5,10,6,0,5,4
stolici,10,10,6.4,NA,6,NA,7,Croatian,224755,stolic,Croatian,chair,4,"stolicu, stolica, stolice, stolici",103,7,103,7.17842190016103,2,56,4
plivaju,7,7,5.571428571428571,2,2,NA,7,Croatian,224755,pliva,Croatian,swim,8,"pliva, plivat, plivati, plivala, plivao, plivaju, plivali, plivate",71,6.5,71,5.807283834586466,4,33,9
drugoj,18,18,8.722222222222221,NA,4,NA,6,Croatian,224755,drug,Croatian,another,10,"drugu, druga, druge, drugi, drugoga, drugo, drugoj, drugim, drugom, drugog",464,5.6,464,9.83382243130227,13,97,35
uzet,32,32,7.875,NA,5,2,4,Croatian,224755,uzet,Croatian,take,2,"uzeti, uzet",64,4.5,64,7.984375,1,16,2
mame,34,34,NA,2,8,3,4,Croatian,224755,mam,Croatian,mommy,6,"mama, mami, mamu, mamom, mame, mam",1295,4,1295,12.166666666666668,39,244,189
dobit,37,37,7.297297297297297,NA,3,6,5,Croatian,224755,dobi,Croatian,get,7,"dobiti, dobila, dobili, dobit, dobio, doba, dobilo",178,5.428571428571429,178,8.430394946523979,0,41,20
hodaj,1,1,4,NA,1,NA,5,Croatian,224755,hoda,Croatian,walk,11,"hodati, hodaj, hoda, hodala, hodat, hodaš, hodaju, hodale, hodajući, hodao, hodam",38,5.545454545454546,38,5.846930846930847,4,14,1
stričeki,17,17,5.823529411764706,NA,3,2,8,Croatian,224755,striček,Croatian,man,5,"striček, stričeki, stričeka, stričeku, stričeke",183,7.8,183,5.695837710084033,10,52,11
krumpir,13,13,5.923076923076923,3,5,2,7,Croatian,224755,krumpir,Croatian,potato,3,"krumpira, krumpir, krumpire",31,7.666666666666667,31,5.461538461538462,7,13,3
dvorištu,5,5,6.4,NA,1,NA,8,Croatian,224755,dvorišt,Croatian,backyard,2,"dvorištu, dvorište",11,8,11,4.95,2,2,1
školi,41,41,5.439024390243903,1,29,NA,5,Croatian,224755,škol,Croatian,school,4,"školu, školi, škola, škole",89,5,89,10.146341463414634,3,61,0
skoči,15,15,3.3333333333333335,5,5,1,5,Croatian,224755,skoč,Croatian,jump,8,"skočio, skočiti, skoči, skočit, skočila, skoče, skočili, skočivši",68,6.375,68,6.080741626794259,9,20,12
bježe,1,1,7,NA,NA,NA,5,Croatian,224755,bjež,Croatian,flee,8,"bježao, bjež, bježe, bježi, bježali, bježat, bježati, bježala",21,5.875,21,6.33125,5,6,1
skočit,2,2,7,NA,1,NA,6,Croatian,224755,skoči,Croatian,jump,8,"skočio, skočiti, skoči, skočit, skočila, skoče, skočili, skočivši",68,6.375,68,6.080741626794259,9,20,12
kakati,25,25,NA,1,11,2,6,Croatian,224755,kaka,Croatian,cacao,12,"kako, kak, kakati, kakaj, kakala, kaka, kakat, kakalo, kakao, kakaa, kakali, kakaju",2308,5.083333333333333,2308,5.043123336291038,114,78,375
kakaj,1,1,4,NA,NA,NA,5,Croatian,224755,kaka,Croatian,cacao,12,"kako, kak, kakati, kakaj, kakala, kaka, kakat, kakalo, kakao, kakaa, kakali, kakaju",2308,5.083333333333333,2308,5.043123336291038,114,78,375
gaćice,6,6,5.166666666666667,NA,5,NA,6,Croatian,224755,gaćic,Croatian,underpants,2,"gaćice, gaćicu",7,6,7,6.083333333333334,0,6,0
brisati,7,7,NA,1,2,1,7,Croatian,224755,brisa,Croatian,wipe,2,"brisati, brisat",9,6.5,9,5,1,2,1
bako,2,2,8,NA,NA,NA,4,Croatian,224755,bak,Croatian,grandma,7,"baku, baka, bakom, bake, baki, bako, bak",365,4,365,6.1278417555086335,9,78,54
dirali,1,1,10,NA,1,NA,6,Croatian,224755,dir,Croatian,touch,7,"dirati, dirat, dirali, dirala, dira, diraš, dirao",181,5.285714285714286,181,6.715614617940199,3,100,2
stepenicama,7,7,7.714285714285714,NA,2,NA,11,Croatian,224755,stepenic,Croatian,stairs,4,"stepenicama, stepenici, stepenicu, stepenice",22,9.5,22,5.724025974025974,1,11,1
prala,3,3,8.333333333333334,NA,1,NA,5,Croatian,224755,pra,Croatian,wash,13,"prali, prati, prala, pri, prao, pr, pre, prale, pro, prat, pratila, pratio, prima",50,4.384615384615385,50,11.024908424908425,2,9,2
hladnom,1,1,8,NA,NA,NA,7,Croatian,224755,hladn,Croatian,cold,6,"hladna, hladnom, hladnoj, hladno, hladne, hladnije",53,6.666666666666667,53,7.7178571428571425,2,21,4
toplom,1,1,12,NA,NA,NA,6,Croatian,224755,topl,Croatian,warm,7,"toplo, toplom, toploj, topli, tople, toplu, topla",16,5.285714285714286,16,7.5,1,7,1
toploj,1,1,12,NA,NA,NA,6,Croatian,224755,topl,Croatian,warm,7,"toplo, toplom, toploj, topli, tople, toplu, topla",16,5.285714285714286,16,7.5,1,7,1
hladnoj,1,1,11,NA,NA,NA,7,Croatian,224755,hladn,Croatian,cold,6,"hladna, hladnom, hladnoj, hladno, hladne, hladnije",53,6.666666666666667,53,7.7178571428571425,2,21,4
paziti,8,8,12.625,NA,2,NA,6,Croatian,224755,pazit,Croatian,watch (action),3,"paziti, pazite, pazit",15,5.666666666666667,15,8.48611111111111,0,3,0
plave,8,8,5.5,NA,3,1,5,Croatian,224755,plav,Croatian,blue,8,"plavom, plavo, plavu, plava, plave, plavi, plavim, plavog",111,5.375,111,6.221267454350161,14,37,10
ruku,46,46,NA,1,26,1,4,Croatian,224755,ruk,Croatian,arm,5,"ruke, ruku, ruka, rukama, rukom",178,4.6,178,6.029202279202279,4,98,5
teška,8,8,7.5,NA,1,1,5,Croatian,224755,tešk,Croatian,heavy,4,"teško, teška, tešku, teške",43,5,43,7.046875,0,8,8
kamen,10,10,4.1,NA,4,2,5,Croatian,224755,kamen,Croatian,rock (object),2,"kamen, kameni",11,5.5,11,2.55,1,4,2
autu,26,26,5.846153846153846,NA,20,NA,4,Croatian,224755,aut,Croatian,car,7,"auta, auto, autu, autom, auti, aute, autima",392,4.428571428571429,392,8.034236596736596,12,230,19
punu,4,4,7.25,1,NA,NA,4,Croatian,224755,pun,Croatian,many,8,"puno, punu, pune, puna, pun, puni, punog, punom",238,4.125,238,9.530952380952382,11,34,54
zdjelicu,9,9,7.888888888888889,NA,5,NA,8,Croatian,224755,zdjelic,Croatian,bowl,4,"zdjelicu, zdjelici, zdjelica, zdjelice",14,8,14,8.222222222222221,0,9,1
dobre,13,13,6.153846153846154,1,2,1,5,Croatian,224755,dobr,Croatian,good,8,"dobro, dobra, dobre, dobri, dobrog, dobru, dobroj, dobrom",1151,5.375,1151,7.425238425238425,439,212,282
onoj,15,15,11.666666666666666,NA,NA,NA,4,Croatian,224755,on,Croatian,that,14,"oni, on, ono, onu, ona, one, onoj, onom, onog, onoga, onim, onih, onima, onome",1522,3.7142857142857144,1522,11.848140212670794,23,108,315
stolom,2,2,6,NA,1,NA,6,Croatian,224755,stol,Croatian,table,4,"stol, stolu, stola, stolom",95,5,95,7.315777924072854,1,54,3
otvoriti,36,36,NA,2,24,1,8,Croatian,224755,otvori,Croatian,open (action),8,"otvorim, otvori, otvoriti, otvorit, otvorila, otvorimo, otvorio, otvore",88,7.125,88,6.863317634746206,5,43,4
